seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
33500.0,64.0,97.0,1.33,-75.6,-30.6,28.7,5.0,19.9,218.0,9.04,9.74,5.59,4.55,29.1,28.5,sae_analysis/out/env_imgs/seed33539_step64_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed33539_step64_timestep2_actionOutput.png
33500.0,64.0,98.0,1.31,-75.6,-30.6,28.7,5.0,218.0,208.0,9.74,9.45,4.55,3.8,28.5,28.7,sae_analysis/out/env_imgs/seed33539_step64_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed33539_step64_timestep1_actionOutput.png
33500.0,64.0,95.0,1.27,-75.6,-30.6,28.7,5.0,285.0,272.0,15.2,11.5,6.25,6.08,28.7,28.8,sae_analysis/out/env_imgs/seed33539_step64_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed33539_step64_timestep4_actionOutput.png
54200.0,72.0,93.0,1.27,-0.562,44.4,17.0,4.0,-70.0,-70.7,5.28,7.44,16.0,15.6,32.6,32.2,sae_analysis/out/env_imgs/seed54206_step72_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed54206_step72_timestep6_actionOutput.png
54200.0,72.0,96.0,1.22,-0.562,44.4,17.0,4.0,133.0,-109.0,7.9,8.08,15.2,14.2,31.9,31.0,sae_analysis/out/env_imgs/seed54206_step72_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed54206_step72_timestep3_actionOutput.png
33500.0,64.0,84.0,1.22,-75.6,-30.6,28.7,5.0,-188.0,-205.0,29.6,24.3,15.0,11.0,27.9,26.1,sae_analysis/out/env_imgs/seed33539_step64_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed33539_step64_timestep15_actionOutput.png
33500.0,64.0,94.0,1.2,-75.6,-30.6,28.7,5.0,300.0,285.0,16.2,15.2,7.18,6.25,29.5,28.7,sae_analysis/out/env_imgs/seed33539_step64_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed33539_step64_timestep5_actionOutput.png
33500.0,64.0,99.0,1.2,-75.6,-30.6,28.7,5.0,208.0,103.0,9.45,9.12,3.8,3.61,28.7,29.2,sae_analysis/out/env_imgs/seed33539_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed33539_step64_timestep0_actionOutput.png
27200.0,80.0,97.0,1.19,-7.84,37.2,22.3,4.0,-202.0,-177.0,17.2,11.3,14.1,13.1,35.8,35.3,sae_analysis/out/env_imgs/seed27242_step80_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed27242_step80_timestep2_actionOutput.png
27200.0,80.0,94.0,1.19,-7.84,37.2,22.3,4.0,-186.0,-143.0,18.4,16.5,14.2,13.7,36.1,35.5,sae_analysis/out/env_imgs/seed27242_step80_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed27242_step80_timestep5_actionOutput.png
