seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
90300.0,0.0,98.0,1.89,46.5,91.5,17.3,0.0,-55.3,-75.8,49.5,49.1,34.6,34.3,21.8,21.7,sae_analysis/out/env_imgs/seed90283_step0_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed90283_step0_timestep1_actionOutput.png
87400.0,16.0,96.0,1.79,93.0,138.0,18.8,4.0,254.0,264.0,37.4,35.0,23.6,23.9,10.3,10.7,sae_analysis/out/env_imgs/seed87380_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed87380_step16_timestep3_actionOutput.png
47600.0,0.0,93.0,1.68,-166.0,-121.0,22.7,1.0,-77.1,-60.3,15.1,18.3,40.2,39.1,27.2,25.9,sae_analysis/out/env_imgs/seed47567_step0_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed47567_step0_timestep6_actionOutput.png
90300.0,0.0,94.0,1.66,46.5,91.5,17.3,0.0,-49.5,-62.2,58.7,55.1,35.6,35.7,22.8,22.9,sae_analysis/out/env_imgs/seed90283_step0_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed90283_step0_timestep5_actionOutput.png
90300.0,0.0,99.0,1.61,46.5,91.5,17.3,0.0,-75.8,-84.3,49.1,47.5,34.3,34.1,21.7,21.6,sae_analysis/out/env_imgs/seed90283_step0_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed90283_step0_timestep0_actionOutput.png
90300.0,0.0,83.0,1.59,46.5,91.5,17.3,0.0,-43.6,-64.6,72.9,77.8,38.1,40.1,27.0,28.6,sae_analysis/out/env_imgs/seed90283_step0_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed90283_step0_timestep16_actionOutput.png
87400.0,16.0,95.0,1.58,93.0,138.0,18.8,4.0,280.0,254.0,40.9,37.4,23.4,23.6,11.1,10.3,sae_analysis/out/env_imgs/seed87380_step16_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed87380_step16_timestep4_actionOutput.png
87400.0,104.0,87.0,1.51,86.9,132.0,28.0,7.0,-208.0,-242.0,33.2,27.3,15.4,15.1,23.3,21.8,sae_analysis/out/env_imgs/seed87380_step104_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed87380_step104_timestep12_actionOutput.png
37500.0,168.0,98.0,1.5,19.3,64.3,38.0,5.0,-16.5,27.8,10.7,8.66,25.8,25.6,13.4,13.2,sae_analysis/out/env_imgs/seed37540_step168_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed37540_step168_timestep1_actionOutput.png
87400.0,120.0,97.0,1.5,114.0,159.0,33.2,4.0,-133.0,-126.0,7.79,8.28,17.3,17.1,28.3,29.3,sae_analysis/out/env_imgs/seed87380_step120_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed87380_step120_timestep2_actionOutput.png
