seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
23200.0,200.0,99.0,3.67,46.9,91.9,12.9,4.0,-79.1,-87.8,37.8,37.7,23.5,24.0,24.7,25.1,sae_analysis/out/env_imgs/seed23167_step200_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep0_actionOutput.png
30600.0,144.0,99.0,3.18,7.22,52.2,4.05,7.0,63.6,28.0,7.55,9.1,16.6,16.4,20.0,19.7,sae_analysis/out/env_imgs/seed30608_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30608_step144_timestep0_actionOutput.png
87400.0,128.0,99.0,3.18,3.23,48.2,5.54,5.0,-88.8,-36.6,14.2,14.2,21.2,21.6,26.5,26.8,sae_analysis/out/env_imgs/seed87390_step128_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed87390_step128_timestep0_actionOutput.png
23200.0,200.0,98.0,3.1,46.9,91.9,12.9,4.0,-88.9,-79.1,40.6,37.8,24.1,23.5,25.5,24.7,sae_analysis/out/env_imgs/seed23167_step200_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep1_actionOutput.png
33000.0,32.0,99.0,3.05,-101.0,-55.9,15.3,7.0,139.0,73.0,14.2,14.7,15.8,15.9,17.8,18.1,sae_analysis/out/env_imgs/seed32990_step32_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed32990_step32_timestep0_actionOutput.png
23200.0,200.0,97.0,3.0,46.9,91.9,12.9,4.0,-71.5,-88.9,47.2,40.6,24.9,24.1,26.2,25.5,sae_analysis/out/env_imgs/seed23167_step200_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep2_actionOutput.png
54200.0,168.0,99.0,2.99,4.78,49.8,4.93,2.0,72.3,1.49,19.1,18.6,12.4,12.5,15.4,15.5,sae_analysis/out/env_imgs/seed54206_step168_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed54206_step168_timestep0_actionOutput.png
70800.0,144.0,99.0,2.97,-17.4,27.6,2.74,2.0,-30.1,-55.0,42.0,39.0,26.0,25.8,28.3,28.1,sae_analysis/out/env_imgs/seed70799_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed70799_step144_timestep0_actionOutput.png
70800.0,144.0,98.0,2.94,-17.4,27.6,2.74,2.0,-39.3,-30.1,39.4,42.0,25.6,26.0,28.0,28.3,sae_analysis/out/env_imgs/seed70799_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed70799_step144_timestep1_actionOutput.png
49400.0,168.0,99.0,2.94,0.721,45.7,14.7,8.0,114.0,96.3,12.8,13.1,5.95,5.7,11.2,11.6,sae_analysis/out/env_imgs/seed49442_step168_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed49442_step168_timestep0_actionOutput.png
