seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
27200.0,96.0,97.0,2.98,2.03,47.0,5.26,4.0,225.0,179.0,3.03,3.59,18.0,19.0,23.2,24.3,sae_analysis/out/env_imgs/seed27240_step96_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed27240_step96_timestep2_actionOutput.png
29100.0,112.0,99.0,2.85,4.95,50.0,4.93,4.0,153.0,203.0,5.31,6.49,20.1,20.2,25.0,25.1,sae_analysis/out/env_imgs/seed29142_step112_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed29142_step112_timestep0_actionOutput.png
47100.0,120.0,97.0,2.82,7.83,52.8,6.1,5.0,-243.0,-159.0,11.8,12.1,11.6,12.6,17.0,18.0,sae_analysis/out/env_imgs/seed47106_step120_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed47106_step120_timestep2_actionOutput.png
54200.0,88.0,98.0,2.76,4.73,49.7,4.43,4.0,142.0,70.2,11.2,10.8,20.7,21.0,25.1,25.4,sae_analysis/out/env_imgs/seed54206_step88_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed54206_step88_timestep1_actionOutput.png
52800.0,168.0,97.0,2.75,0.477,45.5,4.11,4.0,5.77,-9.28,6.58,7.88,18.9,20.0,23.0,24.1,sae_analysis/out/env_imgs/seed52752_step168_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed52752_step168_timestep2_actionOutput.png
54200.0,96.0,98.0,2.75,4.39,49.4,4.13,4.0,341.0,49.7,3.87,4.75,19.2,19.7,23.3,23.8,sae_analysis/out/env_imgs/seed54206_step96_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed54206_step96_timestep1_actionOutput.png
50800.0,120.0,95.0,2.73,3.2,48.2,5.27,4.0,60.0,8.55,4.14,7.04,19.5,19.7,24.7,24.9,sae_analysis/out/env_imgs/seed50788_step120_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed50788_step120_timestep4_actionOutput.png
30400.0,184.0,98.0,2.68,0.584,45.6,6.16,4.0,-122.0,1.59,3.33,0.644,19.2,18.9,25.4,25.1,sae_analysis/out/env_imgs/seed30449_step184_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30449_step184_timestep1_actionOutput.png
55500.0,96.0,99.0,2.68,12.1,57.1,8.85,0.0,10.9,-1.66,9.59,9.29,12.9,13.2,21.1,21.3,sae_analysis/out/env_imgs/seed55531_step96_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed55531_step96_timestep0_actionOutput.png
54200.0,88.0,93.0,2.67,4.73,49.7,4.43,4.0,224.0,319.0,8.28,15.1,18.7,18.4,23.0,22.7,sae_analysis/out/env_imgs/seed54206_step88_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed54206_step88_timestep6_actionOutput.png
29100.0,120.0,99.0,2.66,4.87,49.9,3.92,4.0,-30.4,-54.2,9.37,7.8,19.2,19.1,23.0,23.0,sae_analysis/out/env_imgs/seed29142_step120_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed29142_step120_timestep0_actionOutput.png
84100.0,88.0,96.0,2.66,5.54,50.5,5.89,4.0,185.0,98.0,6.87,7.03,21.9,21.8,27.6,27.5,sae_analysis/out/env_imgs/seed84098_step88_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed84098_step88_timestep3_actionOutput.png
98400.0,72.0,96.0,2.66,5.88,50.9,8.42,4.0,288.0,-58.0,8.08,5.31,17.7,17.9,26.0,26.2,sae_analysis/out/env_imgs/seed98355_step72_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed98355_step72_timestep3_actionOutput.png
78500.0,128.0,98.0,2.65,-0.485,44.5,5.38,4.0,-32.2,-59.8,7.27,2.61,20.0,20.1,25.4,25.4,sae_analysis/out/env_imgs/seed78540_step128_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed78540_step128_timestep1_actionOutput.png
98400.0,72.0,98.0,2.65,5.88,50.9,8.42,4.0,-97.3,-111.0,4.45,4.17,17.9,17.3,26.2,25.6,sae_analysis/out/env_imgs/seed98355_step72_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed98355_step72_timestep1_actionOutput.png
47100.0,120.0,99.0,2.63,7.83,52.8,6.1,5.0,212.0,218.0,12.3,12.9,11.5,10.9,16.9,16.3,sae_analysis/out/env_imgs/seed47106_step120_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47106_step120_timestep0_actionOutput.png
29100.0,120.0,98.0,2.62,4.87,49.9,3.92,4.0,-260.0,-30.4,11.2,9.37,19.3,19.2,23.2,23.0,sae_analysis/out/env_imgs/seed29142_step120_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed29142_step120_timestep1_actionOutput.png
27200.0,96.0,96.0,2.58,2.03,47.0,5.26,4.0,185.0,225.0,1.02,3.03,18.9,18.0,24.1,23.2,sae_analysis/out/env_imgs/seed27240_step96_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed27240_step96_timestep3_actionOutput.png
27200.0,96.0,98.0,2.58,2.03,47.0,5.26,4.0,179.0,97.0,3.59,3.32,19.0,19.2,24.3,24.4,sae_analysis/out/env_imgs/seed27240_step96_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed27240_step96_timestep1_actionOutput.png
54200.0,88.0,94.0,2.58,4.73,49.7,4.43,4.0,319.0,241.0,15.1,16.0,18.4,19.9,22.7,24.2,sae_analysis/out/env_imgs/seed54206_step88_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed54206_step88_timestep5_actionOutput.png
