seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
37500.0,0.0,92.0,1.44,-18.6,26.4,24.4,0.0,19.5,9.21,29.4,35.1,37.1,38.1,36.7,37.9,sae_analysis/out/env_imgs/seed37540_step0_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed37540_step0_timestep7_actionOutput.png
37500.0,0.0,74.0,1.28,-18.6,26.4,24.4,0.0,74.0,69.8,27.1,29.2,42.1,45.2,35.8,37.7,sae_analysis/out/env_imgs/seed37540_step0_timestep25_actionInput.png,sae_analysis/out/env_imgs/seed37540_step0_timestep25_actionOutput.png
90300.0,48.0,96.0,1.2,31.7,76.7,6.35,0.0,123.0,112.0,9.96,8.92,18.3,17.8,20.0,20.0,sae_analysis/out/env_imgs/seed90318_step48_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed90318_step48_timestep3_actionOutput.png
87400.0,0.0,97.0,1.18,93.0,138.0,18.8,1.0,223.0,-77.6,18.0,18.5,46.9,47.2,37.6,38.1,sae_analysis/out/env_imgs/seed87380_step0_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed87380_step0_timestep2_actionOutput.png
23200.0,192.0,86.0,1.16,46.9,91.9,12.9,0.0,13.9,-79.6,38.0,32.0,24.4,24.9,19.2,18.3,sae_analysis/out/env_imgs/seed23167_step192_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed23167_step192_timestep13_actionOutput.png
37500.0,176.0,97.0,1.16,19.3,64.3,38.0,5.0,151.0,166.0,26.8,23.8,31.3,31.6,12.8,12.4,sae_analysis/out/env_imgs/seed37540_step176_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed37540_step176_timestep2_actionOutput.png
37500.0,0.0,80.0,1.14,-18.6,26.4,24.4,0.0,88.8,111.0,22.3,26.3,41.4,41.8,39.9,40.0,sae_analysis/out/env_imgs/seed37540_step0_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed37540_step0_timestep19_actionOutput.png
37500.0,0.0,91.0,1.13,-18.6,26.4,24.4,0.0,-8.59,19.5,32.5,29.4,38.6,37.1,37.9,36.7,sae_analysis/out/env_imgs/seed37540_step0_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed37540_step0_timestep8_actionOutput.png
23200.0,200.0,90.0,1.13,46.9,91.9,12.9,4.0,-69.9,-83.1,52.9,48.5,23.6,23.1,23.3,23.6,sae_analysis/out/env_imgs/seed23167_step200_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep9_actionOutput.png
90300.0,56.0,85.0,1.11,21.4,66.4,6.96,0.0,9.8,-4.75,10.3,4.69,19.6,18.9,22.3,22.8,sae_analysis/out/env_imgs/seed90318_step56_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed90318_step56_timestep14_actionOutput.png
47600.0,0.0,70.0,1.1,-166.0,-121.0,22.7,1.0,-50.8,-39.1,5.33,21.0,35.0,34.3,29.7,30.0,sae_analysis/out/env_imgs/seed47567_step0_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed47567_step0_timestep29_actionOutput.png
37500.0,0.0,82.0,1.1,-18.6,26.4,24.4,0.0,130.0,120.0,25.4,27.6,41.9,42.8,39.8,39.8,sae_analysis/out/env_imgs/seed37540_step0_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed37540_step0_timestep17_actionOutput.png
30600.0,48.0,93.0,1.1,1.59,46.6,25.4,4.0,54.9,67.8,3.73,4.43,24.5,24.1,49.8,49.4,sae_analysis/out/env_imgs/seed30608_step48_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed30608_step48_timestep6_actionOutput.png
30600.0,48.0,98.0,1.07,1.59,46.6,25.4,4.0,-132.0,145.0,3.63,7.01,23.0,23.1,48.2,48.3,sae_analysis/out/env_imgs/seed30608_step48_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30608_step48_timestep1_actionOutput.png
78500.0,56.0,93.0,1.07,3.33,48.3,32.3,4.0,71.7,56.0,20.2,15.2,19.2,19.3,50.9,50.9,sae_analysis/out/env_imgs/seed78540_step56_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed78540_step56_timestep6_actionOutput.png
37500.0,0.0,76.0,1.07,-18.6,26.4,24.4,0.0,74.8,70.5,18.1,17.6,47.3,46.4,40.9,41.4,sae_analysis/out/env_imgs/seed37540_step0_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed37540_step0_timestep23_actionOutput.png
