seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
47100.0,56.0,35.0,1.52,14.0,59.0,31.4,1.0,67.8,47.6,37.1,60.2,56.0,57.0,50.0,48.3,sae_analysis/out/env_imgs/seed47106_step56_timestep64_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep64_actionOutput.png
55500.0,120.0,13.0,1.17,4.9,49.9,7.42,4.0,-14.4,-19.4,107.0,129.0,55.9,59.4,53.5,57.6,sae_analysis/out/env_imgs/seed55531_step120_timestep86_actionInput.png,sae_analysis/out/env_imgs/seed55531_step120_timestep86_actionOutput.png
40000.0,0.0,5.0,1.17,-29.4,15.6,24.6,4.0,213.0,241.0,77.5,87.1,55.1,58.5,54.9,60.1,sae_analysis/out/env_imgs/seed40021_step0_timestep94_actionInput.png,sae_analysis/out/env_imgs/seed40021_step0_timestep94_actionOutput.png
78500.0,0.0,98.0,1.13,-28.9,16.1,35.8,8.0,-55.7,-18.1,28.4,26.4,57.9,57.6,23.0,22.6,sae_analysis/out/env_imgs/seed78540_step0_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed78540_step0_timestep1_actionOutput.png
33500.0,8.0,97.0,1.12,-87.2,-42.2,32.5,4.0,108.0,-170.0,19.9,19.1,37.7,37.2,35.5,35.2,sae_analysis/out/env_imgs/seed33539_step8_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed33539_step8_timestep2_actionOutput.png
52800.0,200.0,6.0,1.12,16.2,61.2,2.55,4.0,197.0,192.0,68.7,131.0,66.4,65.8,66.4,65.5,sae_analysis/out/env_imgs/seed52752_step200_timestep93_actionInput.png,sae_analysis/out/env_imgs/seed52752_step200_timestep93_actionOutput.png
27200.0,0.0,35.0,1.09,-101.0,-55.9,19.8,1.0,29.6,61.2,74.5,62.5,50.9,49.2,55.7,54.2,sae_analysis/out/env_imgs/seed27240_step0_timestep64_actionInput.png,sae_analysis/out/env_imgs/seed27240_step0_timestep64_actionOutput.png
27200.0,120.0,18.0,1.09,4.44,49.4,3.73,2.0,-296.0,0.836,79.6,95.3,72.9,79.1,73.0,78.5,sae_analysis/out/env_imgs/seed27240_step120_timestep81_actionInput.png,sae_analysis/out/env_imgs/seed27240_step120_timestep81_actionOutput.png
95800.0,0.0,34.0,1.09,-189.0,-144.0,22.9,2.0,-12.2,-4.39,118.0,121.0,51.2,52.8,48.6,49.9,sae_analysis/out/env_imgs/seed95830_step0_timestep65_actionInput.png,sae_analysis/out/env_imgs/seed95830_step0_timestep65_actionOutput.png
44600.0,120.0,25.0,1.07,-2.18,42.8,5.2,1.0,260.0,248.0,17.0,19.3,54.2,52.9,54.4,53.6,sae_analysis/out/env_imgs/seed44578_step120_timestep74_actionInput.png,sae_analysis/out/env_imgs/seed44578_step120_timestep74_actionOutput.png
13800.0,64.0,99.0,1.06,49.6,94.6,35.6,8.0,214.0,248.0,3.08,1.81,7.2,7.45,37.7,37.6,sae_analysis/out/env_imgs/seed13783_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed13783_step64_timestep0_actionOutput.png
11400.0,32.0,35.0,1.06,-69.6,-24.6,31.7,6.0,34.0,90.9,92.0,104.0,56.0,60.6,58.6,62.8,sae_analysis/out/env_imgs/seed11446_step32_timestep64_actionInput.png,sae_analysis/out/env_imgs/seed11446_step32_timestep64_actionOutput.png
13800.0,24.0,99.0,1.06,15.4,60.4,42.9,1.0,24.0,74.6,10.1,10.3,12.0,11.4,54.5,54.0,sae_analysis/out/env_imgs/seed13783_step24_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed13783_step24_timestep0_actionOutput.png
89200.0,64.0,28.0,1.05,-65.8,-20.8,11.6,6.0,87.3,99.7,76.2,68.4,48.7,48.3,49.7,49.4,sae_analysis/out/env_imgs/seed89203_step64_timestep71_actionInput.png,sae_analysis/out/env_imgs/seed89203_step64_timestep71_actionOutput.png
11400.0,24.0,17.0,1.04,-74.1,-29.1,32.7,7.0,95.8,-200.0,70.5,87.1,51.2,54.5,43.3,47.1,sae_analysis/out/env_imgs/seed11446_step24_timestep82_actionInput.png,sae_analysis/out/env_imgs/seed11446_step24_timestep82_actionOutput.png
60600.0,160.0,73.0,1.03,-0.00714,45.0,4.77,8.0,-45.8,-25.5,28.6,24.5,29.1,26.0,28.2,25.5,sae_analysis/out/env_imgs/seed60596_step160_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed60596_step160_timestep26_actionOutput.png
44600.0,112.0,62.0,1.01,-2.18,42.8,5.2,8.0,29.4,-13.5,28.4,29.1,34.3,33.9,34.1,33.6,sae_analysis/out/env_imgs/seed44578_step112_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed44578_step112_timestep37_actionOutput.png
89200.0,72.0,58.0,1.01,-68.7,-23.7,11.5,6.0,-92.7,-102.0,116.0,109.0,49.0,47.8,51.4,50.7,sae_analysis/out/env_imgs/seed89203_step72_timestep41_actionInput.png,sae_analysis/out/env_imgs/seed89203_step72_timestep41_actionOutput.png
10300.0,24.0,9.0,1.01,-200.0,-155.0,17.0,6.0,-23.7,-18.5,120.0,126.0,65.3,65.2,64.4,65.9,sae_analysis/out/env_imgs/seed10301_step24_timestep90_actionInput.png,sae_analysis/out/env_imgs/seed10301_step24_timestep90_actionOutput.png
25400.0,144.0,99.0,1.01,-106.0,-61.3,38.6,7.0,-176.0,-199.0,5.1,5.5,9.09,8.41,37.9,38.5,sae_analysis/out/env_imgs/seed25426_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed25426_step144_timestep0_actionOutput.png
