seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
92400.0,24.0,92.0,2.56,-103.0,-57.7,18.8,1.0,6.96,-331.0,18.3,15.1,11.5,9.94,28.8,27.6,sae_analysis/out/env_imgs/seed92410_step24_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed92410_step24_timestep7_actionOutput.png
49400.0,160.0,97.0,2.54,-1.88,43.1,25.5,8.0,81.0,130.0,12.7,13.2,5.26,4.97,24.7,24.6,sae_analysis/out/env_imgs/seed49442_step160_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed49442_step160_timestep2_actionOutput.png
92400.0,24.0,97.0,2.52,-103.0,-57.7,18.8,1.0,279.0,235.0,10.2,9.48,9.64,10.2,27.5,28.0,sae_analysis/out/env_imgs/seed92410_step24_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed92410_step24_timestep2_actionOutput.png
92400.0,24.0,94.0,2.52,-103.0,-57.7,18.8,1.0,-332.0,-335.0,11.4,14.0,10.3,9.67,27.8,27.4,sae_analysis/out/env_imgs/seed92410_step24_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed92410_step24_timestep5_actionOutput.png
92400.0,24.0,95.0,2.5,-103.0,-57.7,18.8,1.0,-335.0,-12.1,14.0,13.4,9.67,9.7,27.4,27.5,sae_analysis/out/env_imgs/seed92410_step24_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed92410_step24_timestep4_actionOutput.png
92400.0,24.0,93.0,2.49,-103.0,-57.7,18.8,1.0,-331.0,-332.0,15.1,11.4,9.94,10.3,27.6,27.8,sae_analysis/out/env_imgs/seed92410_step24_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed92410_step24_timestep6_actionOutput.png
92400.0,32.0,96.0,2.44,-75.9,-30.9,18.2,1.0,-59.3,-45.4,1.59,2.02,13.3,13.9,29.2,30.1,sae_analysis/out/env_imgs/seed92410_step32_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed92410_step32_timestep3_actionOutput.png
33000.0,24.0,96.0,2.44,-148.0,-103.0,22.2,7.0,6.9,-26.7,15.9,19.4,13.1,13.6,27.4,27.9,sae_analysis/out/env_imgs/seed32990_step24_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed32990_step24_timestep3_actionOutput.png
49400.0,56.0,97.0,2.42,-155.0,-110.0,17.2,4.0,94.9,74.4,24.0,21.7,15.3,16.1,24.2,25.2,sae_analysis/out/env_imgs/seed49442_step56_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed49442_step56_timestep2_actionOutput.png
92400.0,24.0,91.0,2.38,-103.0,-57.7,18.8,1.0,6.35,6.96,23.8,18.3,11.3,11.5,28.5,28.8,sae_analysis/out/env_imgs/seed92410_step24_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed92410_step24_timestep8_actionOutput.png
92400.0,24.0,96.0,2.38,-103.0,-57.7,18.8,1.0,-12.1,279.0,13.4,10.2,9.7,9.64,27.5,27.5,sae_analysis/out/env_imgs/seed92410_step24_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed92410_step24_timestep3_actionOutput.png
