seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
47100.0,56.0,91.0,2.38,14.0,59.0,31.4,1.0,53.1,60.5,23.6,22.6,11.0,11.5,39.0,40.6,sae_analysis/out/env_imgs/seed47106_step56_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep8_actionOutput.png
47100.0,56.0,90.0,2.29,14.0,59.0,31.4,1.0,43.5,53.1,23.4,23.6,12.0,11.0,39.8,39.0,sae_analysis/out/env_imgs/seed47106_step56_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep9_actionOutput.png
47100.0,56.0,94.0,2.27,14.0,59.0,31.4,1.0,16.6,39.0,22.5,24.6,10.8,11.3,40.2,39.9,sae_analysis/out/env_imgs/seed47106_step56_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep5_actionOutput.png
47100.0,64.0,94.0,2.24,12.6,57.6,29.4,8.0,-8.92,68.7,28.2,30.3,9.53,9.53,26.6,26.6,sae_analysis/out/env_imgs/seed47106_step64_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed47106_step64_timestep5_actionOutput.png
47100.0,56.0,84.0,2.22,14.0,59.0,31.4,1.0,-203.0,-228.0,1.86,7.1,15.2,15.8,37.0,40.0,sae_analysis/out/env_imgs/seed47106_step56_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep15_actionOutput.png
47100.0,56.0,83.0,2.21,14.0,59.0,31.4,1.0,-144.0,-203.0,9.55,1.86,14.0,15.2,37.7,37.0,sae_analysis/out/env_imgs/seed47106_step56_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep16_actionOutput.png
47100.0,56.0,96.0,2.2,14.0,59.0,31.4,1.0,5.3,10.3,22.2,18.7,11.1,11.2,40.6,41.4,sae_analysis/out/env_imgs/seed47106_step56_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep3_actionOutput.png
47100.0,56.0,95.0,2.2,14.0,59.0,31.4,1.0,39.0,5.3,24.6,22.2,11.3,11.1,39.9,40.6,sae_analysis/out/env_imgs/seed47106_step56_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep4_actionOutput.png
47100.0,56.0,99.0,2.19,14.0,59.0,31.4,1.0,-80.5,-116.0,19.2,18.1,11.0,10.8,41.4,41.7,sae_analysis/out/env_imgs/seed47106_step56_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep0_actionOutput.png
47100.0,64.0,99.0,2.17,12.6,57.6,29.4,8.0,31.0,46.6,23.5,23.8,7.5,7.1,28.0,27.8,sae_analysis/out/env_imgs/seed47106_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47106_step64_timestep0_actionOutput.png
