seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
23200.0,200.0,92.0,6.99,46.9,91.9,12.9,4.0,-109.0,-75.9,42.4,41.0,23.0,23.3,24.7,25.4,sae_analysis/out/env_imgs/seed23167_step200_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep7_actionOutput.png
23200.0,200.0,81.0,6.74,46.9,91.9,12.9,4.0,-196.0,-90.3,50.4,54.8,27.5,26.7,26.1,26.5,sae_analysis/out/env_imgs/seed23167_step200_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep18_actionOutput.png
23200.0,200.0,97.0,6.7,46.9,91.9,12.9,4.0,-71.5,-88.9,47.2,40.6,24.9,24.1,26.2,25.5,sae_analysis/out/env_imgs/seed23167_step200_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep2_actionOutput.png
23200.0,200.0,78.0,6.69,46.9,91.9,12.9,4.0,-106.0,-109.0,79.3,72.7,29.9,29.2,28.6,27.3,sae_analysis/out/env_imgs/seed23167_step200_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep21_actionOutput.png
23200.0,200.0,90.0,6.6,46.9,91.9,12.9,4.0,-69.9,-83.1,52.9,48.5,23.6,23.1,23.3,23.6,sae_analysis/out/env_imgs/seed23167_step200_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep9_actionOutput.png
23200.0,200.0,91.0,6.59,46.9,91.9,12.9,4.0,-83.1,-109.0,48.5,42.4,23.1,23.0,23.6,24.7,sae_analysis/out/env_imgs/seed23167_step200_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep8_actionOutput.png
23200.0,200.0,88.0,6.45,46.9,91.9,12.9,4.0,-202.0,-162.0,47.0,47.7,24.3,24.5,24.9,24.5,sae_analysis/out/env_imgs/seed23167_step200_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep11_actionOutput.png
23200.0,200.0,86.0,6.41,46.9,91.9,12.9,4.0,-191.0,-214.0,46.7,43.9,25.9,25.4,25.4,24.2,sae_analysis/out/env_imgs/seed23167_step200_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep13_actionOutput.png
23200.0,200.0,93.0,6.41,46.9,91.9,12.9,4.0,-75.9,-75.2,41.0,39.3,23.3,24.1,25.4,26.2,sae_analysis/out/env_imgs/seed23167_step200_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed23167_step200_timestep6_actionOutput.png
23200.0,192.0,87.0,6.36,46.9,91.9,12.9,0.0,-79.6,-161.0,32.0,21.5,24.9,23.8,18.3,17.6,sae_analysis/out/env_imgs/seed23167_step192_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed23167_step192_timestep12_actionOutput.png
