seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
87400.0,8.0,91.0,2.38,93.0,138.0,18.8,1.0,256.0,-8.43,51.5,54.3,35.7,36.0,21.1,21.5,sae_analysis/out/env_imgs/seed87380_step8_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep8_actionOutput.png
87400.0,8.0,92.0,2.24,93.0,138.0,18.8,1.0,-8.43,38.5,54.3,47.8,36.0,34.9,21.5,20.6,sae_analysis/out/env_imgs/seed87380_step8_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep7_actionOutput.png
87400.0,8.0,83.0,2.23,93.0,138.0,18.8,1.0,267.0,234.0,87.1,71.6,40.5,37.3,29.0,26.2,sae_analysis/out/env_imgs/seed87380_step8_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep16_actionOutput.png
87400.0,8.0,88.0,2.18,93.0,138.0,18.8,1.0,113.0,183.0,50.0,50.5,37.9,37.2,23.6,22.9,sae_analysis/out/env_imgs/seed87380_step8_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep11_actionOutput.png
87400.0,16.0,76.0,2.12,93.0,138.0,18.8,4.0,282.0,283.0,42.6,41.6,32.7,31.2,29.7,27.4,sae_analysis/out/env_imgs/seed87380_step16_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed87380_step16_timestep23_actionOutput.png
87400.0,8.0,97.0,2.1,93.0,138.0,18.8,1.0,-175.0,-157.0,35.9,31.7,35.1,35.8,20.5,21.2,sae_analysis/out/env_imgs/seed87380_step8_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep2_actionOutput.png
87400.0,8.0,86.0,2.1,93.0,138.0,18.8,1.0,257.0,124.0,55.6,46.6,34.6,35.5,21.4,21.7,sae_analysis/out/env_imgs/seed87380_step8_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep13_actionOutput.png
87400.0,8.0,78.0,2.08,93.0,138.0,18.8,1.0,238.0,230.0,86.4,80.7,36.5,35.8,29.0,27.6,sae_analysis/out/env_imgs/seed87380_step8_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep21_actionOutput.png
87400.0,8.0,87.0,2.07,93.0,138.0,18.8,1.0,124.0,113.0,46.6,50.0,35.5,37.9,21.7,23.6,sae_analysis/out/env_imgs/seed87380_step8_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep12_actionOutput.png
87400.0,8.0,93.0,2.07,93.0,138.0,18.8,1.0,38.5,-274.0,47.8,52.9,34.9,34.4,20.6,21.1,sae_analysis/out/env_imgs/seed87380_step8_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep6_actionOutput.png
