seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
52800.0,80.0,94.0,2.08,51.2,96.2,24.3,4.0,58.0,54.4,11.1,12.4,16.2,16.7,38.8,39.4,sae_analysis/out/env_imgs/seed52752_step80_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep5_actionOutput.png
52800.0,80.0,88.0,1.97,51.2,96.2,24.3,4.0,-140.0,-121.0,4.42,3.83,11.8,11.8,33.1,33.6,sae_analysis/out/env_imgs/seed52752_step80_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep11_actionOutput.png
52800.0,80.0,91.0,1.96,51.2,96.2,24.3,4.0,-13.8,-271.0,8.91,17.0,14.6,16.1,37.0,38.1,sae_analysis/out/env_imgs/seed52752_step80_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep8_actionOutput.png
52800.0,80.0,93.0,1.94,51.2,96.2,24.3,4.0,54.3,58.0,17.4,11.1,16.1,16.2,38.5,38.8,sae_analysis/out/env_imgs/seed52752_step80_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep6_actionOutput.png
52800.0,80.0,87.0,1.92,51.2,96.2,24.3,4.0,-62.6,-140.0,10.1,4.42,13.9,11.8,35.3,33.1,sae_analysis/out/env_imgs/seed52752_step80_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep12_actionOutput.png
10300.0,64.0,99.0,1.91,101.0,146.0,19.2,6.0,-222.0,-194.0,8.57,7.42,5.32,5.14,23.0,23.0,sae_analysis/out/env_imgs/seed10301_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep0_actionOutput.png
52800.0,80.0,92.0,1.9,51.2,96.2,24.3,4.0,-271.0,54.3,17.0,17.4,16.1,16.1,38.1,38.5,sae_analysis/out/env_imgs/seed52752_step80_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep7_actionOutput.png
52800.0,88.0,95.0,1.89,51.2,96.2,24.3,6.0,-329.0,7.68,12.2,10.5,8.88,8.58,31.8,32.2,sae_analysis/out/env_imgs/seed52752_step88_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed52752_step88_timestep4_actionOutput.png
52800.0,80.0,89.0,1.88,51.2,96.2,24.3,4.0,-121.0,-148.0,3.83,7.34,11.8,14.3,33.6,36.4,sae_analysis/out/env_imgs/seed52752_step80_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep10_actionOutput.png
52800.0,80.0,85.0,1.88,51.2,96.2,24.3,4.0,-13.5,-39.2,24.0,18.1,16.7,17.1,36.6,38.2,sae_analysis/out/env_imgs/seed52752_step80_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep14_actionOutput.png
