seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
87400.0,104.0,98.0,1.64,-1.76,43.2,5.93,0.0,20.4,-98.5,12.2,14.9,18.9,18.6,22.1,21.8,sae_analysis/out/env_imgs/seed87390_step104_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed87390_step104_timestep1_actionOutput.png
30400.0,152.0,98.0,1.63,-3.58,41.4,6.42,5.0,13.5,113.0,9.66,9.33,16.0,15.9,18.7,18.5,sae_analysis/out/env_imgs/seed30449_step152_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30449_step152_timestep1_actionOutput.png
78500.0,144.0,98.0,1.59,-0.293,44.7,3.59,0.0,-97.3,-306.0,18.7,15.7,19.1,18.9,19.3,19.2,sae_analysis/out/env_imgs/seed78540_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed78540_step144_timestep1_actionOutput.png
90300.0,104.0,97.0,1.48,5.67,50.7,4.48,4.0,120.0,79.4,23.0,23.2,22.5,22.4,25.8,25.8,sae_analysis/out/env_imgs/seed90318_step104_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed90318_step104_timestep2_actionOutput.png
27200.0,112.0,98.0,1.34,1.81,46.8,3.3,5.0,3.88,-17.2,12.4,12.0,13.7,14.8,14.1,15.1,sae_analysis/out/env_imgs/seed27240_step112_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed27240_step112_timestep1_actionOutput.png
30400.0,152.0,96.0,1.33,-3.58,41.4,6.42,5.0,-29.4,24.8,9.5,8.56,15.7,15.1,18.8,17.9,sae_analysis/out/env_imgs/seed30449_step152_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed30449_step152_timestep3_actionOutput.png
87400.0,104.0,95.0,1.31,-1.76,43.2,5.93,0.0,285.0,76.8,14.4,9.68,18.1,18.8,21.7,22.3,sae_analysis/out/env_imgs/seed87390_step104_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed87390_step104_timestep4_actionOutput.png
89200.0,200.0,98.0,1.29,-1.0,44.0,4.91,5.0,-31.0,47.2,15.5,14.5,15.8,15.7,17.9,17.7,sae_analysis/out/env_imgs/seed89203_step200_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed89203_step200_timestep1_actionOutput.png
30400.0,152.0,95.0,1.28,-3.58,41.4,6.42,5.0,72.0,-29.4,11.8,9.5,15.5,15.7,18.9,18.8,sae_analysis/out/env_imgs/seed30449_step152_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed30449_step152_timestep4_actionOutput.png
87400.0,104.0,97.0,1.25,-1.76,43.2,5.93,0.0,9.48,20.4,13.2,12.2,19.3,18.9,22.5,22.1,sae_analysis/out/env_imgs/seed87390_step104_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed87390_step104_timestep2_actionOutput.png
27200.0,0.0,93.0,1.23,-101.0,-55.9,19.8,1.0,78.6,66.0,24.6,20.3,14.9,14.7,26.6,26.2,sae_analysis/out/env_imgs/seed27240_step0_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed27240_step0_timestep6_actionOutput.png
30400.0,152.0,99.0,1.22,-3.58,41.4,6.42,5.0,113.0,99.1,9.33,10.3,15.9,16.0,18.5,18.7,sae_analysis/out/env_imgs/seed30449_step152_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30449_step152_timestep0_actionOutput.png
90300.0,144.0,97.0,1.22,5.73,50.7,4.21,5.0,-85.5,-104.0,9.55,12.4,16.5,17.3,16.8,17.4,sae_analysis/out/env_imgs/seed90318_step144_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed90318_step144_timestep2_actionOutput.png
60600.0,112.0,98.0,1.21,-5.1,39.9,4.88,5.0,72.4,132.0,18.0,15.3,19.1,19.0,21.2,21.4,sae_analysis/out/env_imgs/seed60596_step112_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed60596_step112_timestep1_actionOutput.png
92400.0,184.0,99.0,1.2,3.8,48.8,4.09,5.0,191.0,-99.5,15.3,17.2,17.9,18.0,16.6,16.6,sae_analysis/out/env_imgs/seed92410_step184_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed92410_step184_timestep0_actionOutput.png
47600.0,184.0,91.0,1.19,-3.78,41.2,4.76,5.0,160.0,216.0,3.72,7.3,17.8,17.3,19.8,19.0,sae_analysis/out/env_imgs/seed47567_step184_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed47567_step184_timestep8_actionOutput.png
60600.0,112.0,95.0,1.18,-5.1,39.9,4.88,5.0,231.0,120.0,18.7,15.4,18.7,19.0,20.5,21.0,sae_analysis/out/env_imgs/seed60596_step112_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed60596_step112_timestep4_actionOutput.png
41500.0,8.0,96.0,1.18,-146.0,-101.0,20.3,8.0,61.4,65.7,35.8,35.8,31.0,30.7,18.5,17.9,sae_analysis/out/env_imgs/seed41517_step8_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed41517_step8_timestep3_actionOutput.png
87400.0,104.0,91.0,1.18,-1.76,43.2,5.93,0.0,190.0,186.0,20.9,13.5,20.9,20.2,22.9,23.2,sae_analysis/out/env_imgs/seed87390_step104_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed87390_step104_timestep8_actionOutput.png
60600.0,112.0,88.0,1.16,-5.1,39.9,4.88,5.0,93.6,104.0,10.4,7.47,16.8,16.4,19.0,18.4,sae_analysis/out/env_imgs/seed60596_step112_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed60596_step112_timestep11_actionOutput.png
