seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
70800.0,0.0,98.0,1.43,96.5,142.0,17.1,1.0,-24.6,-12.0,24.9,21.6,53.8,54.0,37.1,37.4,sae_analysis/out/env_imgs/seed70799_step0_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed70799_step0_timestep1_actionOutput.png
27200.0,80.0,22.0,1.11,-7.84,37.2,22.3,4.0,1.37,19.3,91.5,120.0,69.8,71.3,73.9,74.2,sae_analysis/out/env_imgs/seed27242_step80_timestep77_actionInput.png,sae_analysis/out/env_imgs/seed27242_step80_timestep77_actionOutput.png
50800.0,120.0,30.0,1.08,3.2,48.2,5.27,4.0,-303.0,-293.0,99.0,78.2,47.9,44.1,49.7,46.0,sae_analysis/out/env_imgs/seed50788_step120_timestep69_actionInput.png,sae_analysis/out/env_imgs/seed50788_step120_timestep69_actionOutput.png
47100.0,152.0,61.0,1.07,7.2,52.2,6.01,4.0,-107.0,-130.0,45.1,38.5,30.1,27.1,34.6,31.4,sae_analysis/out/env_imgs/seed47106_step152_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed47106_step152_timestep38_actionOutput.png
11400.0,200.0,72.0,1.07,1.04,46.0,6.39,4.0,250.0,256.0,42.6,47.3,27.3,28.6,30.7,33.0,sae_analysis/out/env_imgs/seed11446_step200_timestep27_actionInput.png,sae_analysis/out/env_imgs/seed11446_step200_timestep27_actionOutput.png
84000.0,80.0,61.0,1.07,13.4,58.4,22.8,6.0,118.0,96.6,30.0,29.7,38.4,40.4,47.2,47.4,sae_analysis/out/env_imgs/seed84003_step80_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed84003_step80_timestep38_actionOutput.png
84100.0,96.0,35.0,1.06,5.51,50.5,4.54,4.0,-123.0,-128.0,101.0,88.0,67.9,66.6,70.0,68.5,sae_analysis/out/env_imgs/seed84098_step96_timestep64_actionInput.png,sae_analysis/out/env_imgs/seed84098_step96_timestep64_actionOutput.png
87400.0,40.0,28.0,1.05,3.46,48.5,9.36,5.0,-29.2,-44.1,93.3,90.5,43.9,42.8,46.5,46.4,sae_analysis/out/env_imgs/seed87390_step40_timestep71_actionInput.png,sae_analysis/out/env_imgs/seed87390_step40_timestep71_actionOutput.png
87400.0,56.0,49.0,1.04,-6.31,38.7,9.12,0.0,256.0,-115.0,54.8,40.3,29.6,29.5,31.1,30.4,sae_analysis/out/env_imgs/seed87390_step56_timestep50_actionInput.png,sae_analysis/out/env_imgs/seed87390_step56_timestep50_actionOutput.png
49400.0,0.0,31.0,0.999,-151.0,-106.0,25.3,5.0,-42.9,-20.2,123.0,132.0,49.8,57.6,44.2,50.6,sae_analysis/out/env_imgs/seed49442_step0_timestep68_actionInput.png,sae_analysis/out/env_imgs/seed49442_step0_timestep68_actionOutput.png
55500.0,144.0,72.0,0.999,3.1,48.1,5.04,7.0,207.0,188.0,55.5,39.6,35.2,30.9,37.3,33.2,sae_analysis/out/env_imgs/seed55531_step144_timestep27_actionInput.png,sae_analysis/out/env_imgs/seed55531_step144_timestep27_actionOutput.png
87400.0,56.0,45.0,0.987,-6.31,38.7,9.12,0.0,140.0,126.0,20.6,31.9,42.4,40.0,46.4,43.7,sae_analysis/out/env_imgs/seed87390_step56_timestep54_actionInput.png,sae_analysis/out/env_imgs/seed87390_step56_timestep54_actionOutput.png
45400.0,96.0,66.0,0.979,1.04,46.0,9.45,4.0,-58.5,-62.2,19.6,14.3,30.1,33.7,34.8,39.5,sae_analysis/out/env_imgs/seed45429_step96_timestep33_actionInput.png,sae_analysis/out/env_imgs/seed45429_step96_timestep33_actionOutput.png
30600.0,184.0,55.0,0.966,7.22,52.2,4.05,0.0,-301.0,43.6,33.9,38.7,37.8,37.0,38.9,38.5,sae_analysis/out/env_imgs/seed30608_step184_timestep44_actionInput.png,sae_analysis/out/env_imgs/seed30608_step184_timestep44_actionOutput.png
44600.0,128.0,55.0,0.966,-2.18,42.8,5.2,6.0,-139.0,-154.0,60.6,49.6,47.5,44.8,49.2,46.5,sae_analysis/out/env_imgs/seed44578_step128_timestep44_actionInput.png,sae_analysis/out/env_imgs/seed44578_step128_timestep44_actionOutput.png
50800.0,120.0,32.0,0.964,3.2,48.2,5.27,4.0,49.8,55.5,82.2,87.6,42.3,46.3,44.2,48.3,sae_analysis/out/env_imgs/seed50788_step120_timestep67_actionInput.png,sae_analysis/out/env_imgs/seed50788_step120_timestep67_actionOutput.png
87400.0,136.0,98.0,0.959,3.23,48.2,5.54,4.0,37.3,68.9,3.68,1.56,19.5,19.0,25.0,24.5,sae_analysis/out/env_imgs/seed87390_step136_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed87390_step136_timestep1_actionOutput.png
52800.0,104.0,43.0,0.958,21.5,66.5,19.1,6.0,274.0,-22.9,144.0,143.0,56.0,49.8,61.5,56.4,sae_analysis/out/env_imgs/seed52752_step104_timestep56_actionInput.png,sae_analysis/out/env_imgs/seed52752_step104_timestep56_actionOutput.png
30600.0,184.0,57.0,0.957,7.22,52.2,4.05,0.0,-283.0,-276.0,28.2,36.9,35.4,33.4,36.6,34.6,sae_analysis/out/env_imgs/seed30608_step184_timestep42_actionInput.png,sae_analysis/out/env_imgs/seed30608_step184_timestep42_actionOutput.png
11400.0,200.0,73.0,0.956,1.04,46.0,6.39,4.0,256.0,264.0,47.3,48.6,28.6,29.8,33.0,34.1,sae_analysis/out/env_imgs/seed11446_step200_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed11446_step200_timestep26_actionOutput.png
