seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
23200.0,0.0,66.0,1.64,132.0,177.0,23.2,0.0,125.0,182.0,41.3,36.0,71.7,71.1,51.0,50.7,sae_analysis/out/env_imgs/seed23167_step0_timestep33_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep33_actionOutput.png
70800.0,200.0,65.0,1.57,-33.3,11.7,4.78,6.0,-113.0,189.0,12.8,10.3,23.3,19.3,23.6,19.8,sae_analysis/out/env_imgs/seed70799_step200_timestep34_actionInput.png,sae_analysis/out/env_imgs/seed70799_step200_timestep34_actionOutput.png
70800.0,192.0,17.0,1.5,-19.8,25.2,3.85,6.0,-52.0,-64.2,65.5,61.3,48.6,47.5,48.6,47.3,sae_analysis/out/env_imgs/seed70799_step192_timestep82_actionInput.png,sae_analysis/out/env_imgs/seed70799_step192_timestep82_actionOutput.png
50800.0,80.0,11.0,1.45,1.89,46.9,5.36,1.0,152.0,50.5,127.0,116.0,43.5,46.3,42.8,45.3,sae_analysis/out/env_imgs/seed50788_step80_timestep88_actionInput.png,sae_analysis/out/env_imgs/seed50788_step80_timestep88_actionOutput.png
98400.0,8.0,65.0,1.45,-15.7,29.3,14.6,1.0,16.6,21.5,75.6,77.2,36.6,36.5,36.6,35.8,sae_analysis/out/env_imgs/seed98355_step8_timestep34_actionInput.png,sae_analysis/out/env_imgs/seed98355_step8_timestep34_actionOutput.png
87400.0,112.0,76.0,1.43,-1.76,43.2,5.93,2.0,-6.6,18.2,51.8,37.1,17.5,17.2,18.3,19.1,sae_analysis/out/env_imgs/seed87390_step112_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed87390_step112_timestep23_actionOutput.png
87400.0,24.0,10.0,1.39,-3.42,41.6,10.6,5.0,91.3,103.0,124.0,136.0,45.8,60.0,44.7,60.2,sae_analysis/out/env_imgs/seed87390_step24_timestep89_actionInput.png,sae_analysis/out/env_imgs/seed87390_step24_timestep89_actionOutput.png
23200.0,0.0,54.0,1.36,132.0,177.0,23.2,0.0,-285.0,61.6,84.0,84.1,68.0,70.2,54.5,54.3,sae_analysis/out/env_imgs/seed23167_step0_timestep45_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep45_actionOutput.png
40000.0,184.0,37.0,1.36,2.22,47.2,3.06,8.0,270.0,304.0,91.1,92.3,41.5,40.6,41.9,41.1,sae_analysis/out/env_imgs/seed40021_step184_timestep62_actionInput.png,sae_analysis/out/env_imgs/seed40021_step184_timestep62_actionOutput.png
70800.0,200.0,23.0,1.36,-33.3,11.7,4.78,6.0,-21.2,324.0,92.0,77.8,48.9,48.4,48.0,47.3,sae_analysis/out/env_imgs/seed70799_step200_timestep76_actionInput.png,sae_analysis/out/env_imgs/seed70799_step200_timestep76_actionOutput.png
44600.0,96.0,20.0,1.35,4.28,49.3,2.16,8.0,125.0,-171.0,40.8,49.9,42.4,42.1,41.4,41.5,sae_analysis/out/env_imgs/seed44578_step96_timestep79_actionInput.png,sae_analysis/out/env_imgs/seed44578_step96_timestep79_actionOutput.png
27200.0,112.0,7.0,1.35,4.29,49.3,5.89,5.0,62.8,58.8,105.0,116.0,64.1,60.4,62.7,58.2,sae_analysis/out/env_imgs/seed27242_step112_timestep92_actionInput.png,sae_analysis/out/env_imgs/seed27242_step112_timestep92_actionOutput.png
23200.0,0.0,87.0,1.35,132.0,177.0,23.2,0.0,63.4,57.0,34.7,29.7,67.4,65.7,46.1,44.3,sae_analysis/out/env_imgs/seed23167_step0_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep12_actionOutput.png
90300.0,128.0,13.0,1.33,5.99,51.0,4.15,5.0,87.4,122.0,98.9,67.0,44.7,52.9,44.6,52.4,sae_analysis/out/env_imgs/seed90318_step128_timestep86_actionInput.png,sae_analysis/out/env_imgs/seed90318_step128_timestep86_actionOutput.png
27200.0,112.0,41.0,1.33,4.29,49.3,5.89,5.0,83.1,74.9,101.0,88.6,44.4,44.1,45.0,44.4,sae_analysis/out/env_imgs/seed27242_step112_timestep58_actionInput.png,sae_analysis/out/env_imgs/seed27242_step112_timestep58_actionOutput.png
70800.0,200.0,62.0,1.33,-33.3,11.7,4.78,6.0,-109.0,-112.0,8.67,13.5,30.8,27.9,30.6,27.7,sae_analysis/out/env_imgs/seed70799_step200_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed70799_step200_timestep37_actionOutput.png
47100.0,88.0,30.0,1.33,9.64,54.6,8.47,2.0,345.0,232.0,91.6,83.0,34.5,31.5,35.1,32.2,sae_analysis/out/env_imgs/seed47106_step88_timestep69_actionInput.png,sae_analysis/out/env_imgs/seed47106_step88_timestep69_actionOutput.png
86200.0,128.0,40.0,1.33,11.6,56.6,5.63,5.0,81.9,76.9,97.5,109.0,37.3,40.1,39.1,41.9,sae_analysis/out/env_imgs/seed86172_step128_timestep59_actionInput.png,sae_analysis/out/env_imgs/seed86172_step128_timestep59_actionOutput.png
23200.0,0.0,70.0,1.32,132.0,177.0,23.2,0.0,240.0,237.0,28.1,25.7,77.0,80.4,57.0,60.3,sae_analysis/out/env_imgs/seed23167_step0_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep29_actionOutput.png
98400.0,8.0,48.0,1.29,-15.7,29.3,14.6,1.0,-49.1,-2.8,113.0,103.0,43.3,43.4,43.6,42.8,sae_analysis/out/env_imgs/seed98355_step8_timestep51_actionInput.png,sae_analysis/out/env_imgs/seed98355_step8_timestep51_actionOutput.png
