seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
30400.0,168.0,83.0,1.41,0.584,45.6,6.16,2.0,87.9,56.5,53.1,55.3,33.6,32.8,37.3,36.0,sae_analysis/out/env_imgs/seed30449_step168_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed30449_step168_timestep16_actionOutput.png
87400.0,48.0,41.0,1.35,1.94,46.9,9.27,0.0,-108.0,-115.0,92.9,84.1,56.9,60.0,60.4,63.7,sae_analysis/out/env_imgs/seed87390_step48_timestep58_actionInput.png,sae_analysis/out/env_imgs/seed87390_step48_timestep58_actionOutput.png
87400.0,8.0,48.0,1.32,-6.32,38.7,11.1,2.0,-89.1,-100.0,107.0,110.0,57.6,55.9,59.3,57.7,sae_analysis/out/env_imgs/seed87390_step8_timestep51_actionInput.png,sae_analysis/out/env_imgs/seed87390_step8_timestep51_actionOutput.png
60600.0,128.0,81.0,1.27,-0.206,44.8,4.46,2.0,-97.5,-141.0,25.7,23.9,30.1,29.8,31.7,31.8,sae_analysis/out/env_imgs/seed60596_step128_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed60596_step128_timestep18_actionOutput.png
86200.0,40.0,85.0,1.18,98.2,143.0,19.4,7.0,-135.0,-148.0,17.5,19.7,17.2,16.6,34.1,32.7,sae_analysis/out/env_imgs/seed86172_step40_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed86172_step40_timestep14_actionOutput.png
86200.0,40.0,75.0,1.13,98.2,143.0,19.4,7.0,-219.0,-206.0,7.36,15.5,26.9,24.6,41.6,39.4,sae_analysis/out/env_imgs/seed86172_step40_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed86172_step40_timestep24_actionOutput.png
87400.0,48.0,81.0,1.12,1.94,46.9,9.27,0.0,-230.0,75.8,23.5,31.7,22.8,25.2,27.4,30.2,sae_analysis/out/env_imgs/seed87390_step48_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed87390_step48_timestep18_actionOutput.png
33500.0,88.0,18.0,1.12,-51.0,-6.02,9.37,5.0,235.0,219.0,66.6,53.7,50.0,51.7,56.4,57.8,sae_analysis/out/env_imgs/seed33539_step88_timestep81_actionInput.png,sae_analysis/out/env_imgs/seed33539_step88_timestep81_actionOutput.png
87400.0,48.0,43.0,1.09,1.94,46.9,9.27,0.0,-96.6,-82.3,101.0,103.0,58.7,56.9,63.0,61.6,sae_analysis/out/env_imgs/seed87390_step48_timestep56_actionInput.png,sae_analysis/out/env_imgs/seed87390_step48_timestep56_actionOutput.png
86200.0,24.0,92.0,1.08,98.2,143.0,19.4,0.0,-82.6,-11.8,8.81,9.61,26.0,26.0,42.4,42.6,sae_analysis/out/env_imgs/seed86172_step24_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed86172_step24_timestep7_actionOutput.png
47600.0,152.0,58.0,1.07,-11.8,33.2,15.6,5.0,119.0,109.0,24.0,20.0,53.3,48.9,60.6,55.6,sae_analysis/out/env_imgs/seed47567_step152_timestep41_actionInput.png,sae_analysis/out/env_imgs/seed47567_step152_timestep41_actionOutput.png
55500.0,104.0,59.0,1.07,7.0,52.0,9.07,0.0,89.9,83.4,32.6,31.5,43.3,43.5,46.1,46.6,sae_analysis/out/env_imgs/seed55531_step104_timestep40_actionInput.png,sae_analysis/out/env_imgs/seed55531_step104_timestep40_actionOutput.png
47600.0,160.0,12.0,1.07,-11.8,33.2,15.6,4.0,-23.3,-42.5,64.4,79.3,59.4,64.3,63.2,65.5,sae_analysis/out/env_imgs/seed47567_step160_timestep87_actionInput.png,sae_analysis/out/env_imgs/seed47567_step160_timestep87_actionOutput.png
47100.0,128.0,86.0,1.06,5.31,50.3,6.39,0.0,-116.0,-142.0,9.35,15.5,29.9,30.2,35.2,35.3,sae_analysis/out/env_imgs/seed47106_step128_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed47106_step128_timestep13_actionOutput.png
41500.0,0.0,99.0,1.06,-146.0,-101.0,20.3,2.0,321.0,-0.723,19.6,19.2,47.0,47.2,26.9,27.1,sae_analysis/out/env_imgs/seed41517_step0_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed41517_step0_timestep0_actionOutput.png
87400.0,48.0,58.0,1.05,1.94,46.9,9.27,0.0,246.0,-71.6,53.9,63.0,38.0,35.5,43.7,40.7,sae_analysis/out/env_imgs/seed87390_step48_timestep41_actionInput.png,sae_analysis/out/env_imgs/seed87390_step48_timestep41_actionOutput.png
92400.0,192.0,25.0,1.04,3.8,48.8,4.09,2.0,-115.0,-98.0,90.2,99.6,67.3,65.6,67.2,65.8,sae_analysis/out/env_imgs/seed92410_step192_timestep74_actionInput.png,sae_analysis/out/env_imgs/seed92410_step192_timestep74_actionOutput.png
30600.0,24.0,85.0,1.04,2.38,47.4,23.1,5.0,-134.0,216.0,19.9,10.7,20.2,19.1,39.5,37.6,sae_analysis/out/env_imgs/seed30636_step24_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep14_actionOutput.png
30600.0,192.0,90.0,1.02,3.13,48.1,4.09,0.0,-97.2,-113.0,15.3,8.31,21.1,18.8,23.8,21.5,sae_analysis/out/env_imgs/seed30608_step192_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed30608_step192_timestep9_actionOutput.png
90300.0,136.0,73.0,1.01,5.78,50.8,4.2,5.0,-157.0,-146.0,31.1,35.1,37.1,38.0,38.8,40.0,sae_analysis/out/env_imgs/seed90318_step136_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed90318_step136_timestep26_actionOutput.png
