seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
86200.0,88.0,65.0,1.42,16.3,61.3,5.78,8.0,-54.0,-15.0,14.4,20.5,40.6,38.3,40.9,38.3,sae_analysis/out/env_imgs/seed86172_step88_timestep34_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep34_actionOutput.png
86200.0,88.0,57.0,1.32,16.3,61.3,5.78,8.0,-86.4,-97.2,7.64,10.6,40.1,43.2,40.7,44.1,sae_analysis/out/env_imgs/seed86172_step88_timestep42_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep42_actionOutput.png
86200.0,88.0,58.0,1.29,16.3,61.3,5.78,8.0,-97.2,-92.9,10.6,13.2,43.2,40.5,44.1,41.6,sae_analysis/out/env_imgs/seed86172_step88_timestep41_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep41_actionOutput.png
33000.0,64.0,93.0,1.23,-11.1,33.9,10.1,1.0,96.7,164.0,16.9,11.1,13.5,13.4,22.5,22.7,sae_analysis/out/env_imgs/seed32990_step64_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed32990_step64_timestep6_actionOutput.png
86200.0,88.0,61.0,1.19,16.3,61.3,5.78,8.0,-93.7,-80.2,9.21,9.86,39.8,40.0,41.3,40.8,sae_analysis/out/env_imgs/seed86172_step88_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep38_actionOutput.png
86200.0,88.0,26.0,1.18,16.3,61.3,5.78,8.0,-139.0,-168.0,25.8,25.7,52.2,52.2,51.5,52.1,sae_analysis/out/env_imgs/seed86172_step88_timestep73_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep73_actionOutput.png
86200.0,88.0,51.0,1.17,16.3,61.3,5.78,8.0,-93.2,-122.0,40.8,34.7,45.0,44.1,44.2,43.3,sae_analysis/out/env_imgs/seed86172_step88_timestep48_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep48_actionOutput.png
86200.0,88.0,67.0,1.14,16.3,61.3,5.78,8.0,-24.9,-45.0,18.8,32.2,33.9,32.2,33.9,32.3,sae_analysis/out/env_imgs/seed86172_step88_timestep32_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep32_actionOutput.png
86200.0,88.0,69.0,1.08,16.3,61.3,5.78,8.0,-96.0,-179.0,20.8,15.4,29.2,29.0,30.5,29.2,sae_analysis/out/env_imgs/seed86172_step88_timestep30_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep30_actionOutput.png
92400.0,112.0,63.0,1.07,2.52,47.5,7.08,8.0,-23.6,-27.3,72.6,61.1,41.8,39.5,40.0,37.5,sae_analysis/out/env_imgs/seed92410_step112_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed92410_step112_timestep36_actionOutput.png
33000.0,64.0,29.0,1.06,-11.1,33.9,10.1,1.0,115.0,-186.0,16.3,20.6,57.8,52.4,57.2,52.3,sae_analysis/out/env_imgs/seed32990_step64_timestep70_actionInput.png,sae_analysis/out/env_imgs/seed32990_step64_timestep70_actionOutput.png
