seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
27200.0,152.0,58.0,0.917,7.68,52.7,4.46,1.0,148.0,141.0,45.0,44.8,55.3,54.6,54.5,53.7,sae_analysis/out/env_imgs/seed27240_step152_timestep41_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep41_actionOutput.png
27200.0,152.0,45.0,0.848,7.68,52.7,4.46,1.0,101.0,106.0,34.9,29.7,70.9,69.9,70.9,70.0,sae_analysis/out/env_imgs/seed27240_step152_timestep54_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep54_actionOutput.png
27200.0,152.0,60.0,0.845,7.68,52.7,4.46,1.0,147.0,147.0,43.1,44.3,51.0,50.9,50.1,49.6,sae_analysis/out/env_imgs/seed27240_step152_timestep39_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep39_actionOutput.png
27200.0,152.0,37.0,0.831,7.68,52.7,4.46,1.0,123.0,69.8,41.8,47.7,61.2,58.8,61.2,59.4,sae_analysis/out/env_imgs/seed27240_step152_timestep62_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep62_actionOutput.png
27200.0,152.0,53.0,0.821,7.68,52.7,4.46,1.0,131.0,-212.0,53.2,45.5,60.3,59.7,60.5,59.4,sae_analysis/out/env_imgs/seed27240_step152_timestep46_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep46_actionOutput.png
30400.0,80.0,6.0,0.779,0.639,45.6,1.25,8.0,98.9,87.0,144.0,158.0,75.3,83.1,75.3,83.3,sae_analysis/out/env_imgs/seed30449_step80_timestep93_actionInput.png,sae_analysis/out/env_imgs/seed30449_step80_timestep93_actionOutput.png
27200.0,152.0,33.0,0.776,7.68,52.7,4.46,1.0,107.0,119.0,45.3,33.5,63.8,63.4,64.4,63.7,sae_analysis/out/env_imgs/seed27240_step152_timestep66_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep66_actionOutput.png
30400.0,80.0,7.0,0.76,0.639,45.6,1.25,8.0,87.0,88.9,158.0,184.0,83.1,74.5,83.3,74.6,sae_analysis/out/env_imgs/seed30449_step80_timestep92_actionInput.png,sae_analysis/out/env_imgs/seed30449_step80_timestep92_actionOutput.png
27200.0,152.0,62.0,0.758,7.68,52.7,4.46,1.0,151.0,143.0,37.8,36.1,45.8,45.2,44.7,44.3,sae_analysis/out/env_imgs/seed27240_step152_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep37_actionOutput.png
27200.0,152.0,54.0,0.757,7.68,52.7,4.46,1.0,-212.0,-174.0,45.5,59.0,59.7,57.7,59.4,57.2,sae_analysis/out/env_imgs/seed27240_step152_timestep45_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep45_actionOutput.png
27200.0,152.0,63.0,0.753,7.68,52.7,4.46,1.0,143.0,109.0,36.1,31.9,45.2,42.6,44.3,41.9,sae_analysis/out/env_imgs/seed27240_step152_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep36_actionOutput.png
11400.0,8.0,80.0,0.751,-116.0,-71.4,32.7,4.0,267.0,284.0,26.9,18.1,28.2,26.9,55.6,55.0,sae_analysis/out/env_imgs/seed11446_step8_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed11446_step8_timestep19_actionOutput.png
27200.0,152.0,35.0,0.747,7.68,52.7,4.46,1.0,130.0,97.2,59.5,54.1,63.5,62.6,63.9,62.9,sae_analysis/out/env_imgs/seed27240_step152_timestep64_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep64_actionOutput.png
90300.0,16.0,62.0,0.713,46.5,91.5,17.3,8.0,114.0,173.0,68.4,37.2,40.3,35.7,48.5,45.3,sae_analysis/out/env_imgs/seed90283_step16_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep37_actionOutput.png
37500.0,96.0,39.0,0.712,-14.9,30.1,29.0,5.0,-203.0,-202.0,37.2,38.2,50.4,47.8,54.6,53.4,sae_analysis/out/env_imgs/seed37540_step96_timestep60_actionInput.png,sae_analysis/out/env_imgs/seed37540_step96_timestep60_actionOutput.png
27200.0,152.0,36.0,0.709,7.68,52.7,4.46,1.0,97.2,123.0,54.1,41.8,62.6,61.2,62.9,61.2,sae_analysis/out/env_imgs/seed27240_step152_timestep63_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep63_actionOutput.png
27200.0,152.0,64.0,0.703,7.68,52.7,4.46,1.0,109.0,127.0,31.9,36.3,42.6,39.2,41.9,39.0,sae_analysis/out/env_imgs/seed27240_step152_timestep35_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep35_actionOutput.png
25400.0,56.0,38.0,0.698,-128.0,-83.2,38.5,6.0,124.0,139.0,21.1,24.4,43.0,42.6,54.6,54.4,sae_analysis/out/env_imgs/seed25426_step56_timestep61_actionInput.png,sae_analysis/out/env_imgs/seed25426_step56_timestep61_actionOutput.png
27200.0,152.0,51.0,0.691,7.68,52.7,4.46,1.0,79.0,99.3,42.5,59.7,68.0,65.2,68.0,65.3,sae_analysis/out/env_imgs/seed27240_step152_timestep48_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep48_actionOutput.png
29100.0,152.0,15.0,0.687,3.18,48.2,2.06,8.0,-152.0,-125.0,51.6,73.7,63.6,66.7,64.4,67.4,sae_analysis/out/env_imgs/seed29142_step152_timestep84_actionInput.png,sae_analysis/out/env_imgs/seed29142_step152_timestep84_actionOutput.png
