seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
60600.0,104.0,98.0,1.48,-5.1,39.9,4.88,4.0,43.8,-298.0,40.6,38.0,27.0,27.2,31.4,31.6,sae_analysis/out/env_imgs/seed60596_step104_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed60596_step104_timestep1_actionOutput.png
30400.0,144.0,98.0,1.34,-3.58,41.4,6.42,4.0,-66.8,-145.0,29.7,29.8,23.6,24.0,28.8,29.2,sae_analysis/out/env_imgs/seed30449_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30449_step144_timestep1_actionOutput.png
60600.0,104.0,95.0,1.31,-5.1,39.9,4.88,4.0,-285.0,-301.0,43.1,40.9,28.4,27.5,32.7,31.8,sae_analysis/out/env_imgs/seed60596_step104_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed60596_step104_timestep4_actionOutput.png
87400.0,96.0,99.0,1.31,-1.76,43.2,5.93,4.0,-215.0,-248.0,31.3,33.3,26.3,26.9,31.7,32.3,sae_analysis/out/env_imgs/seed87390_step96_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed87390_step96_timestep0_actionOutput.png
30400.0,144.0,99.0,1.3,-3.58,41.4,6.42,4.0,-145.0,-180.0,29.8,30.2,24.0,23.3,29.2,28.6,sae_analysis/out/env_imgs/seed30449_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30449_step144_timestep0_actionOutput.png
60600.0,104.0,97.0,1.27,-5.1,39.9,4.88,4.0,-9.36,43.8,42.5,40.6,27.2,27.0,31.6,31.4,sae_analysis/out/env_imgs/seed60596_step104_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed60596_step104_timestep2_actionOutput.png
60600.0,104.0,94.0,1.25,-5.1,39.9,4.88,4.0,-262.0,-285.0,43.6,43.1,28.1,28.4,32.3,32.7,sae_analysis/out/env_imgs/seed60596_step104_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed60596_step104_timestep5_actionOutput.png
92400.0,8.0,99.0,1.25,-129.0,-83.6,24.7,2.0,-318.0,-293.0,27.3,28.2,12.4,12.5,28.9,29.0,sae_analysis/out/env_imgs/seed92410_step8_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed92410_step8_timestep0_actionOutput.png
49400.0,32.0,99.0,1.2,-155.0,-110.0,17.2,2.0,-250.0,-272.0,46.6,47.3,22.6,22.2,20.5,20.1,sae_analysis/out/env_imgs/seed49442_step32_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep0_actionOutput.png
30400.0,144.0,96.0,1.19,-3.58,41.4,6.42,4.0,-108.0,-97.9,32.0,32.5,24.2,23.6,29.4,28.7,sae_analysis/out/env_imgs/seed30449_step144_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed30449_step144_timestep3_actionOutput.png
87400.0,96.0,98.0,1.19,-1.76,43.2,5.93,4.0,128.0,-215.0,29.0,31.3,25.9,26.3,31.3,31.7,sae_analysis/out/env_imgs/seed87390_step96_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed87390_step96_timestep1_actionOutput.png
60600.0,104.0,96.0,1.18,-5.1,39.9,4.88,4.0,-301.0,-9.36,40.9,42.5,27.5,27.2,31.8,31.6,sae_analysis/out/env_imgs/seed60596_step104_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed60596_step104_timestep3_actionOutput.png
49400.0,32.0,98.0,1.18,-155.0,-110.0,17.2,2.0,-195.0,-250.0,41.9,46.6,22.2,22.6,20.6,20.5,sae_analysis/out/env_imgs/seed49442_step32_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep1_actionOutput.png
60600.0,104.0,99.0,1.16,-5.1,39.9,4.88,4.0,-298.0,-300.0,38.0,35.4,27.2,27.0,31.6,31.3,sae_analysis/out/env_imgs/seed60596_step104_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed60596_step104_timestep0_actionOutput.png
49400.0,32.0,96.0,1.15,-155.0,-110.0,17.2,2.0,-210.0,-200.0,44.6,44.7,23.7,23.4,22.9,22.4,sae_analysis/out/env_imgs/seed49442_step32_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep3_actionOutput.png
30400.0,144.0,97.0,1.14,-3.58,41.4,6.42,4.0,-97.9,-66.8,32.5,29.7,23.6,23.6,28.7,28.8,sae_analysis/out/env_imgs/seed30449_step144_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed30449_step144_timestep2_actionOutput.png
92400.0,8.0,98.0,1.1,-129.0,-83.6,24.7,2.0,-325.0,-318.0,27.8,27.3,12.3,12.4,29.1,28.9,sae_analysis/out/env_imgs/seed92410_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed92410_step8_timestep1_actionOutput.png
27200.0,48.0,99.0,1.1,-2.2,42.8,13.0,4.0,-196.0,-187.0,29.5,28.7,19.7,20.0,31.1,31.3,sae_analysis/out/env_imgs/seed27240_step48_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed27240_step48_timestep0_actionOutput.png
92400.0,64.0,99.0,1.08,-48.8,-3.83,16.1,4.0,-165.0,-116.0,12.6,12.8,13.9,13.7,6.7,6.76,sae_analysis/out/env_imgs/seed92410_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed92410_step64_timestep0_actionOutput.png
86200.0,88.0,96.0,1.08,16.3,61.3,5.78,8.0,9.07,-198.0,13.6,13.7,15.5,15.3,18.1,17.6,sae_analysis/out/env_imgs/seed86172_step88_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep3_actionOutput.png
