seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
13800.0,40.0,99.0,4.28,50.3,95.3,38.8,1.0,-55.7,-125.0,6.05,5.05,6.9,6.45,42.6,42.9,sae_analysis/out/env_imgs/seed13783_step40_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed13783_step40_timestep0_actionOutput.png
13800.0,32.0,97.0,4.15,34.4,79.4,40.9,1.0,215.0,18.7,11.8,9.76,8.59,8.78,49.1,49.5,sae_analysis/out/env_imgs/seed13783_step32_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed13783_step32_timestep2_actionOutput.png
13800.0,32.0,95.0,4.08,34.4,79.4,40.9,1.0,84.9,90.3,10.6,8.36,8.63,9.26,49.2,50.0,sae_analysis/out/env_imgs/seed13783_step32_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed13783_step32_timestep4_actionOutput.png
13800.0,40.0,98.0,4.03,50.3,95.3,38.8,1.0,-129.0,-55.7,8.41,6.05,7.17,6.9,42.2,42.6,sae_analysis/out/env_imgs/seed13783_step40_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed13783_step40_timestep1_actionOutput.png
13800.0,40.0,94.0,3.97,50.3,95.3,38.8,1.0,-145.0,-136.0,13.1,15.1,8.74,10.1,42.2,43.1,sae_analysis/out/env_imgs/seed13783_step40_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed13783_step40_timestep5_actionOutput.png
13800.0,40.0,97.0,3.93,50.3,95.3,38.8,1.0,-160.0,-129.0,8.99,8.41,7.65,7.17,42.3,42.2,sae_analysis/out/env_imgs/seed13783_step40_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed13783_step40_timestep2_actionOutput.png
13800.0,48.0,99.0,3.91,54.0,99.0,37.4,8.0,103.0,95.0,5.33,4.32,6.95,6.77,37.7,38.5,sae_analysis/out/env_imgs/seed13783_step48_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed13783_step48_timestep0_actionOutput.png
13800.0,32.0,93.0,3.89,34.4,79.4,40.9,1.0,79.9,80.2,17.9,15.5,11.5,8.51,49.9,47.6,sae_analysis/out/env_imgs/seed13783_step32_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed13783_step32_timestep6_actionOutput.png
13800.0,40.0,93.0,3.89,50.3,95.3,38.8,1.0,-123.0,-145.0,10.7,13.1,9.54,8.74,41.3,42.2,sae_analysis/out/env_imgs/seed13783_step40_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed13783_step40_timestep6_actionOutput.png
13800.0,32.0,98.0,3.89,34.4,79.4,40.9,1.0,18.7,88.0,9.76,6.36,8.78,8.87,49.5,49.5,sae_analysis/out/env_imgs/seed13783_step32_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed13783_step32_timestep1_actionOutput.png
13800.0,32.0,96.0,3.86,34.4,79.4,40.9,1.0,90.3,215.0,8.36,11.8,9.26,8.59,50.0,49.1,sae_analysis/out/env_imgs/seed13783_step32_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed13783_step32_timestep3_actionOutput.png
13800.0,40.0,96.0,3.86,50.3,95.3,38.8,1.0,-174.0,-160.0,9.22,8.99,8.7,7.65,42.3,42.3,sae_analysis/out/env_imgs/seed13783_step40_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed13783_step40_timestep3_actionOutput.png
13800.0,40.0,91.0,3.85,50.3,95.3,38.8,1.0,-139.0,-125.0,11.0,11.5,10.4,9.23,39.8,41.7,sae_analysis/out/env_imgs/seed13783_step40_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed13783_step40_timestep8_actionOutput.png
40000.0,72.0,94.0,3.84,23.9,68.9,32.2,1.0,-45.4,-114.0,8.3,8.97,13.9,13.7,45.0,45.3,sae_analysis/out/env_imgs/seed40021_step72_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed40021_step72_timestep5_actionOutput.png
40000.0,72.0,98.0,3.83,23.9,68.9,32.2,1.0,76.3,105.0,9.42,8.2,14.6,14.9,46.6,46.7,sae_analysis/out/env_imgs/seed40021_step72_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed40021_step72_timestep1_actionOutput.png
40000.0,72.0,97.0,3.8,23.9,68.9,32.2,1.0,-200.0,76.3,7.94,9.42,13.5,14.6,45.4,46.6,sae_analysis/out/env_imgs/seed40021_step72_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed40021_step72_timestep2_actionOutput.png
13800.0,48.0,98.0,3.75,54.0,99.0,37.4,8.0,83.3,103.0,7.66,5.33,6.84,6.95,37.6,37.7,sae_analysis/out/env_imgs/seed13783_step48_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed13783_step48_timestep1_actionOutput.png
25400.0,96.0,99.0,3.7,-97.3,-52.3,40.7,7.0,277.0,-198.0,6.82,5.86,6.0,6.86,45.2,46.1,sae_analysis/out/env_imgs/seed25426_step96_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed25426_step96_timestep0_actionOutput.png
25400.0,80.0,99.0,3.68,-117.0,-72.1,39.0,4.0,-19.6,-14.4,10.3,7.54,11.3,11.5,47.9,48.1,sae_analysis/out/env_imgs/seed25426_step80_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed25426_step80_timestep0_actionOutput.png
13800.0,40.0,92.0,3.67,50.3,95.3,38.8,1.0,-125.0,-123.0,11.5,10.7,9.23,9.54,41.7,41.3,sae_analysis/out/env_imgs/seed13783_step40_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed13783_step40_timestep7_actionOutput.png
