seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
49400.0,32.0,97.0,1.61,-155.0,-110.0,17.2,2.0,-200.0,-195.0,44.7,41.9,23.4,22.2,22.4,20.6,sae_analysis/out/env_imgs/seed49442_step32_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep2_actionOutput.png
41500.0,80.0,96.0,1.56,0.831,45.8,1.84,4.0,-223.0,-216.0,40.1,41.6,30.5,31.0,29.4,29.9,sae_analysis/out/env_imgs/seed41517_step80_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep3_actionOutput.png
41500.0,80.0,95.0,1.46,0.831,45.8,1.84,4.0,-206.0,-223.0,38.5,40.1,29.2,30.5,28.1,29.4,sae_analysis/out/env_imgs/seed41517_step80_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep4_actionOutput.png
41500.0,80.0,97.0,1.45,0.831,45.8,1.84,4.0,-216.0,-288.0,41.6,41.8,31.0,30.1,29.9,29.0,sae_analysis/out/env_imgs/seed41517_step80_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep2_actionOutput.png
90300.0,144.0,96.0,1.42,35.6,80.6,13.5,4.0,14.2,-83.5,16.4,18.0,27.3,27.9,38.6,39.1,sae_analysis/out/env_imgs/seed90283_step144_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed90283_step144_timestep3_actionOutput.png
90300.0,144.0,94.0,1.42,35.6,80.6,13.5,4.0,-106.0,33.0,12.1,12.8,29.6,27.6,41.0,39.1,sae_analysis/out/env_imgs/seed90283_step144_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed90283_step144_timestep5_actionOutput.png
52800.0,200.0,96.0,1.29,16.2,61.2,2.55,4.0,-242.0,-214.0,33.0,34.6,22.6,23.1,24.9,25.3,sae_analysis/out/env_imgs/seed52752_step200_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed52752_step200_timestep3_actionOutput.png
60600.0,104.0,88.0,1.26,-5.1,39.9,4.88,4.0,-279.0,-253.0,57.7,52.1,30.8,30.3,34.9,34.5,sae_analysis/out/env_imgs/seed60596_step104_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed60596_step104_timestep11_actionOutput.png
49400.0,32.0,91.0,1.24,-155.0,-110.0,17.2,2.0,-273.0,-239.0,60.5,51.6,22.9,22.5,22.5,21.8,sae_analysis/out/env_imgs/seed49442_step32_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep8_actionOutput.png
49400.0,32.0,89.0,1.23,-155.0,-110.0,17.2,2.0,-142.0,-251.0,49.6,57.8,22.8,23.0,21.5,22.6,sae_analysis/out/env_imgs/seed49442_step32_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep10_actionOutput.png
41500.0,80.0,93.0,1.22,0.831,45.8,1.84,4.0,-213.0,-179.0,37.5,37.6,28.8,29.5,27.8,28.4,sae_analysis/out/env_imgs/seed41517_step80_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep6_actionOutput.png
49400.0,32.0,93.0,1.22,-155.0,-110.0,17.2,2.0,-254.0,-215.0,53.1,46.2,23.2,22.8,22.4,22.2,sae_analysis/out/env_imgs/seed49442_step32_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep6_actionOutput.png
41500.0,80.0,98.0,1.2,0.831,45.8,1.84,4.0,-288.0,-305.0,41.8,43.6,30.1,30.2,29.0,29.1,sae_analysis/out/env_imgs/seed41517_step80_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep1_actionOutput.png
90300.0,144.0,97.0,1.2,35.6,80.6,13.5,4.0,-83.5,-144.0,18.0,20.9,27.9,27.3,39.1,38.5,sae_analysis/out/env_imgs/seed90283_step144_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed90283_step144_timestep2_actionOutput.png
90300.0,144.0,98.0,1.19,35.6,80.6,13.5,4.0,-144.0,-141.0,20.9,21.8,27.3,27.5,38.5,38.7,sae_analysis/out/env_imgs/seed90283_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed90283_step144_timestep1_actionOutput.png
60600.0,104.0,89.0,1.18,-5.1,39.9,4.88,4.0,-253.0,-274.0,52.1,49.0,30.3,29.4,34.5,33.6,sae_analysis/out/env_imgs/seed60596_step104_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed60596_step104_timestep10_actionOutput.png
86200.0,24.0,98.0,1.17,98.2,143.0,19.4,0.0,-100.0,-97.9,21.4,19.3,24.8,24.2,40.6,40.0,sae_analysis/out/env_imgs/seed86172_step24_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed86172_step24_timestep1_actionOutput.png
49400.0,32.0,94.0,1.17,-155.0,-110.0,17.2,2.0,-215.0,-199.0,46.2,47.2,22.8,23.1,22.2,23.0,sae_analysis/out/env_imgs/seed49442_step32_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep5_actionOutput.png
