seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
95800.0,8.0,85.0,1.23,-189.0,-144.0,22.9,2.0,12.3,22.2,44.3,22.4,20.7,22.3,40.2,42.5,sae_analysis/out/env_imgs/seed95830_step8_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep14_actionOutput.png
49400.0,0.0,90.0,1.19,-151.0,-106.0,25.3,5.0,50.8,53.9,35.1,31.1,26.7,25.5,44.5,42.5,sae_analysis/out/env_imgs/seed49442_step0_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed49442_step0_timestep9_actionOutput.png
47100.0,16.0,96.0,1.19,-10.7,34.3,32.0,4.0,-90.2,-94.2,11.0,7.42,13.0,14.2,25.1,24.5,sae_analysis/out/env_imgs/seed47106_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed47106_step16_timestep3_actionOutput.png
49400.0,0.0,62.0,1.18,-151.0,-106.0,25.3,5.0,-18.5,11.4,73.3,79.0,35.8,35.2,41.1,42.1,sae_analysis/out/env_imgs/seed49442_step0_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed49442_step0_timestep37_actionOutput.png
50800.0,32.0,71.0,1.09,11.0,56.0,11.3,1.0,-102.0,-88.0,32.3,27.7,27.2,28.2,35.9,36.9,sae_analysis/out/env_imgs/seed50788_step32_timestep28_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep28_actionOutput.png
49400.0,0.0,82.0,1.05,-151.0,-106.0,25.3,5.0,-14.4,8.23,46.0,50.6,24.4,26.0,40.7,40.8,sae_analysis/out/env_imgs/seed49442_step0_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed49442_step0_timestep17_actionOutput.png
49400.0,0.0,92.0,1.05,-151.0,-106.0,25.3,5.0,135.0,161.0,21.9,21.6,25.1,24.4,42.4,41.8,sae_analysis/out/env_imgs/seed49442_step0_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed49442_step0_timestep7_actionOutput.png
44600.0,0.0,90.0,1.04,40.7,85.7,14.2,8.0,7.72,48.2,9.69,8.6,15.1,14.3,26.7,25.4,sae_analysis/out/env_imgs/seed44578_step0_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed44578_step0_timestep9_actionOutput.png
44600.0,0.0,93.0,1.04,40.7,85.7,14.2,8.0,69.7,87.1,3.11,5.55,12.5,11.3,24.0,23.8,sae_analysis/out/env_imgs/seed44578_step0_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed44578_step0_timestep6_actionOutput.png
10300.0,136.0,71.0,1.02,27.1,72.1,27.8,6.0,-38.7,-12.9,73.7,77.2,23.7,23.1,38.1,37.5,sae_analysis/out/env_imgs/seed10301_step136_timestep28_actionInput.png,sae_analysis/out/env_imgs/seed10301_step136_timestep28_actionOutput.png
