seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
47600.0,112.0,89.0,1.23,-8.75,36.3,15.7,4.0,-240.0,65.5,24.2,31.4,28.6,29.0,43.2,43.3,sae_analysis/out/env_imgs/seed47567_step112_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed47567_step112_timestep10_actionOutput.png
33000.0,200.0,89.0,1.11,2.73,47.7,5.36,4.0,78.4,89.7,31.6,31.3,29.7,28.4,34.4,33.1,sae_analysis/out/env_imgs/seed32990_step200_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed32990_step200_timestep10_actionOutput.png
78500.0,32.0,82.0,1.08,-11.0,34.0,32.4,7.0,-114.0,-84.5,17.9,16.3,27.0,24.8,51.8,51.1,sae_analysis/out/env_imgs/seed78540_step32_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed78540_step32_timestep17_actionOutput.png
30400.0,136.0,83.0,1.06,-3.58,41.4,6.42,7.0,-32.4,-18.3,9.92,18.0,24.5,22.2,29.9,27.4,sae_analysis/out/env_imgs/seed30449_step136_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed30449_step136_timestep16_actionOutput.png
70800.0,0.0,86.0,1.01,96.5,142.0,17.1,1.0,183.0,196.0,39.6,39.6,54.0,54.9,38.8,39.3,sae_analysis/out/env_imgs/seed70799_step0_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed70799_step0_timestep13_actionOutput.png
47600.0,152.0,80.0,0.986,-11.8,33.2,15.6,5.0,-23.3,-22.1,35.6,35.6,29.8,31.0,43.2,45.1,sae_analysis/out/env_imgs/seed47567_step152_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed47567_step152_timestep19_actionOutput.png
87400.0,56.0,38.0,0.984,-6.31,38.7,9.12,0.0,178.0,193.0,64.4,59.8,47.8,48.4,52.6,53.3,sae_analysis/out/env_imgs/seed87390_step56_timestep61_actionInput.png,sae_analysis/out/env_imgs/seed87390_step56_timestep61_actionOutput.png
78500.0,88.0,94.0,0.977,-3.42,41.6,29.3,4.0,-115.0,-137.0,13.8,14.9,28.3,27.8,56.0,56.2,sae_analysis/out/env_imgs/seed78540_step88_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed78540_step88_timestep5_actionOutput.png
37500.0,64.0,39.0,0.965,-2.01,43.0,27.1,2.0,-25.6,-64.3,51.4,53.7,40.5,43.7,39.1,39.9,sae_analysis/out/env_imgs/seed37540_step64_timestep60_actionInput.png,sae_analysis/out/env_imgs/seed37540_step64_timestep60_actionOutput.png
87400.0,80.0,41.0,0.95,-11.4,33.6,7.3,4.0,324.0,82.9,31.0,23.3,56.1,54.5,60.0,58.2,sae_analysis/out/env_imgs/seed87390_step80_timestep58_actionInput.png,sae_analysis/out/env_imgs/seed87390_step80_timestep58_actionOutput.png
70800.0,0.0,92.0,0.946,96.5,142.0,17.1,1.0,122.0,142.0,28.4,24.9,55.3,54.2,38.8,37.7,sae_analysis/out/env_imgs/seed70799_step0_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed70799_step0_timestep7_actionOutput.png
70800.0,0.0,95.0,0.944,96.5,142.0,17.1,1.0,-23.2,-33.5,29.7,27.3,53.5,53.0,36.9,36.3,sae_analysis/out/env_imgs/seed70799_step0_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed70799_step0_timestep4_actionOutput.png
89200.0,120.0,94.0,0.941,-31.9,13.1,19.6,4.0,12.1,8.07,9.39,5.87,22.4,22.1,40.6,40.6,sae_analysis/out/env_imgs/seed89203_step120_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed89203_step120_timestep5_actionOutput.png
52800.0,136.0,87.0,0.928,0.246,45.2,10.7,6.0,-128.0,-163.0,11.3,8.37,24.1,24.4,32.5,32.7,sae_analysis/out/env_imgs/seed52752_step136_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed52752_step136_timestep12_actionOutput.png
33500.0,40.0,64.0,0.924,-85.2,-40.2,32.4,0.0,-242.0,-217.0,33.6,27.7,26.3,25.3,49.3,47.8,sae_analysis/out/env_imgs/seed33539_step40_timestep35_actionInput.png,sae_analysis/out/env_imgs/seed33539_step40_timestep35_actionOutput.png
13800.0,176.0,34.0,0.92,41.8,86.8,33.7,8.0,59.3,-8.25,27.5,19.0,39.1,34.6,41.2,40.0,sae_analysis/out/env_imgs/seed13783_step176_timestep65_actionInput.png,sae_analysis/out/env_imgs/seed13783_step176_timestep65_actionOutput.png
47600.0,144.0,22.0,0.919,-11.5,33.5,15.6,5.0,-43.7,292.0,101.0,100.0,50.4,44.8,61.1,55.3,sae_analysis/out/env_imgs/seed47567_step144_timestep77_actionInput.png,sae_analysis/out/env_imgs/seed47567_step144_timestep77_actionOutput.png
27200.0,48.0,63.0,0.918,-20.3,24.7,30.4,7.0,67.6,78.4,50.7,58.6,37.4,42.6,57.9,61.9,sae_analysis/out/env_imgs/seed27242_step48_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed27242_step48_timestep36_actionOutput.png
37500.0,32.0,34.0,0.914,-3.18,41.8,26.1,5.0,-34.7,-0.708,40.5,53.9,54.0,55.6,54.3,55.0,sae_analysis/out/env_imgs/seed37540_step32_timestep65_actionInput.png,sae_analysis/out/env_imgs/seed37540_step32_timestep65_actionOutput.png
