seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
95800.0,80.0,98.0,0.826,0.657,45.7,8.36,2.0,98.0,158.0,15.7,14.1,18.7,18.7,26.7,26.6,sae_analysis/out/env_imgs/seed95830_step80_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed95830_step80_timestep1_actionOutput.png
92400.0,0.0,49.0,0.786,-129.0,-83.6,24.7,0.0,-107.0,-117.0,37.4,35.5,35.3,38.9,30.4,31.2,sae_analysis/out/env_imgs/seed92410_step0_timestep50_actionInput.png,sae_analysis/out/env_imgs/seed92410_step0_timestep50_actionOutput.png
95800.0,80.0,75.0,0.752,0.657,45.7,8.36,2.0,48.4,60.8,88.1,78.5,23.8,23.6,27.1,27.1,sae_analysis/out/env_imgs/seed95830_step80_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed95830_step80_timestep24_actionOutput.png
11400.0,168.0,98.0,0.749,-19.7,25.3,6.13,0.0,55.6,303.0,22.2,21.1,23.4,24.1,29.3,29.9,sae_analysis/out/env_imgs/seed11446_step168_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed11446_step168_timestep1_actionOutput.png
95800.0,80.0,92.0,0.723,0.657,45.7,8.36,2.0,162.0,138.0,18.5,22.0,18.4,18.7,26.2,26.7,sae_analysis/out/env_imgs/seed95830_step80_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed95830_step80_timestep7_actionOutput.png
41500.0,96.0,89.0,0.709,0.831,45.8,1.84,2.0,125.0,56.4,31.9,34.8,15.5,14.7,16.5,15.9,sae_analysis/out/env_imgs/seed41517_step96_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed41517_step96_timestep10_actionOutput.png
95800.0,80.0,96.0,0.707,0.657,45.7,8.36,2.0,-91.9,56.1,9.96,14.1,18.4,18.2,26.4,26.2,sae_analysis/out/env_imgs/seed95830_step80_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed95830_step80_timestep3_actionOutput.png
11400.0,168.0,90.0,0.667,-19.7,25.3,6.13,0.0,-81.7,-79.3,16.5,18.5,20.5,18.3,26.4,24.2,sae_analysis/out/env_imgs/seed11446_step168_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed11446_step168_timestep9_actionOutput.png
33000.0,48.0,96.0,0.664,-18.1,26.9,9.6,7.0,271.0,-95.5,28.2,25.1,17.9,18.5,10.7,11.4,sae_analysis/out/env_imgs/seed32990_step48_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed32990_step48_timestep3_actionOutput.png
33000.0,96.0,82.0,0.655,4.26,49.3,7.09,2.0,-103.0,235.0,8.57,14.8,21.5,21.3,26.5,26.4,sae_analysis/out/env_imgs/seed32990_step96_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed32990_step96_timestep17_actionOutput.png
33000.0,96.0,86.0,0.646,4.26,49.3,7.09,2.0,-119.0,210.0,11.5,10.9,19.6,19.2,24.4,23.8,sae_analysis/out/env_imgs/seed32990_step96_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed32990_step96_timestep13_actionOutput.png
29100.0,144.0,86.0,0.642,3.18,48.2,2.06,2.0,36.3,42.9,12.4,14.3,17.8,18.4,18.8,19.3,sae_analysis/out/env_imgs/seed29142_step144_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed29142_step144_timestep13_actionOutput.png
92400.0,88.0,33.0,0.629,-5.04,40.0,14.9,1.0,93.0,84.3,146.0,127.0,69.2,61.7,67.6,60.5,sae_analysis/out/env_imgs/seed92410_step88_timestep66_actionInput.png,sae_analysis/out/env_imgs/seed92410_step88_timestep66_actionOutput.png
33000.0,96.0,92.0,0.619,4.26,49.3,7.09,2.0,-89.1,-71.8,13.6,5.16,16.3,16.9,21.8,21.9,sae_analysis/out/env_imgs/seed32990_step96_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed32990_step96_timestep7_actionOutput.png
55500.0,0.0,76.0,0.616,70.0,115.0,13.5,0.0,103.0,88.6,69.6,74.6,35.2,35.3,34.2,34.7,sae_analysis/out/env_imgs/seed55531_step0_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed55531_step0_timestep23_actionOutput.png
