seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
33500.0,0.0,92.0,2.61,-87.2,-42.2,32.5,4.0,244.0,318.0,18.4,16.0,56.3,54.9,37.3,36.6,sae_analysis/out/env_imgs/seed33539_step0_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep7_actionOutput.png
44600.0,32.0,79.0,2.61,9.84,54.8,5.3,1.0,171.0,146.0,18.7,16.2,21.5,21.3,23.2,24.1,sae_analysis/out/env_imgs/seed44578_step32_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed44578_step32_timestep20_actionOutput.png
33500.0,0.0,95.0,2.6,-87.2,-42.2,32.5,4.0,184.0,279.0,24.6,21.1,53.1,52.8,36.0,35.8,sae_analysis/out/env_imgs/seed33539_step0_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep4_actionOutput.png
30600.0,8.0,89.0,2.57,-28.3,16.7,25.7,1.0,-121.0,-108.0,29.4,34.7,25.4,24.4,27.9,28.5,sae_analysis/out/env_imgs/seed30608_step8_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed30608_step8_timestep10_actionOutput.png
44600.0,32.0,82.0,2.54,9.84,54.8,5.3,1.0,182.0,125.0,22.4,15.2,15.4,17.5,18.3,21.9,sae_analysis/out/env_imgs/seed44578_step32_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed44578_step32_timestep17_actionOutput.png
30600.0,8.0,90.0,2.53,-28.3,16.7,25.7,1.0,-108.0,29.2,34.7,39.7,24.4,24.7,28.5,30.1,sae_analysis/out/env_imgs/seed30608_step8_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed30608_step8_timestep9_actionOutput.png
33500.0,0.0,97.0,2.51,-87.2,-42.2,32.5,4.0,219.0,41.3,24.8,26.6,52.3,52.5,36.0,36.4,sae_analysis/out/env_imgs/seed33539_step0_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep2_actionOutput.png
90300.0,16.0,98.0,2.51,46.5,91.5,17.3,8.0,-165.0,-63.9,11.0,12.2,19.0,18.3,35.5,35.0,sae_analysis/out/env_imgs/seed90283_step16_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep1_actionOutput.png
44600.0,32.0,80.0,2.46,9.84,54.8,5.3,1.0,146.0,225.0,16.2,20.2,21.3,17.1,24.1,19.3,sae_analysis/out/env_imgs/seed44578_step32_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed44578_step32_timestep19_actionOutput.png
33500.0,8.0,90.0,2.45,-87.2,-42.2,32.5,4.0,291.0,-37.0,19.6,21.4,43.4,43.6,39.1,39.6,sae_analysis/out/env_imgs/seed33539_step8_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed33539_step8_timestep9_actionOutput.png
