seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
13800.0,24.0,99.0,1.1,15.4,60.4,42.9,1.0,24.0,74.6,10.1,10.3,12.0,11.4,54.5,54.0,sae_analysis/out/env_imgs/seed13783_step24_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed13783_step24_timestep0_actionOutput.png
13800.0,16.0,98.0,0.99,-8.06,36.9,42.7,8.0,194.0,208.0,8.18,10.4,6.57,6.63,48.7,48.7,sae_analysis/out/env_imgs/seed13783_step16_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed13783_step16_timestep1_actionOutput.png
13800.0,8.0,98.0,0.974,-52.6,-7.64,35.2,1.0,-15.8,4.97,27.1,23.0,8.87,9.21,41.7,42.4,sae_analysis/out/env_imgs/seed13783_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed13783_step8_timestep1_actionOutput.png
13800.0,24.0,97.0,0.95,15.4,60.4,42.9,1.0,-140.0,51.6,8.72,11.4,12.2,12.3,54.7,54.8,sae_analysis/out/env_imgs/seed13783_step24_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed13783_step24_timestep2_actionOutput.png
86200.0,72.0,99.0,0.949,17.1,62.1,5.8,6.0,-196.0,-169.0,17.0,17.7,19.8,19.4,15.9,15.6,sae_analysis/out/env_imgs/seed86172_step72_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep0_actionOutput.png
13800.0,16.0,99.0,0.941,-8.06,36.9,42.7,8.0,208.0,200.0,10.4,10.9,6.63,6.8,48.7,48.8,sae_analysis/out/env_imgs/seed13783_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed13783_step16_timestep0_actionOutput.png
70800.0,8.0,98.0,0.925,96.5,142.0,17.1,1.0,29.8,-11.0,35.4,37.3,45.4,45.4,29.8,29.7,sae_analysis/out/env_imgs/seed70799_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed70799_step8_timestep1_actionOutput.png
25400.0,88.0,77.0,0.915,-107.0,-61.6,39.9,7.0,-52.5,-77.0,11.5,10.9,16.1,17.2,46.4,46.7,sae_analysis/out/env_imgs/seed25426_step88_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed25426_step88_timestep22_actionOutput.png
87400.0,32.0,76.0,0.872,92.3,137.0,20.4,4.0,-1.07,32.6,22.1,24.8,21.9,21.6,20.2,20.9,sae_analysis/out/env_imgs/seed87380_step32_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed87380_step32_timestep23_actionOutput.png
13800.0,24.0,94.0,0.868,15.4,60.4,42.9,1.0,-113.0,-68.9,15.3,16.0,13.3,12.2,54.8,54.3,sae_analysis/out/env_imgs/seed13783_step24_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed13783_step24_timestep5_actionOutput.png
13800.0,32.0,89.0,0.856,34.4,79.4,40.9,1.0,-215.0,96.7,13.9,16.6,15.1,13.9,52.9,51.6,sae_analysis/out/env_imgs/seed13783_step32_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed13783_step32_timestep10_actionOutput.png
37500.0,144.0,72.0,0.849,19.3,64.3,38.0,5.0,-8.25,-50.7,44.7,45.5,24.8,25.8,28.4,26.2,sae_analysis/out/env_imgs/seed37540_step144_timestep27_actionInput.png,sae_analysis/out/env_imgs/seed37540_step144_timestep27_actionOutput.png
92400.0,72.0,87.0,0.842,-10.9,34.1,14.6,7.0,-188.0,-180.0,14.4,16.8,20.1,19.2,17.2,16.9,sae_analysis/out/env_imgs/seed92410_step72_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed92410_step72_timestep12_actionOutput.png
25400.0,184.0,99.0,0.84,-106.0,-61.2,37.7,4.0,10.9,-1.14,6.35,5.14,12.8,12.6,45.5,45.1,sae_analysis/out/env_imgs/seed25426_step184_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed25426_step184_timestep0_actionOutput.png
50800.0,24.0,78.0,0.823,11.0,56.0,11.3,7.0,308.0,268.0,45.3,40.3,29.3,27.5,28.7,26.9,sae_analysis/out/env_imgs/seed50788_step24_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed50788_step24_timestep21_actionOutput.png
90300.0,184.0,98.0,0.823,6.54,51.5,14.6,4.0,35.4,5.42,34.2,33.4,22.8,22.9,36.2,36.2,sae_analysis/out/env_imgs/seed90283_step184_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed90283_step184_timestep1_actionOutput.png
37500.0,144.0,62.0,0.818,19.3,64.3,38.0,5.0,-31.7,-68.6,44.6,40.4,33.4,32.5,34.6,33.9,sae_analysis/out/env_imgs/seed37540_step144_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed37540_step144_timestep37_actionOutput.png
40000.0,64.0,98.0,0.816,-2.3,42.7,30.0,1.0,-31.3,-103.0,19.7,15.1,15.4,14.6,44.5,43.8,sae_analysis/out/env_imgs/seed40021_step64_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed40021_step64_timestep1_actionOutput.png
13800.0,16.0,97.0,0.814,-8.06,36.9,42.7,8.0,127.0,194.0,7.1,8.18,6.29,6.57,48.2,48.7,sae_analysis/out/env_imgs/seed13783_step16_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed13783_step16_timestep2_actionOutput.png
37500.0,176.0,99.0,0.807,19.3,64.3,38.0,5.0,150.0,-217.0,22.2,20.8,31.6,31.3,11.8,11.9,sae_analysis/out/env_imgs/seed37540_step176_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed37540_step176_timestep0_actionOutput.png
