seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
60600.0,16.0,95.0,1.42,-79.0,-34.0,22.8,1.0,141.0,-44.2,12.9,9.36,10.4,9.54,29.6,29.9,sae_analysis/out/env_imgs/seed60596_step16_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed60596_step16_timestep4_actionOutput.png
60600.0,24.0,89.0,1.4,-76.1,-31.1,20.6,8.0,-132.0,-123.0,30.1,33.8,15.1,12.8,27.6,25.9,sae_analysis/out/env_imgs/seed60596_step24_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed60596_step24_timestep10_actionOutput.png
60600.0,16.0,90.0,1.25,-79.0,-34.0,22.8,1.0,-67.0,-125.0,1.66,10.1,13.5,14.0,31.3,31.9,sae_analysis/out/env_imgs/seed60596_step16_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed60596_step16_timestep9_actionOutput.png
60600.0,16.0,89.0,1.23,-79.0,-34.0,22.8,1.0,-175.0,-67.0,11.5,1.66,14.1,13.5,31.5,31.3,sae_analysis/out/env_imgs/seed60596_step16_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed60596_step16_timestep10_actionOutput.png
60600.0,16.0,87.0,1.21,-79.0,-34.0,22.8,1.0,-217.0,-212.0,13.3,14.4,15.0,13.0,33.4,31.1,sae_analysis/out/env_imgs/seed60596_step16_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed60596_step16_timestep12_actionOutput.png
84100.0,48.0,94.0,1.17,-17.1,27.9,17.6,2.0,-243.0,-244.0,23.8,16.5,12.4,10.4,26.3,25.8,sae_analysis/out/env_imgs/seed84098_step48_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed84098_step48_timestep5_actionOutput.png
60600.0,24.0,91.0,1.14,-76.1,-31.1,20.6,8.0,-148.0,-174.0,30.6,28.8,12.5,12.4,26.0,24.3,sae_analysis/out/env_imgs/seed60596_step24_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed60596_step24_timestep8_actionOutput.png
60600.0,16.0,84.0,1.14,-79.0,-34.0,22.8,1.0,-234.0,-223.0,20.3,13.5,19.2,18.5,36.8,36.1,sae_analysis/out/env_imgs/seed60596_step16_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed60596_step16_timestep15_actionOutput.png
98400.0,24.0,65.0,1.13,-15.7,29.3,14.6,2.0,-33.4,-44.5,77.1,73.0,30.8,30.9,39.4,40.5,sae_analysis/out/env_imgs/seed98355_step24_timestep34_actionInput.png,sae_analysis/out/env_imgs/seed98355_step24_timestep34_actionOutput.png
98400.0,24.0,61.0,1.11,-15.7,29.3,14.6,2.0,-1.1,15.4,80.4,70.6,37.2,32.0,43.7,38.8,sae_analysis/out/env_imgs/seed98355_step24_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed98355_step24_timestep38_actionOutput.png
98400.0,24.0,62.0,1.08,-15.7,29.3,14.6,2.0,15.4,-14.1,70.6,91.0,32.0,33.3,38.8,41.3,sae_analysis/out/env_imgs/seed98355_step24_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed98355_step24_timestep37_actionOutput.png
60600.0,16.0,96.0,1.07,-79.0,-34.0,22.8,1.0,-44.2,-49.2,9.36,13.8,9.54,9.03,29.9,29.1,sae_analysis/out/env_imgs/seed60596_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed60596_step16_timestep3_actionOutput.png
84100.0,56.0,94.0,1.06,-2.97,42.0,13.2,2.0,148.0,201.0,4.92,2.95,11.9,11.1,20.0,19.5,sae_analysis/out/env_imgs/seed84098_step56_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed84098_step56_timestep5_actionOutput.png
45400.0,40.0,94.0,1.04,-16.3,28.7,23.5,2.0,-221.0,-224.0,14.2,16.0,13.8,12.9,36.0,35.1,sae_analysis/out/env_imgs/seed45429_step40_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed45429_step40_timestep5_actionOutput.png
84100.0,48.0,90.0,1.03,-17.1,27.9,17.6,2.0,-100.0,-51.9,16.7,18.6,13.1,11.4,28.1,27.0,sae_analysis/out/env_imgs/seed84098_step48_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed84098_step48_timestep9_actionOutput.png
60600.0,16.0,92.0,1.02,-79.0,-34.0,22.8,1.0,-149.0,-184.0,5.16,13.2,13.2,12.1,30.6,28.6,sae_analysis/out/env_imgs/seed60596_step16_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed60596_step16_timestep7_actionOutput.png
84100.0,56.0,96.0,1.01,-2.97,42.0,13.2,2.0,198.0,147.0,4.64,6.48,11.2,11.7,19.9,21.2,sae_analysis/out/env_imgs/seed84098_step56_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed84098_step56_timestep3_actionOutput.png
60600.0,24.0,93.0,1.01,-76.1,-31.1,20.6,8.0,-159.0,-103.0,23.8,25.7,10.2,9.03,24.1,21.6,sae_analysis/out/env_imgs/seed60596_step24_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed60596_step24_timestep6_actionOutput.png
78500.0,0.0,82.0,1.0,-28.9,16.1,35.8,8.0,175.0,-127.0,36.6,28.9,58.0,57.4,23.9,23.6,sae_analysis/out/env_imgs/seed78540_step0_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed78540_step0_timestep17_actionOutput.png
90300.0,136.0,27.0,1.0,5.78,50.8,4.2,5.0,122.0,132.0,70.1,89.8,54.7,57.7,55.6,58.6,sae_analysis/out/env_imgs/seed90318_step136_timestep72_actionInput.png,sae_analysis/out/env_imgs/seed90318_step136_timestep72_actionOutput.png
