seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
87400.0,104.0,93.0,1.25,-1.76,43.2,5.93,0.0,169.0,149.0,12.1,11.7,19.3,18.6,22.7,22.0,sae_analysis/out/env_imgs/seed87390_step104_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed87390_step104_timestep6_actionOutput.png
33500.0,88.0,94.0,1.16,-51.0,-6.02,9.37,5.0,106.0,-18.9,4.0,8.79,6.04,6.27,12.5,13.0,sae_analysis/out/env_imgs/seed33539_step88_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed33539_step88_timestep5_actionOutput.png
60600.0,40.0,85.0,1.15,-32.5,12.5,8.51,1.0,-24.1,-44.2,39.9,38.2,13.9,12.2,15.5,14.6,sae_analysis/out/env_imgs/seed60596_step40_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed60596_step40_timestep14_actionOutput.png
33500.0,96.0,92.0,1.12,-41.0,3.97,6.61,5.0,-233.0,-259.0,15.3,14.6,8.93,8.73,14.6,14.3,sae_analysis/out/env_imgs/seed33539_step96_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed33539_step96_timestep7_actionOutput.png
87400.0,104.0,91.0,1.11,-1.76,43.2,5.93,0.0,190.0,186.0,20.9,13.5,20.9,20.2,22.9,23.2,sae_analysis/out/env_imgs/seed87390_step104_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed87390_step104_timestep8_actionOutput.png
89200.0,144.0,88.0,1.09,-21.0,24.0,17.5,5.0,-6.39,81.3,4.81,8.66,17.3,16.9,29.3,29.4,sae_analysis/out/env_imgs/seed89203_step144_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed89203_step144_timestep11_actionOutput.png
84100.0,32.0,73.0,1.08,-37.6,7.41,17.5,1.0,188.0,182.0,36.9,28.4,27.5,25.5,27.9,26.9,sae_analysis/out/env_imgs/seed84098_step32_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed84098_step32_timestep26_actionOutput.png
89200.0,144.0,92.0,1.06,-21.0,24.0,17.5,5.0,68.9,103.0,10.3,2.15,14.5,14.7,28.0,28.6,sae_analysis/out/env_imgs/seed89203_step144_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed89203_step144_timestep7_actionOutput.png
70800.0,152.0,88.0,1.05,-17.4,27.6,2.74,4.0,29.2,46.3,38.5,45.0,18.9,21.0,19.9,22.0,sae_analysis/out/env_imgs/seed70799_step152_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed70799_step152_timestep11_actionOutput.png
33500.0,96.0,87.0,1.04,-41.0,3.97,6.61,5.0,-198.0,-227.0,13.7,21.1,14.4,13.5,19.6,19.1,sae_analysis/out/env_imgs/seed33539_step96_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed33539_step96_timestep12_actionOutput.png
