seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
33000.0,56.0,82.0,3.26,-11.1,33.9,10.1,6.0,267.0,-21.0,22.4,13.1,21.1,20.9,21.7,22.7,sae_analysis/out/env_imgs/seed32990_step56_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep17_actionOutput.png
33000.0,56.0,88.0,3.19,-11.1,33.9,10.1,6.0,269.0,253.0,31.1,20.2,19.6,18.4,20.7,21.2,sae_analysis/out/env_imgs/seed32990_step56_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep11_actionOutput.png
33000.0,56.0,75.0,3.16,-11.1,33.9,10.1,6.0,73.0,101.0,33.6,26.8,18.3,17.5,20.9,18.2,sae_analysis/out/env_imgs/seed32990_step56_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep24_actionOutput.png
33000.0,56.0,70.0,3.16,-11.1,33.9,10.1,6.0,71.1,115.0,37.6,42.6,16.7,19.1,21.9,22.1,sae_analysis/out/env_imgs/seed32990_step56_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep29_actionOutput.png
33000.0,56.0,78.0,3.09,-11.1,33.9,10.1,6.0,63.2,119.0,16.1,10.0,14.7,18.5,16.1,19.4,sae_analysis/out/env_imgs/seed32990_step56_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep21_actionOutput.png
33000.0,56.0,73.0,3.06,-11.1,33.9,10.1,6.0,60.7,65.3,40.6,32.4,18.1,18.2,21.6,19.8,sae_analysis/out/env_imgs/seed32990_step56_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep26_actionOutput.png
33000.0,56.0,80.0,3.04,-11.1,33.9,10.1,6.0,151.0,230.0,20.7,23.6,19.0,21.0,19.9,21.4,sae_analysis/out/env_imgs/seed32990_step56_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep19_actionOutput.png
33000.0,56.0,90.0,3.04,-11.1,33.9,10.1,6.0,311.0,308.0,28.2,30.5,18.7,17.7,21.6,20.5,sae_analysis/out/env_imgs/seed32990_step56_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep9_actionOutput.png
33000.0,56.0,92.0,3.03,-11.1,33.9,10.1,6.0,310.0,280.0,35.0,29.9,18.9,18.0,21.4,20.4,sae_analysis/out/env_imgs/seed32990_step56_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep7_actionOutput.png
33000.0,56.0,81.0,2.97,-11.1,33.9,10.1,6.0,230.0,267.0,23.6,22.4,21.0,21.1,21.4,21.7,sae_analysis/out/env_imgs/seed32990_step56_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep18_actionOutput.png
33000.0,56.0,76.0,2.95,-11.1,33.9,10.1,6.0,101.0,93.8,26.8,21.9,17.5,15.8,18.2,16.8,sae_analysis/out/env_imgs/seed32990_step56_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep23_actionOutput.png
33000.0,56.0,67.0,2.92,-11.1,33.9,10.1,6.0,8.33,-75.1,61.7,39.0,20.4,16.9,23.1,20.0,sae_analysis/out/env_imgs/seed32990_step56_timestep32_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep32_actionOutput.png
33000.0,56.0,68.0,2.89,-11.1,33.9,10.1,6.0,-75.1,59.7,39.0,36.6,16.9,16.3,20.0,21.7,sae_analysis/out/env_imgs/seed32990_step56_timestep31_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep31_actionOutput.png
