seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
95800.0,8.0,63.0,2.02,-189.0,-144.0,22.9,2.0,-262.0,-295.0,87.4,93.2,43.5,40.5,60.0,56.9,sae_analysis/out/env_imgs/seed95830_step8_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep36_actionOutput.png
10300.0,176.0,8.0,1.9,10.4,55.4,3.0,8.0,-54.4,-21.2,139.0,139.0,66.5,67.8,65.2,66.9,sae_analysis/out/env_imgs/seed10301_step176_timestep91_actionInput.png,sae_analysis/out/env_imgs/seed10301_step176_timestep91_actionOutput.png
41500.0,24.0,89.0,1.87,-146.0,-101.0,20.3,1.0,331.0,320.0,8.55,13.2,20.0,19.1,37.1,36.3,sae_analysis/out/env_imgs/seed41517_step24_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed41517_step24_timestep10_actionOutput.png
49400.0,120.0,79.0,1.81,-0.801,44.2,25.6,5.0,-14.6,-24.6,42.5,46.7,24.0,25.2,39.1,40.7,sae_analysis/out/env_imgs/seed49442_step120_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed49442_step120_timestep20_actionOutput.png
49400.0,8.0,32.0,1.76,-151.0,-106.0,25.3,4.0,214.0,245.0,83.0,98.1,51.0,50.0,66.3,65.3,sae_analysis/out/env_imgs/seed49442_step8_timestep67_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep67_actionOutput.png
49400.0,152.0,22.0,1.75,3.33,48.3,27.3,2.0,-161.0,-201.0,99.8,111.0,54.3,51.5,60.4,55.1,sae_analysis/out/env_imgs/seed49442_step152_timestep77_actionInput.png,sae_analysis/out/env_imgs/seed49442_step152_timestep77_actionOutput.png
23200.0,0.0,88.0,1.75,132.0,177.0,23.2,0.0,57.0,72.2,29.7,30.0,65.7,63.1,44.3,41.5,sae_analysis/out/env_imgs/seed23167_step0_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep11_actionOutput.png
47100.0,104.0,40.0,1.74,9.64,54.6,8.47,5.0,162.0,134.0,46.3,28.6,44.8,39.6,44.0,39.2,sae_analysis/out/env_imgs/seed47106_step104_timestep59_actionInput.png,sae_analysis/out/env_imgs/seed47106_step104_timestep59_actionOutput.png
70800.0,24.0,21.0,1.74,96.5,142.0,17.1,8.0,-11.3,-13.3,103.0,84.3,61.5,61.2,67.0,65.6,sae_analysis/out/env_imgs/seed70799_step24_timestep78_actionInput.png,sae_analysis/out/env_imgs/seed70799_step24_timestep78_actionOutput.png
23200.0,0.0,70.0,1.73,132.0,177.0,23.2,0.0,240.0,237.0,28.1,25.7,77.0,80.4,57.0,60.3,sae_analysis/out/env_imgs/seed23167_step0_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep29_actionOutput.png
55500.0,48.0,35.0,1.73,57.4,102.0,4.86,8.0,-225.0,-222.0,43.7,54.6,59.6,57.9,59.8,58.4,sae_analysis/out/env_imgs/seed55531_step48_timestep64_actionInput.png,sae_analysis/out/env_imgs/seed55531_step48_timestep64_actionOutput.png
86200.0,88.0,28.0,1.7,16.3,61.3,5.78,8.0,-171.0,-100.0,29.1,14.3,52.3,55.8,53.1,56.3,sae_analysis/out/env_imgs/seed86172_step88_timestep71_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep71_actionOutput.png
49400.0,48.0,23.0,1.7,-155.0,-110.0,17.2,1.0,-47.7,271.0,60.0,80.7,54.6,62.6,57.3,65.7,sae_analysis/out/env_imgs/seed49442_step48_timestep76_actionInput.png,sae_analysis/out/env_imgs/seed49442_step48_timestep76_actionOutput.png
41500.0,24.0,63.0,1.7,-146.0,-101.0,20.3,1.0,-21.5,-20.3,12.0,13.5,49.1,46.1,60.1,57.6,sae_analysis/out/env_imgs/seed41517_step24_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed41517_step24_timestep36_actionOutput.png
49400.0,8.0,34.0,1.69,-151.0,-106.0,25.3,4.0,143.0,264.0,83.5,76.9,53.8,47.8,70.4,66.2,sae_analysis/out/env_imgs/seed49442_step8_timestep65_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep65_actionOutput.png
50800.0,48.0,45.0,1.69,11.0,56.0,11.3,8.0,-275.0,-288.0,45.6,39.0,44.9,44.2,51.3,50.6,sae_analysis/out/env_imgs/seed50788_step48_timestep54_actionInput.png,sae_analysis/out/env_imgs/seed50788_step48_timestep54_actionOutput.png
23200.0,0.0,82.0,1.64,132.0,177.0,23.2,0.0,198.0,271.0,23.0,29.1,68.2,68.5,47.5,47.8,sae_analysis/out/env_imgs/seed23167_step0_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep17_actionOutput.png
52800.0,32.0,55.0,1.64,-200.0,-155.0,19.0,0.0,-141.0,184.0,22.0,22.3,50.9,49.1,38.3,36.8,sae_analysis/out/env_imgs/seed52752_step32_timestep44_actionInput.png,sae_analysis/out/env_imgs/seed52752_step32_timestep44_actionOutput.png
47600.0,184.0,17.0,1.63,-3.78,41.2,4.76,5.0,201.0,191.0,79.9,64.4,49.0,43.2,46.9,41.6,sae_analysis/out/env_imgs/seed47567_step184_timestep82_actionInput.png,sae_analysis/out/env_imgs/seed47567_step184_timestep82_actionOutput.png
49400.0,48.0,52.0,1.63,-155.0,-110.0,17.2,1.0,-326.0,-334.0,84.7,76.1,32.5,30.1,41.4,39.1,sae_analysis/out/env_imgs/seed49442_step48_timestep47_actionInput.png,sae_analysis/out/env_imgs/seed49442_step48_timestep47_actionOutput.png
