seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
47600.0,144.0,97.0,1.47,-11.5,33.5,15.6,5.0,84.6,15.4,8.68,8.5,9.67,9.85,23.9,24.5,sae_analysis/out/env_imgs/seed47567_step144_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed47567_step144_timestep2_actionOutput.png
49400.0,72.0,94.0,1.42,-67.8,-22.8,10.6,4.0,21.7,-110.0,16.9,16.6,16.3,16.6,9.42,9.53,sae_analysis/out/env_imgs/seed49442_step72_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed49442_step72_timestep5_actionOutput.png
95800.0,144.0,88.0,1.41,2.56,47.6,4.72,5.0,220.0,220.0,14.9,9.22,13.4,13.3,16.8,16.8,sae_analysis/out/env_imgs/seed95830_step144_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed95830_step144_timestep11_actionOutput.png
95800.0,144.0,96.0,1.41,2.56,47.6,4.72,5.0,248.0,-84.4,2.05,3.05,9.0,10.0,12.8,13.7,sae_analysis/out/env_imgs/seed95830_step144_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed95830_step144_timestep3_actionOutput.png
27200.0,128.0,93.0,1.4,5.77,50.8,5.68,0.0,60.2,40.0,10.3,12.0,15.9,15.3,20.9,20.2,sae_analysis/out/env_imgs/seed27242_step128_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed27242_step128_timestep6_actionOutput.png
27200.0,120.0,92.0,1.39,5.77,50.8,5.68,5.0,180.0,-141.0,6.61,11.4,12.9,12.5,17.5,17.2,sae_analysis/out/env_imgs/seed27242_step120_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed27242_step120_timestep7_actionOutput.png
10300.0,160.0,86.0,1.37,17.0,62.0,16.9,8.0,-52.9,-6.21,25.7,33.6,11.3,11.5,15.3,17.1,sae_analysis/out/env_imgs/seed10301_step160_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed10301_step160_timestep13_actionOutput.png
30400.0,40.0,88.0,1.35,-5.02,40.0,2.97,0.0,-44.5,50.7,11.3,6.54,13.8,13.8,16.3,16.3,sae_analysis/out/env_imgs/seed30449_step40_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed30449_step40_timestep11_actionOutput.png
70800.0,168.0,81.0,1.35,-17.4,27.6,2.74,7.0,289.0,242.0,13.1,9.17,19.7,18.6,20.1,19.0,sae_analysis/out/env_imgs/seed70799_step168_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed70799_step168_timestep18_actionOutput.png
30600.0,200.0,94.0,1.33,3.13,48.1,4.09,0.0,24.1,76.0,18.2,11.3,13.7,13.5,17.2,17.0,sae_analysis/out/env_imgs/seed30608_step200_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed30608_step200_timestep5_actionOutput.png
