seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
47600.0,136.0,96.0,1.08,-10.9,34.1,15.7,0.0,229.0,254.0,7.21,9.16,10.7,10.6,25.7,25.8,sae_analysis/out/env_imgs/seed47567_step136_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed47567_step136_timestep3_actionOutput.png
47600.0,152.0,62.0,1.04,-11.8,33.2,15.6,5.0,119.0,129.0,15.7,29.1,39.9,41.3,48.8,50.8,sae_analysis/out/env_imgs/seed47567_step152_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed47567_step152_timestep37_actionOutput.png
54200.0,48.0,43.0,1.02,-9.66,35.3,23.6,4.0,-141.0,-127.0,52.1,54.0,28.1,30.8,34.4,37.6,sae_analysis/out/env_imgs/seed54206_step48_timestep56_actionInput.png,sae_analysis/out/env_imgs/seed54206_step48_timestep56_actionOutput.png
47600.0,144.0,90.0,0.999,-11.5,33.5,15.6,5.0,-19.9,329.0,25.0,15.3,13.8,12.9,27.1,25.9,sae_analysis/out/env_imgs/seed47567_step144_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed47567_step144_timestep9_actionOutput.png
47600.0,144.0,39.0,0.967,-11.5,33.5,15.6,5.0,-122.0,-101.0,87.2,94.0,53.1,53.0,55.8,55.2,sae_analysis/out/env_imgs/seed47567_step144_timestep60_actionInput.png,sae_analysis/out/env_imgs/seed47567_step144_timestep60_actionOutput.png
23200.0,8.0,34.0,0.959,132.0,177.0,23.2,5.0,141.0,135.0,61.3,64.7,47.6,43.1,44.5,39.5,sae_analysis/out/env_imgs/seed23167_step8_timestep65_actionInput.png,sae_analysis/out/env_imgs/seed23167_step8_timestep65_actionOutput.png
47600.0,136.0,87.0,0.954,-10.9,34.1,15.7,0.0,67.9,99.2,14.1,1.95,16.5,14.4,28.7,27.0,sae_analysis/out/env_imgs/seed47567_step136_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed47567_step136_timestep12_actionOutput.png
23200.0,8.0,41.0,0.952,132.0,177.0,23.2,5.0,55.6,66.3,63.4,56.6,48.0,51.5,40.2,41.4,sae_analysis/out/env_imgs/seed23167_step8_timestep58_actionInput.png,sae_analysis/out/env_imgs/seed23167_step8_timestep58_actionOutput.png
47600.0,152.0,59.0,0.947,-11.8,33.2,15.6,5.0,109.0,116.0,20.0,10.4,48.9,44.8,55.6,53.4,sae_analysis/out/env_imgs/seed47567_step152_timestep40_actionInput.png,sae_analysis/out/env_imgs/seed47567_step152_timestep40_actionOutput.png
33000.0,88.0,96.0,0.942,3.86,48.9,7.11,2.0,-128.0,5.91,19.6,16.5,19.3,19.4,23.9,24.1,sae_analysis/out/env_imgs/seed32990_step88_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed32990_step88_timestep3_actionOutput.png
47600.0,136.0,93.0,0.94,-10.9,34.1,15.7,0.0,190.0,251.0,2.78,3.88,11.3,10.7,24.2,24.2,sae_analysis/out/env_imgs/seed47567_step136_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed47567_step136_timestep6_actionOutput.png
47600.0,136.0,82.0,0.937,-10.9,34.1,15.7,0.0,31.3,32.9,48.8,34.5,20.9,19.5,28.7,30.6,sae_analysis/out/env_imgs/seed47567_step136_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed47567_step136_timestep17_actionOutput.png
47600.0,136.0,88.0,0.931,-10.9,34.1,15.7,0.0,99.2,63.3,1.95,9.38,14.4,13.3,27.0,25.8,sae_analysis/out/env_imgs/seed47567_step136_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed47567_step136_timestep11_actionOutput.png
30400.0,128.0,95.0,0.929,-3.58,41.4,6.42,6.0,-86.5,2.57,9.41,11.9,13.4,13.2,13.6,14.2,sae_analysis/out/env_imgs/seed30449_step128_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed30449_step128_timestep4_actionOutput.png
98400.0,0.0,39.0,0.908,-15.7,29.3,14.6,1.0,243.0,253.0,92.8,104.0,46.3,47.2,44.2,47.4,sae_analysis/out/env_imgs/seed98355_step0_timestep60_actionInput.png,sae_analysis/out/env_imgs/seed98355_step0_timestep60_actionOutput.png
89200.0,144.0,43.0,0.905,-21.0,24.0,17.5,5.0,-125.0,149.0,55.5,66.1,44.5,44.2,45.3,45.4,sae_analysis/out/env_imgs/seed89203_step144_timestep56_actionInput.png,sae_analysis/out/env_imgs/seed89203_step144_timestep56_actionOutput.png
87400.0,88.0,39.0,0.894,-10.5,34.5,5.65,4.0,246.0,244.0,22.2,31.3,45.1,48.1,48.1,50.7,sae_analysis/out/env_imgs/seed87390_step88_timestep60_actionInput.png,sae_analysis/out/env_imgs/seed87390_step88_timestep60_actionOutput.png
