seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
40000.0,32.0,89.0,10.9,-24.8,20.2,27.9,2.0,-66.5,271.0,17.5,13.4,10.6,11.2,24.0,24.1,sae_analysis/out/env_imgs/seed40021_step32_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep10_actionOutput.png
40000.0,32.0,86.0,10.7,-24.8,20.2,27.9,2.0,-28.0,-29.3,36.4,32.5,12.6,11.8,22.1,24.3,sae_analysis/out/env_imgs/seed40021_step32_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep13_actionOutput.png
40000.0,32.0,90.0,10.7,-24.8,20.2,27.9,2.0,271.0,259.0,13.4,18.2,11.2,10.7,24.1,25.9,sae_analysis/out/env_imgs/seed40021_step32_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep9_actionOutput.png
40000.0,32.0,84.0,10.6,-24.8,20.2,27.9,2.0,-64.5,-44.0,30.0,31.9,12.2,12.2,22.8,21.8,sae_analysis/out/env_imgs/seed40021_step32_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep15_actionOutput.png
40000.0,32.0,85.0,10.5,-24.8,20.2,27.9,2.0,-44.0,-28.0,31.9,36.4,12.2,12.6,21.8,22.1,sae_analysis/out/env_imgs/seed40021_step32_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep14_actionOutput.png
40000.0,32.0,91.0,10.5,-24.8,20.2,27.9,2.0,259.0,246.0,18.2,17.4,10.7,10.7,25.9,27.0,sae_analysis/out/env_imgs/seed40021_step32_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep8_actionOutput.png
40000.0,32.0,87.0,10.4,-24.8,20.2,27.9,2.0,-29.3,-3.87,32.5,29.3,11.8,11.5,24.3,23.1,sae_analysis/out/env_imgs/seed40021_step32_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep12_actionOutput.png
40000.0,32.0,83.0,10.3,-24.8,20.2,27.9,2.0,-72.9,-64.5,31.9,30.0,15.1,12.2,23.5,22.8,sae_analysis/out/env_imgs/seed40021_step32_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep16_actionOutput.png
40000.0,24.0,93.0,10.3,-26.9,18.1,27.4,5.0,-33.2,-195.0,13.4,6.25,16.3,16.4,19.3,19.6,sae_analysis/out/env_imgs/seed40021_step24_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep6_actionOutput.png
40000.0,32.0,88.0,10.2,-24.8,20.2,27.9,2.0,-3.87,-66.5,29.3,17.5,11.5,10.6,23.1,24.0,sae_analysis/out/env_imgs/seed40021_step32_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep11_actionOutput.png
40000.0,32.0,75.0,10.2,-24.8,20.2,27.9,2.0,0.162,-44.8,60.9,60.9,24.3,24.7,30.2,29.2,sae_analysis/out/env_imgs/seed40021_step32_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep24_actionOutput.png
40000.0,32.0,93.0,10.2,-24.8,20.2,27.9,2.0,-39.3,-188.0,16.5,12.3,11.1,10.4,27.0,29.1,sae_analysis/out/env_imgs/seed40021_step32_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep6_actionOutput.png
40000.0,32.0,95.0,10.2,-24.8,20.2,27.9,2.0,-215.0,-216.0,16.9,17.5,9.47,9.8,29.1,30.1,sae_analysis/out/env_imgs/seed40021_step32_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep4_actionOutput.png
40000.0,32.0,81.0,10.2,-24.8,20.2,27.9,2.0,-52.1,-18.4,46.0,40.0,16.7,17.7,24.1,21.5,sae_analysis/out/env_imgs/seed40021_step32_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep18_actionOutput.png
40000.0,32.0,77.0,10.1,-24.8,20.2,27.9,2.0,-61.0,-63.9,58.8,56.1,21.6,21.1,27.0,25.9,sae_analysis/out/env_imgs/seed40021_step32_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep22_actionOutput.png
40000.0,32.0,92.0,10.1,-24.8,20.2,27.9,2.0,246.0,-39.3,17.4,16.5,10.7,11.1,27.0,27.0,sae_analysis/out/env_imgs/seed40021_step32_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep7_actionOutput.png
40000.0,24.0,94.0,10.0,-26.9,18.1,27.4,5.0,-195.0,123.0,6.25,4.37,16.4,15.7,19.6,19.4,sae_analysis/out/env_imgs/seed40021_step24_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep5_actionOutput.png
40000.0,24.0,87.0,10.0,-26.9,18.1,27.4,5.0,-259.0,-259.0,16.2,17.7,13.3,15.0,22.0,21.9,sae_analysis/out/env_imgs/seed40021_step24_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep12_actionOutput.png
40000.0,32.0,97.0,9.97,-24.8,20.2,27.9,2.0,-199.0,96.6,13.3,11.2,10.4,10.8,30.6,30.0,sae_analysis/out/env_imgs/seed40021_step32_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep2_actionOutput.png
40000.0,32.0,78.0,9.94,-24.8,20.2,27.9,2.0,-63.9,-51.8,56.1,56.1,21.1,20.0,25.9,26.8,sae_analysis/out/env_imgs/seed40021_step32_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed40021_step32_timestep21_actionOutput.png
