seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
30600.0,88.0,84.0,1.61,7.11,52.1,22.9,4.0,309.0,-33.2,14.4,13.4,17.5,17.3,38.0,38.9,sae_analysis/out/env_imgs/seed30608_step88_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed30608_step88_timestep15_actionOutput.png
33000.0,16.0,61.0,1.54,-148.0,-103.0,23.2,1.0,154.0,159.0,10.4,14.2,31.2,29.0,39.5,37.1,sae_analysis/out/env_imgs/seed32990_step16_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed32990_step16_timestep38_actionOutput.png
30600.0,48.0,82.0,1.53,1.59,46.6,25.4,4.0,32.7,18.8,15.4,17.1,13.6,15.3,36.0,36.6,sae_analysis/out/env_imgs/seed30608_step48_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed30608_step48_timestep17_actionOutput.png
52800.0,72.0,61.0,1.5,51.5,96.5,24.4,4.0,-111.0,-100.0,11.2,8.24,20.9,18.2,34.8,35.9,sae_analysis/out/env_imgs/seed52752_step72_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed52752_step72_timestep38_actionOutput.png
49400.0,40.0,51.0,1.46,-155.0,-110.0,17.2,1.0,20.9,8.47,21.4,10.2,40.3,45.7,42.8,48.6,sae_analysis/out/env_imgs/seed49442_step40_timestep48_actionInput.png,sae_analysis/out/env_imgs/seed49442_step40_timestep48_actionOutput.png
30600.0,48.0,70.0,1.45,1.59,46.6,25.4,4.0,76.3,52.8,14.5,12.3,19.1,18.9,40.6,38.6,sae_analysis/out/env_imgs/seed30608_step48_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed30608_step48_timestep29_actionOutput.png
84000.0,72.0,58.0,1.41,20.1,65.1,24.1,4.0,222.0,200.0,73.9,71.2,32.3,34.5,43.1,43.0,sae_analysis/out/env_imgs/seed84003_step72_timestep41_actionInput.png,sae_analysis/out/env_imgs/seed84003_step72_timestep41_actionOutput.png
30600.0,56.0,81.0,1.41,1.59,46.6,25.4,4.0,-110.0,-90.3,20.8,23.3,15.1,15.2,32.7,33.9,sae_analysis/out/env_imgs/seed30608_step56_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed30608_step56_timestep18_actionOutput.png
30600.0,48.0,73.0,1.4,1.59,46.6,25.4,4.0,74.4,71.2,27.8,33.8,19.4,21.4,38.2,38.6,sae_analysis/out/env_imgs/seed30608_step48_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed30608_step48_timestep26_actionOutput.png
78500.0,96.0,56.0,1.4,-3.42,41.6,29.3,4.0,-181.0,-202.0,13.1,22.2,28.3,27.3,42.5,45.4,sae_analysis/out/env_imgs/seed78540_step96_timestep43_actionInput.png,sae_analysis/out/env_imgs/seed78540_step96_timestep43_actionOutput.png
