seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
50800.0,32.0,68.0,1.22,11.0,56.0,11.3,1.0,-118.0,-97.0,46.2,46.3,27.5,26.7,34.9,34.4,sae_analysis/out/env_imgs/seed50788_step32_timestep31_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep31_actionOutput.png
33000.0,56.0,71.0,1.18,-11.1,33.9,10.1,6.0,115.0,96.0,42.6,40.5,19.1,20.3,22.1,22.5,sae_analysis/out/env_imgs/seed32990_step56_timestep28_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep28_actionOutput.png
47100.0,16.0,96.0,1.14,-10.7,34.3,32.0,4.0,-90.2,-94.2,11.0,7.42,13.0,14.2,25.1,24.5,sae_analysis/out/env_imgs/seed47106_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed47106_step16_timestep3_actionOutput.png
50800.0,32.0,67.0,1.13,11.0,56.0,11.3,1.0,-99.3,-118.0,53.1,46.2,27.2,27.5,34.6,34.9,sae_analysis/out/env_imgs/seed50788_step32_timestep32_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep32_actionOutput.png
47100.0,16.0,81.0,1.13,-10.7,34.3,32.0,4.0,22.4,-1.28,50.7,46.0,23.0,22.5,21.9,20.8,sae_analysis/out/env_imgs/seed47106_step16_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed47106_step16_timestep18_actionOutput.png
33000.0,56.0,69.0,1.11,-11.1,33.9,10.1,6.0,59.7,71.1,36.6,37.6,16.3,16.7,21.7,21.9,sae_analysis/out/env_imgs/seed32990_step56_timestep30_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep30_actionOutput.png
40000.0,168.0,97.0,1.1,9.35,54.4,1.8,8.0,-149.0,-190.0,13.7,14.6,15.4,15.2,14.0,13.8,sae_analysis/out/env_imgs/seed40021_step168_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed40021_step168_timestep2_actionOutput.png
47100.0,16.0,94.0,1.09,-10.7,34.3,32.0,4.0,-5.87,-58.6,17.4,15.2,10.5,11.4,26.4,26.2,sae_analysis/out/env_imgs/seed47106_step16_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed47106_step16_timestep5_actionOutput.png
47100.0,16.0,99.0,1.07,-10.7,34.3,32.0,4.0,103.0,118.0,8.09,9.45,14.0,14.2,24.3,24.4,sae_analysis/out/env_imgs/seed47106_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47106_step16_timestep0_actionOutput.png
90300.0,64.0,97.0,1.07,3.12,48.1,2.69,1.0,98.2,7.68,15.4,13.9,11.8,12.5,14.3,15.2,sae_analysis/out/env_imgs/seed90283_step64_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed90283_step64_timestep2_actionOutput.png
70800.0,160.0,73.0,1.04,-17.4,27.6,2.74,4.0,130.0,59.0,24.7,14.3,21.9,20.9,21.9,20.9,sae_analysis/out/env_imgs/seed70799_step160_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed70799_step160_timestep26_actionOutput.png
50800.0,32.0,66.0,1.03,11.0,56.0,11.3,1.0,-77.1,-99.3,62.8,53.1,28.3,27.2,34.8,34.6,sae_analysis/out/env_imgs/seed50788_step32_timestep33_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep33_actionOutput.png
44600.0,88.0,99.0,1.02,4.28,49.3,2.16,8.0,50.8,-84.4,19.7,16.4,14.6,13.9,12.8,12.0,sae_analysis/out/env_imgs/seed44578_step88_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed44578_step88_timestep0_actionOutput.png
33000.0,56.0,70.0,1.02,-11.1,33.9,10.1,6.0,71.1,115.0,37.6,42.6,16.7,19.1,21.9,22.1,sae_analysis/out/env_imgs/seed32990_step56_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed32990_step56_timestep29_actionOutput.png
