seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
50800.0,56.0,88.0,1.51,9.63,54.6,9.43,8.0,-309.0,-2.96,15.6,15.2,10.1,9.46,11.6,10.5,sae_analysis/out/env_imgs/seed50788_step56_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed50788_step56_timestep11_actionOutput.png
50800.0,24.0,99.0,1.32,11.0,56.0,11.3,7.0,157.0,-157.0,19.2,21.7,19.8,20.1,21.6,21.7,sae_analysis/out/env_imgs/seed50788_step24_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed50788_step24_timestep0_actionOutput.png
50800.0,24.0,93.0,1.31,11.0,56.0,11.3,7.0,-164.0,186.0,18.5,19.3,21.0,21.7,22.3,23.8,sae_analysis/out/env_imgs/seed50788_step24_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed50788_step24_timestep6_actionOutput.png
50800.0,24.0,98.0,1.26,11.0,56.0,11.3,7.0,126.0,157.0,19.2,19.2,20.1,19.8,21.8,21.6,sae_analysis/out/env_imgs/seed50788_step24_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed50788_step24_timestep1_actionOutput.png
50800.0,56.0,87.0,1.25,9.63,54.6,9.43,8.0,50.8,-309.0,25.0,15.6,11.3,10.1,12.4,11.6,sae_analysis/out/env_imgs/seed50788_step56_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed50788_step56_timestep12_actionOutput.png
10300.0,168.0,79.0,1.25,14.2,59.2,2.54,8.0,-147.0,-102.0,17.8,13.0,15.4,13.9,15.0,13.3,sae_analysis/out/env_imgs/seed10301_step168_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed10301_step168_timestep20_actionOutput.png
50800.0,56.0,85.0,1.23,9.63,54.6,9.43,8.0,72.6,47.0,33.6,28.1,12.2,13.9,13.0,13.8,sae_analysis/out/env_imgs/seed50788_step56_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed50788_step56_timestep14_actionOutput.png
23200.0,144.0,70.0,1.23,29.6,74.6,4.91,0.0,106.0,116.0,25.7,30.2,28.4,28.3,27.2,27.0,sae_analysis/out/env_imgs/seed23167_step144_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed23167_step144_timestep29_actionOutput.png
23200.0,136.0,81.0,1.22,29.6,74.6,4.91,0.0,-101.0,-64.6,33.5,32.7,14.8,14.2,14.1,12.6,sae_analysis/out/env_imgs/seed23167_step136_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed23167_step136_timestep18_actionOutput.png
23200.0,144.0,63.0,1.21,29.6,74.6,4.91,0.0,-234.0,-227.0,15.2,12.8,32.6,36.1,31.5,34.9,sae_analysis/out/env_imgs/seed23167_step144_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed23167_step144_timestep36_actionOutput.png
10300.0,168.0,77.0,1.21,14.2,59.2,2.54,8.0,-92.6,-130.0,22.5,24.7,18.2,19.5,18.0,18.8,sae_analysis/out/env_imgs/seed10301_step168_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed10301_step168_timestep22_actionOutput.png
23200.0,136.0,80.0,1.2,29.6,74.6,4.91,0.0,-108.0,-101.0,42.5,33.5,17.8,14.8,17.5,14.1,sae_analysis/out/env_imgs/seed23167_step136_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed23167_step136_timestep19_actionOutput.png
10300.0,168.0,76.0,1.19,14.2,59.2,2.54,8.0,-12.7,-92.6,22.8,22.5,18.0,18.2,17.9,18.0,sae_analysis/out/env_imgs/seed10301_step168_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed10301_step168_timestep23_actionOutput.png
50800.0,56.0,90.0,1.19,9.63,54.6,9.43,8.0,-328.0,36.4,22.0,27.6,9.47,9.18,11.3,12.6,sae_analysis/out/env_imgs/seed50788_step56_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed50788_step56_timestep9_actionOutput.png
23200.0,112.0,77.0,1.17,51.8,96.8,4.56,2.0,-230.0,-119.0,2.25,2.32,16.2,17.9,17.0,18.8,sae_analysis/out/env_imgs/seed23167_step112_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed23167_step112_timestep22_actionOutput.png
23200.0,136.0,78.0,1.15,29.6,74.6,4.91,0.0,-111.0,-108.0,38.6,40.0,20.9,18.1,19.5,17.4,sae_analysis/out/env_imgs/seed23167_step136_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed23167_step136_timestep21_actionOutput.png
23200.0,136.0,76.0,1.15,29.6,74.6,4.91,0.0,290.0,278.0,49.9,43.9,24.8,23.9,24.0,22.9,sae_analysis/out/env_imgs/seed23167_step136_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed23167_step136_timestep23_actionOutput.png
10300.0,168.0,75.0,1.14,14.2,59.2,2.54,8.0,-16.7,-12.7,25.1,22.8,18.0,18.0,17.7,17.9,sae_analysis/out/env_imgs/seed10301_step168_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed10301_step168_timestep24_actionOutput.png
10300.0,160.0,82.0,1.14,17.0,62.0,16.9,8.0,42.2,-18.5,26.4,24.2,12.5,12.0,18.8,17.9,sae_analysis/out/env_imgs/seed10301_step160_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed10301_step160_timestep17_actionOutput.png
