seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
45400.0,32.0,99.0,1.72,-16.3,28.7,23.5,2.0,-85.0,-60.1,14.2,12.9,18.8,18.8,39.8,39.7,sae_analysis/out/env_imgs/seed45429_step32_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed45429_step32_timestep0_actionOutput.png
84100.0,40.0,99.0,1.67,-17.1,27.9,17.6,2.0,103.0,-85.8,11.1,11.1,16.5,17.0,29.5,29.8,sae_analysis/out/env_imgs/seed84098_step40_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed84098_step40_timestep0_actionOutput.png
45400.0,40.0,99.0,1.63,-16.3,28.7,23.5,2.0,-272.0,-268.0,6.73,7.7,12.3,12.1,35.2,35.0,sae_analysis/out/env_imgs/seed45429_step40_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed45429_step40_timestep0_actionOutput.png
86200.0,24.0,99.0,1.44,98.2,143.0,19.4,0.0,-97.9,-62.7,19.3,18.3,24.2,24.7,40.0,40.5,sae_analysis/out/env_imgs/seed86172_step24_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed86172_step24_timestep0_actionOutput.png
30600.0,16.0,98.0,1.42,2.38,47.4,23.1,2.0,56.7,-62.6,18.5,15.5,19.0,18.5,41.6,41.2,sae_analysis/out/env_imgs/seed30636_step16_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30636_step16_timestep1_actionOutput.png
45400.0,32.0,97.0,1.42,-16.3,28.7,23.5,2.0,-27.9,-116.0,14.4,13.5,19.2,19.3,39.8,40.3,sae_analysis/out/env_imgs/seed45429_step32_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed45429_step32_timestep2_actionOutput.png
84100.0,48.0,90.0,1.37,-17.1,27.9,17.6,2.0,-100.0,-51.9,16.7,18.6,13.1,11.4,28.1,27.0,sae_analysis/out/env_imgs/seed84098_step48_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed84098_step48_timestep9_actionOutput.png
45400.0,40.0,94.0,1.36,-16.3,28.7,23.5,2.0,-221.0,-224.0,14.2,16.0,13.8,12.9,36.0,35.1,sae_analysis/out/env_imgs/seed45429_step40_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed45429_step40_timestep5_actionOutput.png
30600.0,16.0,99.0,1.35,2.38,47.4,23.1,2.0,-62.6,-83.3,15.5,16.4,18.5,18.5,41.2,41.2,sae_analysis/out/env_imgs/seed30636_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30636_step16_timestep0_actionOutput.png
45400.0,40.0,92.0,1.31,-16.3,28.7,23.5,2.0,-193.0,-210.0,16.2,14.0,12.6,13.3,34.4,35.5,sae_analysis/out/env_imgs/seed45429_step40_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed45429_step40_timestep7_actionOutput.png
