seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
33500.0,48.0,87.0,1.02,-85.2,-40.2,32.4,5.0,14.6,32.7,24.2,20.1,17.3,14.7,41.9,40.9,sae_analysis/out/env_imgs/seed33539_step48_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed33539_step48_timestep12_actionOutput.png
33500.0,56.0,99.0,0.942,-82.8,-37.8,32.3,5.0,-256.0,-259.0,7.5,7.86,5.32,4.65,37.2,36.3,sae_analysis/out/env_imgs/seed33539_step56_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed33539_step56_timestep0_actionOutput.png
33500.0,48.0,99.0,0.93,-85.2,-40.2,32.4,5.0,85.5,37.3,4.67,3.63,10.5,10.4,42.0,42.0,sae_analysis/out/env_imgs/seed33539_step48_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed33539_step48_timestep0_actionOutput.png
33500.0,56.0,98.0,0.871,-82.8,-37.8,32.3,5.0,-143.0,-256.0,9.56,7.5,6.12,5.32,37.7,37.2,sae_analysis/out/env_imgs/seed33539_step56_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed33539_step56_timestep1_actionOutput.png
33500.0,56.0,91.0,0.838,-82.8,-37.8,32.3,5.0,-54.3,-82.0,13.2,8.13,11.0,10.6,39.1,39.0,sae_analysis/out/env_imgs/seed33539_step56_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed33539_step56_timestep8_actionOutput.png
33500.0,56.0,95.0,0.813,-82.8,-37.8,32.3,5.0,4.08,-173.0,4.7,4.07,7.8,5.7,39.0,37.1,sae_analysis/out/env_imgs/seed33539_step56_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed33539_step56_timestep4_actionOutput.png
33500.0,56.0,96.0,0.79,-82.8,-37.8,32.3,5.0,-173.0,-226.0,4.07,9.4,5.7,6.41,37.1,38.0,sae_analysis/out/env_imgs/seed33539_step56_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed33539_step56_timestep3_actionOutput.png
33500.0,56.0,92.0,0.779,-82.8,-37.8,32.3,5.0,-82.0,-101.0,8.13,2.56,10.6,10.2,39.0,39.8,sae_analysis/out/env_imgs/seed33539_step56_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed33539_step56_timestep7_actionOutput.png
86200.0,88.0,10.0,0.775,16.3,61.3,5.78,8.0,-14.0,20.8,61.8,66.2,61.2,62.0,61.9,61.9,sae_analysis/out/env_imgs/seed86172_step88_timestep89_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep89_actionOutput.png
33500.0,56.0,94.0,0.763,-82.8,-37.8,32.3,5.0,18.5,4.08,3.13,4.7,7.99,7.8,39.3,39.0,sae_analysis/out/env_imgs/seed33539_step56_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed33539_step56_timestep5_actionOutput.png
