seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
98400.0,64.0,99.0,5.47,5.95,50.9,8.65,4.0,93.8,-96.0,5.46,7.34,22.5,22.4,31.1,30.9,sae_analysis/out/env_imgs/seed98355_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed98355_step64_timestep0_actionOutput.png
47100.0,136.0,97.0,5.44,5.31,50.3,6.39,4.0,60.8,-236.0,3.92,2.34,26.5,24.7,32.9,31.1,sae_analysis/out/env_imgs/seed47106_step136_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed47106_step136_timestep2_actionOutput.png
47100.0,136.0,94.0,5.21,5.31,50.3,6.39,4.0,-163.0,140.0,11.4,8.35,26.6,26.1,32.9,32.5,sae_analysis/out/env_imgs/seed47106_step136_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed47106_step136_timestep5_actionOutput.png
30600.0,120.0,88.0,5.17,3.09,48.1,4.89,4.0,-149.0,-165.0,21.4,22.2,21.9,21.2,26.2,25.7,sae_analysis/out/env_imgs/seed30608_step120_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed30608_step120_timestep11_actionOutput.png
47100.0,136.0,99.0,5.12,5.31,50.3,6.39,4.0,-176.0,101.0,5.25,4.17,24.2,23.9,30.5,30.2,sae_analysis/out/env_imgs/seed47106_step136_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47106_step136_timestep0_actionOutput.png
47100.0,136.0,93.0,5.1,5.31,50.3,6.39,4.0,5.33,-163.0,10.7,11.4,25.8,26.6,32.1,32.9,sae_analysis/out/env_imgs/seed47106_step136_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed47106_step136_timestep6_actionOutput.png
98400.0,64.0,98.0,5.07,5.95,50.9,8.65,4.0,-3.98,93.8,7.36,5.46,22.5,22.5,31.1,31.1,sae_analysis/out/env_imgs/seed98355_step64_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed98355_step64_timestep1_actionOutput.png
47100.0,136.0,92.0,5.04,5.31,50.3,6.39,4.0,-121.0,5.33,11.0,10.7,26.1,25.8,32.4,32.1,sae_analysis/out/env_imgs/seed47106_step136_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed47106_step136_timestep7_actionOutput.png
47100.0,136.0,95.0,5.04,5.31,50.3,6.39,4.0,140.0,118.0,8.35,8.47,26.1,27.1,32.5,33.5,sae_analysis/out/env_imgs/seed47106_step136_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed47106_step136_timestep4_actionOutput.png
98400.0,64.0,97.0,5.03,5.95,50.9,8.65,4.0,115.0,-3.98,6.61,7.36,21.7,22.5,30.3,31.1,sae_analysis/out/env_imgs/seed98355_step64_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed98355_step64_timestep2_actionOutput.png
