seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
27200.0,88.0,99.0,1.25,-3.44,41.6,12.3,4.0,-192.0,-156.0,6.51,5.27,15.9,16.1,28.0,28.2,sae_analysis/out/env_imgs/seed27242_step88_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed27242_step88_timestep0_actionOutput.png
30600.0,24.0,63.0,1.21,2.38,47.4,23.1,5.0,-175.0,-179.0,50.0,36.7,40.1,36.9,45.7,42.7,sae_analysis/out/env_imgs/seed30636_step24_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep36_actionOutput.png
30600.0,32.0,98.0,1.1,2.38,47.4,23.1,5.0,-62.4,-65.1,15.0,15.3,7.64,6.85,25.4,25.1,sae_analysis/out/env_imgs/seed30636_step32_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30636_step32_timestep1_actionOutput.png
30600.0,24.0,89.0,1.1,2.38,47.4,23.1,5.0,218.0,241.0,8.33,7.98,16.2,15.8,35.5,35.4,sae_analysis/out/env_imgs/seed30636_step24_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep10_actionOutput.png
30600.0,24.0,96.0,0.965,2.38,47.4,23.1,5.0,22.1,-37.4,14.8,12.2,12.8,12.7,34.3,34.3,sae_analysis/out/env_imgs/seed30636_step24_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep3_actionOutput.png
50800.0,8.0,96.0,0.964,-4.97,40.0,13.8,7.0,-57.2,-23.9,12.0,12.2,8.13,7.42,10.5,11.3,sae_analysis/out/env_imgs/seed50788_step8_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed50788_step8_timestep3_actionOutput.png
30600.0,24.0,81.0,0.958,2.38,47.4,23.1,5.0,133.0,155.0,18.0,21.5,22.2,22.0,38.4,38.1,sae_analysis/out/env_imgs/seed30636_step24_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep18_actionOutput.png
30600.0,24.0,87.0,0.925,2.38,47.4,23.1,5.0,192.0,222.0,10.5,8.33,17.6,14.9,37.4,35.0,sae_analysis/out/env_imgs/seed30636_step24_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep12_actionOutput.png
30600.0,24.0,80.0,0.895,2.38,47.4,23.1,5.0,-180.0,133.0,17.5,18.0,21.8,22.2,38.8,38.4,sae_analysis/out/env_imgs/seed30636_step24_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep19_actionOutput.png
30600.0,24.0,51.0,0.893,2.38,47.4,23.1,5.0,133.0,127.0,55.5,51.4,49.7,47.9,57.2,56.1,sae_analysis/out/env_imgs/seed30636_step24_timestep48_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep48_actionOutput.png
