seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
89200.0,24.0,88.0,0.992,-128.0,-82.8,20.5,4.0,-245.0,114.0,9.2,11.5,16.1,16.2,34.4,34.9,sae_analysis/out/env_imgs/seed89203_step24_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed89203_step24_timestep11_actionOutput.png
23200.0,0.0,61.0,0.866,132.0,177.0,23.2,0.0,-250.0,108.0,68.1,65.3,64.6,66.6,47.9,48.5,sae_analysis/out/env_imgs/seed23167_step0_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep38_actionOutput.png
25400.0,24.0,48.0,0.863,-173.0,-128.0,28.1,7.0,183.0,155.0,57.4,33.2,45.1,40.0,61.6,57.0,sae_analysis/out/env_imgs/seed25426_step24_timestep51_actionInput.png,sae_analysis/out/env_imgs/seed25426_step24_timestep51_actionOutput.png
23200.0,0.0,65.0,0.843,132.0,177.0,23.2,0.0,164.0,125.0,44.0,41.3,69.2,71.7,48.7,51.0,sae_analysis/out/env_imgs/seed23167_step0_timestep34_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep34_actionOutput.png
60600.0,0.0,96.0,0.84,-79.0,-34.0,22.8,1.0,-93.8,248.0,18.5,18.6,32.2,32.7,33.7,34.9,sae_analysis/out/env_imgs/seed60596_step0_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed60596_step0_timestep3_actionOutput.png
33500.0,0.0,91.0,0.826,-87.2,-42.2,32.5,4.0,133.0,244.0,28.1,18.4,57.1,56.3,37.9,37.3,sae_analysis/out/env_imgs/seed33539_step0_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep8_actionOutput.png
23200.0,0.0,77.0,0.825,132.0,177.0,23.2,0.0,-66.1,-98.4,13.0,15.5,70.5,65.9,49.4,44.5,sae_analysis/out/env_imgs/seed23167_step0_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep22_actionOutput.png
33500.0,0.0,45.0,0.809,-87.2,-42.2,32.5,4.0,7.15,-38.8,40.9,45.2,58.7,55.0,33.7,31.4,sae_analysis/out/env_imgs/seed33539_step0_timestep54_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep54_actionOutput.png
89200.0,24.0,53.0,0.804,-128.0,-82.8,20.5,4.0,132.0,188.0,34.4,35.1,24.6,25.6,41.7,39.0,sae_analysis/out/env_imgs/seed89203_step24_timestep46_actionInput.png,sae_analysis/out/env_imgs/seed89203_step24_timestep46_actionOutput.png
89200.0,16.0,73.0,0.804,-160.0,-115.0,18.9,4.0,-202.0,-191.0,32.4,32.5,25.6,22.0,34.5,31.4,sae_analysis/out/env_imgs/seed89203_step16_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed89203_step16_timestep26_actionOutput.png
89200.0,16.0,81.0,0.801,-160.0,-115.0,18.9,4.0,-243.0,-176.0,17.4,33.5,18.7,18.6,33.3,33.5,sae_analysis/out/env_imgs/seed89203_step16_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed89203_step16_timestep18_actionOutput.png
98400.0,8.0,33.0,0.797,-15.7,29.3,14.6,1.0,84.7,87.5,120.0,104.0,59.7,55.8,53.3,49.6,sae_analysis/out/env_imgs/seed98355_step8_timestep66_actionInput.png,sae_analysis/out/env_imgs/seed98355_step8_timestep66_actionOutput.png
25400.0,24.0,46.0,0.794,-173.0,-128.0,28.1,7.0,187.0,170.0,55.0,59.0,53.5,51.8,67.6,66.0,sae_analysis/out/env_imgs/seed25426_step24_timestep53_actionInput.png,sae_analysis/out/env_imgs/seed25426_step24_timestep53_actionOutput.png
23200.0,0.0,69.0,0.788,132.0,177.0,23.2,0.0,-72.5,240.0,24.0,28.1,74.7,77.0,54.9,57.0,sae_analysis/out/env_imgs/seed23167_step0_timestep30_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep30_actionOutput.png
11400.0,80.0,64.0,0.787,-118.0,-72.6,22.6,7.0,19.0,-6.89,22.6,22.1,33.2,30.6,36.4,35.4,sae_analysis/out/env_imgs/seed11446_step80_timestep35_actionInput.png,sae_analysis/out/env_imgs/seed11446_step80_timestep35_actionOutput.png
60600.0,0.0,95.0,0.772,-79.0,-34.0,22.8,1.0,-54.6,-93.8,16.7,18.5,31.6,32.2,33.6,33.7,sae_analysis/out/env_imgs/seed60596_step0_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed60596_step0_timestep4_actionOutput.png
33500.0,0.0,76.0,0.771,-87.2,-42.2,32.5,4.0,16.7,10.1,40.5,47.9,60.6,60.0,42.7,42.1,sae_analysis/out/env_imgs/seed33539_step0_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep23_actionOutput.png
