seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
11400.0,88.0,99.0,4.1,-118.0,-72.6,22.6,4.0,1.47,-176.0,9.18,8.07,23.0,22.7,37.3,37.2,sae_analysis/out/env_imgs/seed11446_step88_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed11446_step88_timestep0_actionOutput.png
11400.0,88.0,97.0,3.8,-118.0,-72.6,22.6,4.0,-218.0,-232.0,5.56,9.6,22.6,22.5,36.9,36.9,sae_analysis/out/env_imgs/seed11446_step88_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed11446_step88_timestep2_actionOutput.png
11400.0,88.0,98.0,3.75,-118.0,-72.6,22.6,4.0,-232.0,1.47,9.6,9.18,22.5,23.0,36.9,37.3,sae_analysis/out/env_imgs/seed11446_step88_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed11446_step88_timestep1_actionOutput.png
40000.0,80.0,98.0,3.73,23.9,68.9,32.2,1.0,-268.0,-287.0,9.4,9.08,12.8,12.3,44.5,44.2,sae_analysis/out/env_imgs/seed40021_step80_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed40021_step80_timestep1_actionOutput.png
40000.0,72.0,99.0,3.63,23.9,68.9,32.2,1.0,105.0,118.0,8.2,7.62,14.9,15.0,46.7,46.9,sae_analysis/out/env_imgs/seed40021_step72_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed40021_step72_timestep0_actionOutput.png
40000.0,64.0,99.0,3.59,-2.3,42.7,30.0,1.0,-103.0,-89.6,15.1,14.0,14.6,14.7,43.8,44.0,sae_analysis/out/env_imgs/seed40021_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed40021_step64_timestep0_actionOutput.png
11400.0,88.0,94.0,3.58,-118.0,-72.6,22.6,4.0,-72.1,-126.0,16.5,12.6,22.1,22.5,35.0,35.8,sae_analysis/out/env_imgs/seed11446_step88_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed11446_step88_timestep5_actionOutput.png
90300.0,16.0,99.0,3.56,46.5,91.5,17.3,8.0,-63.9,93.6,12.2,11.4,18.3,18.1,35.0,34.9,sae_analysis/out/env_imgs/seed90283_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep0_actionOutput.png
90300.0,192.0,99.0,3.51,6.54,51.5,14.6,4.0,130.0,145.0,5.26,7.47,19.3,19.1,28.5,28.3,sae_analysis/out/env_imgs/seed90283_step192_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed90283_step192_timestep0_actionOutput.png
90300.0,16.0,96.0,3.43,46.5,91.5,17.3,8.0,198.0,-130.0,13.4,13.8,19.9,19.3,36.2,35.7,sae_analysis/out/env_imgs/seed90283_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep3_actionOutput.png
90300.0,16.0,94.0,3.37,46.5,91.5,17.3,8.0,-103.0,-139.0,12.6,16.9,21.5,21.7,38.1,38.0,sae_analysis/out/env_imgs/seed90283_step16_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep5_actionOutput.png
55500.0,16.0,99.0,3.35,70.0,115.0,13.5,8.0,-207.0,-192.0,12.0,9.99,16.2,16.3,29.2,29.3,sae_analysis/out/env_imgs/seed55531_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed55531_step16_timestep0_actionOutput.png
90300.0,16.0,93.0,3.33,46.5,91.5,17.3,8.0,-62.1,-103.0,17.2,12.6,21.1,21.5,37.4,38.1,sae_analysis/out/env_imgs/seed90283_step16_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep6_actionOutput.png
90300.0,16.0,98.0,3.32,46.5,91.5,17.3,8.0,-165.0,-63.9,11.0,12.2,19.0,18.3,35.5,35.0,sae_analysis/out/env_imgs/seed90283_step16_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep1_actionOutput.png
40000.0,64.0,98.0,3.31,-2.3,42.7,30.0,1.0,-31.3,-103.0,19.7,15.1,15.4,14.6,44.5,43.8,sae_analysis/out/env_imgs/seed40021_step64_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed40021_step64_timestep1_actionOutput.png
11400.0,88.0,95.0,3.29,-118.0,-72.6,22.6,4.0,-126.0,113.0,12.6,9.72,22.5,22.6,35.8,36.9,sae_analysis/out/env_imgs/seed11446_step88_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed11446_step88_timestep4_actionOutput.png
40000.0,72.0,98.0,3.28,23.9,68.9,32.2,1.0,76.3,105.0,9.42,8.2,14.6,14.9,46.6,46.7,sae_analysis/out/env_imgs/seed40021_step72_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed40021_step72_timestep1_actionOutput.png
90300.0,16.0,97.0,3.25,46.5,91.5,17.3,8.0,-130.0,-165.0,13.8,11.0,19.3,19.0,35.7,35.5,sae_analysis/out/env_imgs/seed90283_step16_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep2_actionOutput.png
90300.0,16.0,95.0,3.23,46.5,91.5,17.3,8.0,-139.0,198.0,16.9,13.4,21.7,19.9,38.0,36.2,sae_analysis/out/env_imgs/seed90283_step16_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed90283_step16_timestep4_actionOutput.png
90300.0,192.0,98.0,3.23,6.54,51.5,14.6,4.0,150.0,130.0,6.15,5.26,19.2,19.3,28.9,28.5,sae_analysis/out/env_imgs/seed90283_step192_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed90283_step192_timestep1_actionOutput.png
