seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
86200.0,16.0,72.0,2.8,98.2,143.0,19.4,2.0,-181.0,-202.0,37.3,45.6,44.7,42.7,52.7,49.5,sae_analysis/out/env_imgs/seed86172_step16_timestep27_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep27_actionOutput.png
30600.0,8.0,96.0,2.71,2.38,47.4,23.1,8.0,-68.7,-56.9,22.9,26.6,18.9,19.4,37.7,38.4,sae_analysis/out/env_imgs/seed30636_step8_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed30636_step8_timestep3_actionOutput.png
45400.0,32.0,91.0,2.71,-16.3,28.7,23.5,2.0,123.0,144.0,17.7,14.1,22.6,22.2,41.8,41.7,sae_analysis/out/env_imgs/seed45429_step32_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed45429_step32_timestep8_actionOutput.png
86200.0,16.0,74.0,2.7,98.2,143.0,19.4,2.0,-195.0,-219.0,51.6,47.9,43.6,47.2,50.0,53.5,sae_analysis/out/env_imgs/seed86172_step16_timestep25_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep25_actionOutput.png
49400.0,32.0,59.0,2.52,-155.0,-110.0,17.2,2.0,93.0,95.8,40.3,53.1,49.9,49.4,55.7,55.2,sae_analysis/out/env_imgs/seed49442_step32_timestep40_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep40_actionOutput.png
33000.0,8.0,91.0,2.5,-148.0,-103.0,23.2,1.0,-129.0,-136.0,31.1,26.2,23.4,21.6,39.0,36.9,sae_analysis/out/env_imgs/seed32990_step8_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed32990_step8_timestep8_actionOutput.png
84100.0,8.0,95.0,2.41,-56.6,-11.6,21.6,1.0,116.0,112.0,23.4,20.5,20.6,20.4,39.1,39.3,sae_analysis/out/env_imgs/seed84098_step8_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed84098_step8_timestep4_actionOutput.png
33500.0,136.0,99.0,2.39,1.16,46.2,7.2,5.0,-230.0,-211.0,23.4,23.8,15.9,15.5,16.3,15.7,sae_analysis/out/env_imgs/seed33539_step136_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed33539_step136_timestep0_actionOutput.png
30600.0,8.0,87.0,2.35,2.38,47.4,23.1,8.0,-12.7,-80.3,38.2,37.0,21.5,22.8,37.2,38.4,sae_analysis/out/env_imgs/seed30636_step8_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed30636_step8_timestep12_actionOutput.png
30600.0,24.0,66.0,2.35,2.38,47.4,23.1,5.0,-187.0,-197.0,26.0,16.6,35.7,32.9,43.2,40.9,sae_analysis/out/env_imgs/seed30636_step24_timestep33_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep33_actionOutput.png
92400.0,120.0,89.0,2.34,2.41,47.4,7.25,2.0,70.1,258.0,11.8,16.5,26.3,24.5,31.6,29.9,sae_analysis/out/env_imgs/seed92410_step120_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed92410_step120_timestep10_actionOutput.png
47100.0,88.0,99.0,2.3,9.64,54.6,8.47,2.0,-124.0,-127.0,23.7,23.2,24.2,24.1,29.4,29.3,sae_analysis/out/env_imgs/seed47106_step88_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47106_step88_timestep0_actionOutput.png
30600.0,16.0,80.0,2.29,2.38,47.4,23.1,2.0,45.0,-318.0,26.9,18.0,21.2,19.4,38.1,37.9,sae_analysis/out/env_imgs/seed30636_step16_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed30636_step16_timestep19_actionOutput.png
86200.0,16.0,67.0,2.28,98.2,143.0,19.4,2.0,-183.0,-195.0,56.3,67.8,48.1,46.9,53.0,51.6,sae_analysis/out/env_imgs/seed86172_step16_timestep32_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep32_actionOutput.png
54200.0,152.0,81.0,2.24,4.78,49.8,4.93,1.0,290.0,-19.7,56.1,57.8,32.7,30.4,31.3,29.2,sae_analysis/out/env_imgs/seed54206_step152_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed54206_step152_timestep18_actionOutput.png
86200.0,16.0,81.0,2.23,98.2,143.0,19.4,2.0,-225.0,-232.0,31.2,33.1,38.1,35.2,46.3,43.5,sae_analysis/out/env_imgs/seed86172_step16_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep18_actionOutput.png
60600.0,16.0,59.0,2.23,-79.0,-34.0,22.8,1.0,35.0,42.0,56.3,60.4,44.2,42.5,57.1,56.3,sae_analysis/out/env_imgs/seed60596_step16_timestep40_actionInput.png,sae_analysis/out/env_imgs/seed60596_step16_timestep40_actionOutput.png
86200.0,24.0,75.0,2.21,98.2,143.0,19.4,0.0,-220.0,-161.0,28.8,41.4,27.8,29.1,41.3,42.4,sae_analysis/out/env_imgs/seed86172_step24_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed86172_step24_timestep24_actionOutput.png
86200.0,16.0,77.0,2.21,98.2,143.0,19.4,2.0,-243.0,-248.0,55.5,52.7,43.2,42.0,49.8,49.5,sae_analysis/out/env_imgs/seed86172_step16_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep22_actionOutput.png
49400.0,32.0,41.0,2.19,-155.0,-110.0,17.2,2.0,58.1,57.3,52.5,56.4,65.3,64.0,68.5,65.8,sae_analysis/out/env_imgs/seed49442_step32_timestep58_actionInput.png,sae_analysis/out/env_imgs/seed49442_step32_timestep58_actionOutput.png
