seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
60600.0,200.0,44.0,1.22,12.2,57.2,6.49,4.0,-173.0,-202.0,19.3,30.1,35.3,34.8,37.2,36.7,sae_analysis/out/env_imgs/seed60596_step200_timestep55_actionInput.png,sae_analysis/out/env_imgs/seed60596_step200_timestep55_actionOutput.png
30400.0,160.0,88.0,1.2,-2.9,42.1,6.34,2.0,-312.0,-4.94,24.3,19.2,14.5,14.9,16.0,16.7,sae_analysis/out/env_imgs/seed30449_step160_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed30449_step160_timestep11_actionOutput.png
27200.0,136.0,63.0,1.13,4.73,49.7,5.69,0.0,154.0,163.0,37.2,24.8,22.4,22.1,22.6,22.4,sae_analysis/out/env_imgs/seed27242_step136_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed27242_step136_timestep36_actionOutput.png
55500.0,160.0,93.0,1.13,3.08,48.1,4.91,6.0,50.9,-0.709,13.6,13.5,9.17,8.48,12.9,12.5,sae_analysis/out/env_imgs/seed55531_step160_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed55531_step160_timestep6_actionOutput.png
98400.0,88.0,60.0,1.1,3.95,48.9,4.03,4.0,-49.0,55.6,55.8,53.5,30.0,32.9,31.8,34.9,sae_analysis/out/env_imgs/seed98355_step88_timestep39_actionInput.png,sae_analysis/out/env_imgs/seed98355_step88_timestep39_actionOutput.png
55500.0,160.0,86.0,1.1,3.08,48.1,4.91,6.0,191.0,172.0,7.22,12.1,14.5,14.0,15.9,16.1,sae_analysis/out/env_imgs/seed55531_step160_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed55531_step160_timestep13_actionOutput.png
90300.0,88.0,89.0,1.08,4.74,49.7,6.41,8.0,41.2,77.5,9.66,6.64,14.3,14.9,10.0,9.73,sae_analysis/out/env_imgs/seed90283_step88_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed90283_step88_timestep10_actionOutput.png
60600.0,128.0,81.0,1.08,-0.206,44.8,4.46,2.0,-97.5,-141.0,25.7,23.9,30.1,29.8,31.7,31.8,sae_analysis/out/env_imgs/seed60596_step128_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed60596_step128_timestep18_actionOutput.png
30600.0,64.0,78.0,1.07,-1.6,43.4,4.11,2.0,-1.65,-10.5,12.9,6.05,20.6,20.9,20.9,20.8,sae_analysis/out/env_imgs/seed30636_step64_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed30636_step64_timestep21_actionOutput.png
90300.0,160.0,85.0,1.07,5.73,50.7,4.21,2.0,49.0,67.2,34.8,29.8,19.0,19.1,15.9,16.0,sae_analysis/out/env_imgs/seed90318_step160_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed90318_step160_timestep14_actionOutput.png
78500.0,136.0,49.0,1.06,-0.303,44.7,3.79,4.0,-73.1,-64.1,45.1,51.8,31.7,33.1,32.3,33.1,sae_analysis/out/env_imgs/seed78540_step136_timestep50_actionInput.png,sae_analysis/out/env_imgs/seed78540_step136_timestep50_actionOutput.png
33000.0,128.0,96.0,1.06,-0.431,44.6,5.42,8.0,-197.0,-262.0,11.2,11.7,9.62,9.96,6.35,6.59,sae_analysis/out/env_imgs/seed32990_step128_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed32990_step128_timestep3_actionOutput.png
47100.0,112.0,89.0,1.06,8.91,53.9,7.54,5.0,87.5,72.5,26.2,22.6,10.6,10.4,14.2,14.0,sae_analysis/out/env_imgs/seed47106_step112_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed47106_step112_timestep10_actionOutput.png
29100.0,80.0,77.0,1.05,5.87,50.9,4.83,5.0,-88.0,-101.0,38.4,38.5,25.3,23.4,25.8,23.8,sae_analysis/out/env_imgs/seed29142_step80_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed29142_step80_timestep22_actionOutput.png
50800.0,104.0,39.0,1.05,3.19,48.2,5.27,7.0,-3.15,13.2,21.2,8.55,25.5,26.6,26.7,28.3,sae_analysis/out/env_imgs/seed50788_step104_timestep60_actionInput.png,sae_analysis/out/env_imgs/seed50788_step104_timestep60_actionOutput.png
27200.0,120.0,65.0,1.04,5.77,50.8,5.68,5.0,226.0,206.0,19.6,2.3,25.0,24.5,26.0,25.3,sae_analysis/out/env_imgs/seed27242_step120_timestep34_actionInput.png,sae_analysis/out/env_imgs/seed27242_step120_timestep34_actionOutput.png
29100.0,80.0,89.0,1.04,5.87,50.9,4.83,5.0,-90.1,-58.4,22.0,18.0,12.9,12.5,13.6,14.0,sae_analysis/out/env_imgs/seed29142_step80_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed29142_step80_timestep10_actionOutput.png
92400.0,120.0,70.0,1.04,2.41,47.4,7.25,2.0,99.4,-270.0,66.3,57.8,26.0,22.3,30.2,26.9,sae_analysis/out/env_imgs/seed92410_step120_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed92410_step120_timestep29_actionOutput.png
84100.0,200.0,62.0,1.04,-4.55,40.4,6.56,2.0,-156.0,-216.0,34.2,34.2,28.3,29.0,32.5,32.9,sae_analysis/out/env_imgs/seed84098_step200_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed84098_step200_timestep37_actionOutput.png
84100.0,104.0,68.0,1.03,5.51,50.5,4.54,6.0,14.8,41.9,25.3,23.4,22.3,20.2,23.1,20.9,sae_analysis/out/env_imgs/seed84098_step104_timestep31_actionInput.png,sae_analysis/out/env_imgs/seed84098_step104_timestep31_actionOutput.png
