seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
10300.0,144.0,99.0,2.5,27.1,72.1,27.8,1.0,24.1,-18.8,20.8,19.4,14.1,13.2,40.8,39.9,sae_analysis/out/env_imgs/seed10301_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed10301_step144_timestep0_actionOutput.png
10300.0,144.0,97.0,2.48,27.1,72.1,27.8,1.0,-305.0,21.3,24.9,25.7,15.1,14.9,41.9,41.6,sae_analysis/out/env_imgs/seed10301_step144_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed10301_step144_timestep2_actionOutput.png
47100.0,48.0,98.0,2.44,14.0,59.0,31.4,6.0,233.0,225.0,33.2,34.2,21.3,20.6,40.2,39.3,sae_analysis/out/env_imgs/seed47106_step48_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed47106_step48_timestep1_actionOutput.png
10300.0,144.0,95.0,2.32,27.1,72.1,27.8,1.0,-269.0,-280.0,17.6,20.6,16.0,14.9,42.9,41.8,sae_analysis/out/env_imgs/seed10301_step144_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed10301_step144_timestep4_actionOutput.png
50800.0,32.0,99.0,2.29,11.0,56.0,11.3,1.0,219.0,212.0,14.9,16.1,24.3,24.2,33.4,33.2,sae_analysis/out/env_imgs/seed50788_step32_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep0_actionOutput.png
47100.0,48.0,96.0,2.03,14.0,59.0,31.4,6.0,229.0,215.0,36.2,36.0,21.5,22.4,39.6,40.5,sae_analysis/out/env_imgs/seed47106_step48_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed47106_step48_timestep3_actionOutput.png
50800.0,32.0,97.0,2.03,11.0,56.0,11.3,1.0,157.0,-121.0,13.5,15.9,25.0,24.4,34.2,33.4,sae_analysis/out/env_imgs/seed50788_step32_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep2_actionOutput.png
10300.0,144.0,98.0,2.02,27.1,72.1,27.8,1.0,21.3,24.1,25.7,20.8,14.9,14.1,41.6,40.8,sae_analysis/out/env_imgs/seed10301_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed10301_step144_timestep1_actionOutput.png
50800.0,32.0,94.0,1.97,11.0,56.0,11.3,1.0,62.2,75.5,14.9,12.6,23.5,24.3,32.3,33.2,sae_analysis/out/env_imgs/seed50788_step32_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep5_actionOutput.png
23200.0,0.0,98.0,1.94,132.0,177.0,23.2,0.0,-279.0,-206.0,8.96,9.03,57.9,57.1,35.7,34.9,sae_analysis/out/env_imgs/seed23167_step0_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep1_actionOutput.png
