seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
30400.0,136.0,98.0,1.87,-3.58,41.4,6.42,7.0,273.0,283.0,16.1,13.9,21.5,21.4,26.8,26.9,sae_analysis/out/env_imgs/seed30449_step136_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30449_step136_timestep1_actionOutput.png
52800.0,144.0,99.0,1.87,0.246,45.2,10.7,4.0,-170.0,-224.0,7.12,8.46,23.2,23.3,33.9,33.9,sae_analysis/out/env_imgs/seed52752_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed52752_step144_timestep0_actionOutput.png
52800.0,144.0,96.0,1.85,0.246,45.2,10.7,4.0,-65.1,-89.9,5.61,4.2,22.4,22.8,33.0,33.4,sae_analysis/out/env_imgs/seed52752_step144_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed52752_step144_timestep3_actionOutput.png
52800.0,144.0,97.0,1.84,0.246,45.2,10.7,4.0,-89.9,8.28,4.2,5.98,22.8,23.3,33.4,33.9,sae_analysis/out/env_imgs/seed52752_step144_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed52752_step144_timestep2_actionOutput.png
44600.0,152.0,98.0,1.82,-2.18,42.8,5.2,7.0,-84.6,-124.0,11.0,9.42,17.7,17.8,22.5,22.6,sae_analysis/out/env_imgs/seed44578_step152_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed44578_step152_timestep1_actionOutput.png
30400.0,136.0,99.0,1.81,-3.58,41.4,6.42,7.0,283.0,291.0,13.9,13.4,21.4,20.9,26.9,26.3,sae_analysis/out/env_imgs/seed30449_step136_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30449_step136_timestep0_actionOutput.png
44600.0,152.0,99.0,1.8,-2.18,42.8,5.2,7.0,-124.0,132.0,9.42,8.55,17.8,17.8,22.6,22.7,sae_analysis/out/env_imgs/seed44578_step152_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed44578_step152_timestep0_actionOutput.png
52800.0,144.0,95.0,1.8,0.246,45.2,10.7,4.0,-96.7,-65.1,6.71,5.61,23.1,22.4,33.7,33.0,sae_analysis/out/env_imgs/seed52752_step144_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed52752_step144_timestep4_actionOutput.png
52800.0,144.0,98.0,1.77,0.246,45.2,10.7,4.0,8.28,-170.0,5.98,7.12,23.3,23.2,33.9,33.9,sae_analysis/out/env_imgs/seed52752_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed52752_step144_timestep1_actionOutput.png
30400.0,136.0,96.0,1.76,-3.58,41.4,6.42,7.0,281.0,293.0,15.3,14.1,22.3,22.2,27.6,27.6,sae_analysis/out/env_imgs/seed30449_step136_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed30449_step136_timestep3_actionOutput.png
60600.0,192.0,96.0,1.75,8.57,53.6,6.56,6.0,79.6,58.1,26.4,24.2,18.8,17.8,24.7,23.7,sae_analysis/out/env_imgs/seed60596_step192_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed60596_step192_timestep3_actionOutput.png
44600.0,152.0,97.0,1.73,-2.18,42.8,5.2,7.0,-130.0,-84.6,10.2,11.0,18.6,17.7,23.4,22.5,sae_analysis/out/env_imgs/seed44578_step152_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed44578_step152_timestep2_actionOutput.png
60600.0,192.0,97.0,1.73,8.57,53.6,6.56,6.0,58.1,100.0,24.2,21.5,17.8,17.2,23.7,23.1,sae_analysis/out/env_imgs/seed60596_step192_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed60596_step192_timestep2_actionOutput.png
30400.0,136.0,95.0,1.71,-3.58,41.4,6.42,7.0,306.0,281.0,16.0,15.3,23.1,22.3,28.4,27.6,sae_analysis/out/env_imgs/seed30449_step136_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed30449_step136_timestep4_actionOutput.png
30400.0,136.0,97.0,1.7,-3.58,41.4,6.42,7.0,293.0,273.0,14.1,16.1,22.2,21.5,27.6,26.8,sae_analysis/out/env_imgs/seed30449_step136_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed30449_step136_timestep2_actionOutput.png
60600.0,192.0,99.0,1.69,8.57,53.6,6.56,6.0,97.6,87.2,16.9,16.3,17.0,17.1,23.1,23.3,sae_analysis/out/env_imgs/seed60596_step192_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed60596_step192_timestep0_actionOutput.png
44600.0,128.0,99.0,1.67,-2.18,42.8,5.2,6.0,-8.39,-314.0,12.7,10.0,13.2,13.2,16.1,16.0,sae_analysis/out/env_imgs/seed44578_step128_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed44578_step128_timestep0_actionOutput.png
60600.0,192.0,98.0,1.67,8.57,53.6,6.56,6.0,100.0,97.6,21.5,16.9,17.2,17.0,23.1,23.1,sae_analysis/out/env_imgs/seed60596_step192_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed60596_step192_timestep1_actionOutput.png
60600.0,192.0,94.0,1.64,8.57,53.6,6.56,6.0,31.7,67.5,30.3,25.9,18.9,19.3,24.8,25.2,sae_analysis/out/env_imgs/seed60596_step192_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed60596_step192_timestep5_actionOutput.png
52800.0,144.0,94.0,1.64,0.246,45.2,10.7,4.0,-83.7,-96.7,8.46,6.71,23.4,23.1,34.0,33.7,sae_analysis/out/env_imgs/seed52752_step144_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed52752_step144_timestep5_actionOutput.png
