seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
95800.0,8.0,85.0,2.22,-189.0,-144.0,22.9,2.0,12.3,22.2,44.3,22.4,20.7,22.3,40.2,42.5,sae_analysis/out/env_imgs/seed95830_step8_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep14_actionOutput.png
95800.0,8.0,95.0,2.15,-189.0,-144.0,22.9,2.0,-147.0,183.0,28.0,26.4,19.6,19.1,40.6,40.3,sae_analysis/out/env_imgs/seed95830_step8_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep4_actionOutput.png
95800.0,8.0,98.0,2.14,-189.0,-144.0,22.9,2.0,225.0,-135.0,21.3,22.1,18.4,18.5,39.8,39.9,sae_analysis/out/env_imgs/seed95830_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep1_actionOutput.png
49400.0,8.0,82.0,2.08,-151.0,-106.0,25.3,4.0,-96.6,-193.0,22.0,20.0,18.9,17.9,41.8,41.6,sae_analysis/out/env_imgs/seed49442_step8_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep17_actionOutput.png
49400.0,8.0,79.0,2.07,-151.0,-106.0,25.3,4.0,-93.4,-102.0,28.8,24.9,20.5,20.0,40.6,40.8,sae_analysis/out/env_imgs/seed49442_step8_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep20_actionOutput.png
95800.0,8.0,79.0,2.06,-189.0,-144.0,22.9,2.0,-34.8,-28.7,67.2,72.1,29.9,29.5,48.3,48.0,sae_analysis/out/env_imgs/seed95830_step8_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep20_actionOutput.png
49400.0,8.0,83.0,2.02,-151.0,-106.0,25.3,4.0,-193.0,-193.0,20.0,26.8,17.9,18.9,41.6,41.3,sae_analysis/out/env_imgs/seed49442_step8_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep16_actionOutput.png
95800.0,8.0,88.0,1.99,-189.0,-144.0,22.9,2.0,-28.0,-49.1,27.0,28.3,21.4,20.8,42.1,42.0,sae_analysis/out/env_imgs/seed95830_step8_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep11_actionOutput.png
95800.0,8.0,87.0,1.99,-189.0,-144.0,22.9,2.0,-9.69,-28.0,26.8,27.0,23.6,21.4,43.5,42.1,sae_analysis/out/env_imgs/seed95830_step8_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep12_actionOutput.png
95800.0,8.0,77.0,1.99,-189.0,-144.0,22.9,2.0,-10.7,-27.3,79.9,81.6,33.6,31.7,50.4,48.5,sae_analysis/out/env_imgs/seed95830_step8_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep22_actionOutput.png
95800.0,8.0,89.0,1.98,-189.0,-144.0,22.9,2.0,-49.1,-63.5,28.3,31.3,20.8,21.9,42.0,42.8,sae_analysis/out/env_imgs/seed95830_step8_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep10_actionOutput.png
95800.0,8.0,96.0,1.9,-189.0,-144.0,22.9,2.0,183.0,181.0,26.4,20.8,19.1,18.7,40.3,39.9,sae_analysis/out/env_imgs/seed95830_step8_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep3_actionOutput.png
95800.0,8.0,83.0,1.89,-189.0,-144.0,22.9,2.0,14.6,14.7,73.5,59.0,28.0,24.0,45.6,42.4,sae_analysis/out/env_imgs/seed95830_step8_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep16_actionOutput.png
95800.0,8.0,82.0,1.89,-189.0,-144.0,22.9,2.0,21.4,14.6,72.6,73.5,28.0,28.0,46.7,45.6,sae_analysis/out/env_imgs/seed95830_step8_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep17_actionOutput.png
95800.0,8.0,80.0,1.88,-189.0,-144.0,22.9,2.0,-28.7,8.73,72.1,79.9,29.5,28.7,48.0,47.7,sae_analysis/out/env_imgs/seed95830_step8_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep19_actionOutput.png
95800.0,8.0,84.0,1.88,-189.0,-144.0,22.9,2.0,14.7,12.3,59.0,44.3,24.0,20.7,42.4,40.2,sae_analysis/out/env_imgs/seed95830_step8_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep15_actionOutput.png
49400.0,8.0,78.0,1.88,-151.0,-106.0,25.3,4.0,-50.1,-93.4,40.9,28.8,19.6,20.5,41.1,40.6,sae_analysis/out/env_imgs/seed49442_step8_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep21_actionOutput.png
49400.0,8.0,84.0,1.87,-151.0,-106.0,25.3,4.0,-193.0,-219.0,26.8,22.8,18.9,20.3,41.3,42.4,sae_analysis/out/env_imgs/seed49442_step8_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep15_actionOutput.png
95800.0,8.0,97.0,1.86,-189.0,-144.0,22.9,2.0,181.0,225.0,20.8,21.3,18.7,18.4,39.9,39.8,sae_analysis/out/env_imgs/seed95830_step8_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep2_actionOutput.png
49400.0,0.0,78.0,1.86,-151.0,-106.0,25.3,5.0,34.8,19.0,57.4,53.2,25.7,24.2,39.6,39.8,sae_analysis/out/env_imgs/seed49442_step0_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed49442_step0_timestep21_actionOutput.png
