seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
45400.0,16.0,91.0,4.48,-16.3,28.7,23.5,1.0,302.0,290.0,30.3,33.4,25.6,24.8,24.9,24.7,sae_analysis/out/env_imgs/seed45429_step16_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep8_actionOutput.png
45400.0,16.0,93.0,3.91,-16.3,28.7,23.5,1.0,280.0,250.0,31.6,31.6,24.3,24.8,24.8,24.7,sae_analysis/out/env_imgs/seed45429_step16_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep6_actionOutput.png
45400.0,16.0,92.0,3.87,-16.3,28.7,23.5,1.0,290.0,280.0,33.4,31.6,24.8,24.3,24.7,24.8,sae_analysis/out/env_imgs/seed45429_step16_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep7_actionOutput.png
45400.0,16.0,96.0,3.86,-16.3,28.7,23.5,1.0,-302.0,-309.0,30.1,29.6,25.3,25.4,25.3,25.5,sae_analysis/out/env_imgs/seed45429_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep3_actionOutput.png
45400.0,16.0,90.0,3.84,-16.3,28.7,23.5,1.0,318.0,302.0,36.6,30.3,26.7,25.6,24.3,24.9,sae_analysis/out/env_imgs/seed45429_step16_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep9_actionOutput.png
45400.0,16.0,99.0,3.81,-16.3,28.7,23.5,1.0,-258.0,-164.0,24.8,24.9,23.0,22.6,23.2,23.1,sae_analysis/out/env_imgs/seed45429_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep0_actionOutput.png
45400.0,16.0,83.0,3.78,-16.3,28.7,23.5,1.0,106.0,196.0,43.4,40.5,28.8,27.6,23.1,22.5,sae_analysis/out/env_imgs/seed45429_step16_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep16_actionOutput.png
84100.0,0.0,87.0,3.77,-56.6,-11.6,21.6,1.0,0.875,-107.0,13.9,20.5,21.6,21.4,25.6,23.7,sae_analysis/out/env_imgs/seed84098_step0_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed84098_step0_timestep12_actionOutput.png
45400.0,16.0,87.0,3.69,-16.3,28.7,23.5,1.0,145.0,168.0,39.9,40.3,28.7,29.5,26.7,26.4,sae_analysis/out/env_imgs/seed45429_step16_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep12_actionOutput.png
45400.0,16.0,82.0,3.69,-16.3,28.7,23.5,1.0,145.0,106.0,34.3,43.4,28.6,28.8,22.9,23.1,sae_analysis/out/env_imgs/seed45429_step16_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep17_actionOutput.png
45400.0,16.0,95.0,3.68,-16.3,28.7,23.5,1.0,116.0,-302.0,32.1,30.1,25.2,25.3,25.7,25.3,sae_analysis/out/env_imgs/seed45429_step16_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed45429_step16_timestep4_actionOutput.png
84100.0,0.0,93.0,3.66,-56.6,-11.6,21.6,1.0,126.0,-199.0,21.8,21.8,20.7,21.0,24.9,24.5,sae_analysis/out/env_imgs/seed84098_step0_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed84098_step0_timestep6_actionOutput.png
