seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
10300.0,16.0,98.0,2.62,-200.0,-155.0,17.0,4.0,94.0,141.0,8.17,12.5,20.1,20.1,26.2,26.1,sae_analysis/out/env_imgs/seed10301_step16_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep1_actionOutput.png
10300.0,16.0,91.0,2.6,-200.0,-155.0,17.0,4.0,-116.0,-122.0,3.88,4.92,21.0,20.6,27.4,27.0,sae_analysis/out/env_imgs/seed10301_step16_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep8_actionOutput.png
10300.0,16.0,97.0,2.59,-200.0,-155.0,17.0,4.0,71.5,94.0,3.69,8.17,20.2,20.1,26.8,26.2,sae_analysis/out/env_imgs/seed10301_step16_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep2_actionOutput.png
10300.0,16.0,95.0,2.58,-200.0,-155.0,17.0,4.0,107.0,38.4,5.46,4.68,20.2,21.0,26.4,27.5,sae_analysis/out/env_imgs/seed10301_step16_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep4_actionOutput.png
10300.0,16.0,92.0,2.56,-200.0,-155.0,17.0,4.0,-122.0,-25.2,4.92,2.18,20.6,21.4,27.0,28.4,sae_analysis/out/env_imgs/seed10301_step16_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep7_actionOutput.png
10300.0,16.0,89.0,2.56,-200.0,-155.0,17.0,4.0,186.0,197.0,2.47,7.18,24.2,21.4,30.0,27.7,sae_analysis/out/env_imgs/seed10301_step16_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep10_actionOutput.png
10300.0,16.0,90.0,2.55,-200.0,-155.0,17.0,4.0,197.0,-116.0,7.18,3.88,21.4,21.0,27.7,27.4,sae_analysis/out/env_imgs/seed10301_step16_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep9_actionOutput.png
10300.0,16.0,80.0,2.52,-200.0,-155.0,17.0,4.0,129.0,113.0,31.9,25.4,25.4,25.3,26.0,26.4,sae_analysis/out/env_imgs/seed10301_step16_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep19_actionOutput.png
10300.0,16.0,85.0,2.48,-200.0,-155.0,17.0,4.0,43.1,77.3,23.2,13.9,23.8,22.6,28.2,26.8,sae_analysis/out/env_imgs/seed10301_step16_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep14_actionOutput.png
10300.0,16.0,81.0,2.45,-200.0,-155.0,17.0,4.0,113.0,27.0,25.4,25.1,25.3,26.0,26.4,26.6,sae_analysis/out/env_imgs/seed10301_step16_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep18_actionOutput.png
10300.0,16.0,96.0,2.45,-200.0,-155.0,17.0,4.0,38.4,71.5,4.68,3.69,21.0,20.2,27.5,26.8,sae_analysis/out/env_imgs/seed10301_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep3_actionOutput.png
10300.0,16.0,94.0,2.45,-200.0,-155.0,17.0,4.0,57.9,107.0,6.13,5.46,21.7,20.2,28.0,26.4,sae_analysis/out/env_imgs/seed10301_step16_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep5_actionOutput.png
10300.0,16.0,93.0,2.42,-200.0,-155.0,17.0,4.0,-25.2,57.9,2.18,6.13,21.4,21.7,28.4,28.0,sae_analysis/out/env_imgs/seed10301_step16_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed10301_step16_timestep6_actionOutput.png
