seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
49400.0,8.0,92.0,6.23,-151.0,-106.0,25.3,4.0,-190.0,142.0,32.9,27.9,20.3,18.6,41.7,40.2,sae_analysis/out/env_imgs/seed49442_step8_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep7_actionOutput.png
49400.0,8.0,35.0,5.99,-151.0,-106.0,25.3,4.0,264.0,205.0,76.9,86.1,47.8,49.3,66.2,65.8,sae_analysis/out/env_imgs/seed49442_step8_timestep64_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep64_actionOutput.png
95800.0,8.0,98.0,5.96,-189.0,-144.0,22.9,2.0,225.0,-135.0,21.3,22.1,18.4,18.5,39.8,39.9,sae_analysis/out/env_imgs/seed95830_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep1_actionOutput.png
49400.0,8.0,94.0,5.93,-151.0,-106.0,25.3,4.0,70.3,77.6,22.1,20.6,17.7,16.8,39.6,39.1,sae_analysis/out/env_imgs/seed49442_step8_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep5_actionOutput.png
49400.0,8.0,41.0,5.84,-151.0,-106.0,25.3,4.0,-157.0,-152.0,63.0,64.4,41.4,40.4,59.6,56.9,sae_analysis/out/env_imgs/seed49442_step8_timestep58_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep58_actionOutput.png
29100.0,152.0,33.0,5.84,3.18,48.2,2.06,8.0,-264.0,-252.0,54.0,42.0,66.3,64.5,68.1,66.2,sae_analysis/out/env_imgs/seed29142_step152_timestep66_actionInput.png,sae_analysis/out/env_imgs/seed29142_step152_timestep66_actionOutput.png
92400.0,40.0,99.0,5.82,-71.1,-26.1,18.1,1.0,146.0,135.0,17.4,17.1,18.8,18.9,36.4,36.4,sae_analysis/out/env_imgs/seed92410_step40_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed92410_step40_timestep0_actionOutput.png
95800.0,8.0,80.0,5.81,-189.0,-144.0,22.9,2.0,-28.7,8.73,72.1,79.9,29.5,28.7,48.0,47.7,sae_analysis/out/env_imgs/seed95830_step8_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep19_actionOutput.png
95800.0,8.0,92.0,5.8,-189.0,-144.0,22.9,2.0,-81.7,-68.2,24.5,27.2,21.7,20.5,43.0,41.5,sae_analysis/out/env_imgs/seed95830_step8_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep7_actionOutput.png
23200.0,0.0,85.0,5.8,132.0,177.0,23.2,0.0,28.8,68.5,29.5,32.2,69.3,68.9,48.0,47.9,sae_analysis/out/env_imgs/seed23167_step0_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed23167_step0_timestep14_actionOutput.png
95800.0,8.0,64.0,5.79,-189.0,-144.0,22.9,2.0,-295.0,42.5,93.2,82.2,40.5,37.4,56.9,54.9,sae_analysis/out/env_imgs/seed95830_step8_timestep35_actionInput.png,sae_analysis/out/env_imgs/seed95830_step8_timestep35_actionOutput.png
10300.0,144.0,94.0,5.7,27.1,72.1,27.8,1.0,-134.0,-269.0,15.0,17.6,15.2,16.0,42.2,42.9,sae_analysis/out/env_imgs/seed10301_step144_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed10301_step144_timestep5_actionOutput.png
49400.0,8.0,30.0,5.69,-151.0,-106.0,25.3,4.0,-120.0,-162.0,98.2,86.0,48.3,48.5,61.2,62.2,sae_analysis/out/env_imgs/seed49442_step8_timestep69_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep69_actionOutput.png
