seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
50800.0,0.0,86.0,2.01,-22.6,22.4,18.5,7.0,-20.3,21.3,16.9,23.6,14.4,15.5,19.3,18.3,sae_analysis/out/env_imgs/seed50788_step0_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed50788_step0_timestep13_actionOutput.png
50800.0,8.0,97.0,2.01,-4.97,40.0,13.8,7.0,-23.9,145.0,12.2,5.62,7.42,7.22,11.3,11.1,sae_analysis/out/env_imgs/seed50788_step8_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed50788_step8_timestep2_actionOutput.png
50800.0,0.0,78.0,1.99,-22.6,22.4,18.5,7.0,36.2,-0.635,20.9,9.51,22.4,19.6,26.3,25.6,sae_analysis/out/env_imgs/seed50788_step0_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed50788_step0_timestep21_actionOutput.png
41500.0,56.0,83.0,1.97,-27.3,17.7,9.01,7.0,-95.9,229.0,13.8,5.99,14.7,11.9,19.1,15.2,sae_analysis/out/env_imgs/seed41517_step56_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed41517_step56_timestep16_actionOutput.png
50800.0,8.0,95.0,1.93,-4.97,40.0,13.8,7.0,-99.5,-57.2,15.5,12.0,8.52,8.13,11.1,10.5,sae_analysis/out/env_imgs/seed50788_step8_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed50788_step8_timestep4_actionOutput.png
50800.0,8.0,81.0,1.9,-4.97,40.0,13.8,7.0,-59.7,-71.1,11.7,9.84,20.0,19.8,19.4,19.1,sae_analysis/out/env_imgs/seed50788_step8_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed50788_step8_timestep18_actionOutput.png
50800.0,0.0,95.0,1.87,-22.6,22.4,18.5,7.0,48.4,39.5,10.7,11.8,9.76,8.96,17.1,17.7,sae_analysis/out/env_imgs/seed50788_step0_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed50788_step0_timestep4_actionOutput.png
41500.0,56.0,78.0,1.86,-27.3,17.7,9.01,7.0,-71.7,-91.7,19.2,30.3,17.0,18.3,22.1,22.3,sae_analysis/out/env_imgs/seed41517_step56_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed41517_step56_timestep21_actionOutput.png
41500.0,56.0,79.0,1.85,-27.3,17.7,9.01,7.0,-91.7,244.0,30.3,26.5,18.3,17.3,22.3,21.2,sae_analysis/out/env_imgs/seed41517_step56_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed41517_step56_timestep20_actionOutput.png
86200.0,88.0,90.0,1.84,16.3,61.3,5.78,8.0,-70.3,217.0,8.89,7.67,15.4,15.3,18.3,18.1,sae_analysis/out/env_imgs/seed86172_step88_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep9_actionOutput.png
50800.0,8.0,99.0,1.84,-4.97,40.0,13.8,7.0,-35.2,-238.0,4.9,5.48,7.53,8.55,11.3,11.1,sae_analysis/out/env_imgs/seed50788_step8_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed50788_step8_timestep0_actionOutput.png
41500.0,56.0,98.0,1.83,-27.3,17.7,9.01,7.0,-120.0,171.0,9.41,8.06,8.97,9.22,11.6,11.7,sae_analysis/out/env_imgs/seed41517_step56_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed41517_step56_timestep1_actionOutput.png
50800.0,0.0,80.0,1.83,-22.6,22.4,18.5,7.0,-2.53,3.5,15.9,13.8,18.9,18.0,25.6,24.4,sae_analysis/out/env_imgs/seed50788_step0_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed50788_step0_timestep19_actionOutput.png
50800.0,0.0,81.0,1.83,-22.6,22.4,18.5,7.0,3.5,14.7,13.8,9.13,18.0,17.2,24.4,22.0,sae_analysis/out/env_imgs/seed50788_step0_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed50788_step0_timestep18_actionOutput.png
50800.0,8.0,98.0,1.82,-4.97,40.0,13.8,7.0,145.0,-35.2,5.62,4.9,7.22,7.53,11.1,11.3,sae_analysis/out/env_imgs/seed50788_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed50788_step8_timestep1_actionOutput.png
50800.0,0.0,89.0,1.8,-22.6,22.4,18.5,7.0,30.5,19.8,12.4,9.19,13.7,12.3,17.1,16.6,sae_analysis/out/env_imgs/seed50788_step0_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed50788_step0_timestep10_actionOutput.png
41500.0,56.0,80.0,1.79,-27.3,17.7,9.01,7.0,244.0,235.0,26.5,23.1,17.3,18.4,21.2,21.2,sae_analysis/out/env_imgs/seed41517_step56_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed41517_step56_timestep19_actionOutput.png
41500.0,56.0,77.0,1.78,-27.3,17.7,9.01,7.0,281.0,-71.7,18.1,19.2,17.5,17.0,21.4,22.1,sae_analysis/out/env_imgs/seed41517_step56_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed41517_step56_timestep22_actionOutput.png
50800.0,8.0,91.0,1.77,-4.97,40.0,13.8,7.0,-96.8,-140.0,3.5,5.54,9.14,10.1,13.2,13.4,sae_analysis/out/env_imgs/seed50788_step8_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed50788_step8_timestep8_actionOutput.png
50800.0,8.0,78.0,1.77,-4.97,40.0,13.8,7.0,-98.0,-54.6,29.5,31.2,19.0,18.7,19.7,18.4,sae_analysis/out/env_imgs/seed50788_step8_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed50788_step8_timestep21_actionOutput.png
