seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
27200.0,104.0,76.0,3.27,-2.19,42.8,7.28,5.0,199.0,204.0,34.2,34.8,24.7,22.1,24.8,24.5,sae_analysis/out/env_imgs/seed27242_step104_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep23_actionOutput.png
27200.0,104.0,75.0,3.23,-2.19,42.8,7.28,5.0,200.0,199.0,39.5,34.2,25.6,24.7,25.6,24.8,sae_analysis/out/env_imgs/seed27242_step104_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep24_actionOutput.png
29100.0,64.0,71.0,3.06,3.33,48.3,6.77,5.0,-68.1,-112.0,45.3,33.1,21.2,18.0,22.7,19.1,sae_analysis/out/env_imgs/seed29142_step64_timestep28_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep28_actionOutput.png
27200.0,104.0,78.0,3.06,-2.19,42.8,7.28,5.0,203.0,165.0,27.0,32.4,21.6,21.0,24.1,24.2,sae_analysis/out/env_imgs/seed27242_step104_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep21_actionOutput.png
27200.0,104.0,74.0,3.04,-2.19,42.8,7.28,5.0,200.0,200.0,39.0,39.5,27.5,25.6,28.0,25.6,sae_analysis/out/env_imgs/seed27242_step104_timestep25_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep25_actionOutput.png
29100.0,64.0,72.0,3.03,3.33,48.3,6.77,5.0,-112.0,-122.0,33.1,31.0,18.0,19.3,19.1,20.6,sae_analysis/out/env_imgs/seed29142_step64_timestep27_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep27_actionOutput.png
27200.0,104.0,80.0,2.96,-2.19,42.8,7.28,5.0,177.0,171.0,26.6,4.22,21.7,22.1,24.6,25.5,sae_analysis/out/env_imgs/seed27242_step104_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep19_actionOutput.png
27200.0,104.0,69.0,2.86,-2.19,42.8,7.28,5.0,210.0,206.0,48.6,51.4,28.6,29.0,31.9,31.8,sae_analysis/out/env_imgs/seed27242_step104_timestep30_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep30_actionOutput.png
27200.0,104.0,63.0,2.85,-2.19,42.8,7.28,5.0,-128.0,202.0,49.1,44.2,24.5,22.7,27.5,26.3,sae_analysis/out/env_imgs/seed27242_step104_timestep36_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep36_actionOutput.png
27200.0,104.0,73.0,2.85,-2.19,42.8,7.28,5.0,201.0,200.0,48.5,39.0,27.8,27.5,29.4,28.0,sae_analysis/out/env_imgs/seed27242_step104_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep26_actionOutput.png
70800.0,64.0,94.0,2.8,3.39,48.4,3.01,0.0,65.9,6.91,5.36,2.2,15.2,16.0,15.5,16.5,sae_analysis/out/env_imgs/seed70799_step64_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed70799_step64_timestep5_actionOutput.png
29100.0,64.0,70.0,2.79,3.33,48.3,6.77,5.0,-58.2,-68.1,43.6,45.3,20.2,21.2,20.1,22.7,sae_analysis/out/env_imgs/seed29142_step64_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep29_actionOutput.png
27200.0,104.0,79.0,2.77,-2.19,42.8,7.28,5.0,165.0,177.0,32.4,26.6,21.0,21.7,24.2,24.6,sae_analysis/out/env_imgs/seed27242_step104_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep20_actionOutput.png
29100.0,64.0,61.0,2.77,3.33,48.3,6.77,5.0,-78.2,-106.0,33.2,32.1,25.2,24.5,24.8,23.9,sae_analysis/out/env_imgs/seed29142_step64_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep38_actionOutput.png
29100.0,64.0,67.0,2.75,3.33,48.3,6.77,5.0,-119.0,-113.0,30.7,33.7,23.7,20.9,23.5,20.6,sae_analysis/out/env_imgs/seed29142_step64_timestep32_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep32_actionOutput.png
29100.0,64.0,66.0,2.74,3.33,48.3,6.77,5.0,-80.4,-119.0,32.3,30.7,26.1,23.7,24.8,23.5,sae_analysis/out/env_imgs/seed29142_step64_timestep33_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep33_actionOutput.png
29100.0,64.0,62.0,2.73,3.33,48.3,6.77,5.0,-106.0,-106.0,32.1,36.7,24.5,25.0,23.9,23.9,sae_analysis/out/env_imgs/seed29142_step64_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep37_actionOutput.png
29100.0,64.0,73.0,2.72,3.33,48.3,6.77,5.0,-122.0,-89.1,31.0,33.1,19.3,19.5,20.6,20.8,sae_analysis/out/env_imgs/seed29142_step64_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep26_actionOutput.png
27200.0,104.0,81.0,2.71,-2.19,42.8,7.28,5.0,171.0,158.0,4.22,2.5,22.1,19.7,25.5,23.7,sae_analysis/out/env_imgs/seed27242_step104_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed27242_step104_timestep18_actionOutput.png
29100.0,64.0,80.0,2.71,3.33,48.3,6.77,5.0,-85.1,-24.0,45.8,46.4,19.0,15.3,20.4,18.1,sae_analysis/out/env_imgs/seed29142_step64_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed29142_step64_timestep19_actionOutput.png
