seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
90300.0,144.0,99.0,2.76,35.6,80.6,13.5,4.0,-141.0,-133.0,21.8,25.1,27.5,27.7,38.7,38.8,sae_analysis/out/env_imgs/seed90283_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed90283_step144_timestep0_actionOutput.png
90300.0,176.0,99.0,2.5,6.71,51.7,14.6,0.0,-22.5,-37.4,14.1,12.4,23.7,23.7,36.7,36.7,sae_analysis/out/env_imgs/seed90283_step176_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed90283_step176_timestep0_actionOutput.png
87400.0,8.0,97.0,2.18,93.0,138.0,18.8,1.0,-175.0,-157.0,35.9,31.7,35.1,35.8,20.5,21.2,sae_analysis/out/env_imgs/seed87380_step8_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep2_actionOutput.png
87400.0,8.0,98.0,2.18,93.0,138.0,18.8,1.0,-157.0,-140.0,31.7,31.7,35.8,36.8,21.2,22.0,sae_analysis/out/env_imgs/seed87380_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep1_actionOutput.png
87400.0,8.0,99.0,2.18,93.0,138.0,18.8,1.0,-140.0,-145.0,31.7,30.7,36.8,37.0,22.0,22.3,sae_analysis/out/env_imgs/seed87380_step8_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed87380_step8_timestep0_actionOutput.png
23200.0,56.0,99.0,2.14,132.0,177.0,23.2,4.0,-5.59,-32.9,27.3,24.1,18.4,18.1,34.6,34.4,sae_analysis/out/env_imgs/seed23167_step56_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed23167_step56_timestep0_actionOutput.png
90300.0,144.0,98.0,2.13,35.6,80.6,13.5,4.0,-144.0,-141.0,20.9,21.8,27.3,27.5,38.5,38.7,sae_analysis/out/env_imgs/seed90283_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed90283_step144_timestep1_actionOutput.png
52800.0,80.0,92.0,2.07,51.2,96.2,24.3,4.0,-271.0,54.3,17.0,17.4,16.1,16.1,38.1,38.5,sae_analysis/out/env_imgs/seed52752_step80_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed52752_step80_timestep7_actionOutput.png
90300.0,176.0,98.0,2.06,6.71,51.7,14.6,0.0,40.1,-22.5,12.2,14.1,24.1,23.7,37.1,36.7,sae_analysis/out/env_imgs/seed90283_step176_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed90283_step176_timestep1_actionOutput.png
23200.0,64.0,96.0,2.05,132.0,177.0,23.2,6.0,-67.3,-76.9,16.0,11.1,11.8,11.2,33.7,33.5,sae_analysis/out/env_imgs/seed23167_step64_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed23167_step64_timestep3_actionOutput.png
