seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
10300.0,64.0,97.0,1.92,101.0,146.0,19.2,6.0,128.0,-182.0,12.8,7.81,6.18,5.45,23.6,22.9,sae_analysis/out/env_imgs/seed10301_step64_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep2_actionOutput.png
10300.0,64.0,98.0,1.79,101.0,146.0,19.2,6.0,-182.0,-222.0,7.81,8.57,5.45,5.32,22.9,23.0,sae_analysis/out/env_imgs/seed10301_step64_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep1_actionOutput.png
10300.0,64.0,99.0,1.7,101.0,146.0,19.2,6.0,-222.0,-194.0,8.57,7.42,5.32,5.14,23.0,23.0,sae_analysis/out/env_imgs/seed10301_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep0_actionOutput.png
10300.0,64.0,91.0,1.63,101.0,146.0,19.2,6.0,-116.0,-170.0,15.3,16.9,7.97,7.98,22.1,22.0,sae_analysis/out/env_imgs/seed10301_step64_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep8_actionOutput.png
10300.0,64.0,96.0,1.63,101.0,146.0,19.2,6.0,48.6,128.0,16.3,12.8,7.17,6.18,24.5,23.6,sae_analysis/out/env_imgs/seed10301_step64_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep3_actionOutput.png
10300.0,64.0,77.0,1.59,101.0,146.0,19.2,6.0,-71.0,-128.0,22.4,17.5,16.2,16.1,30.5,28.3,sae_analysis/out/env_imgs/seed10301_step64_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep22_actionOutput.png
10300.0,64.0,93.0,1.58,101.0,146.0,19.2,6.0,-125.0,-48.5,18.0,22.4,8.37,8.84,24.1,24.9,sae_analysis/out/env_imgs/seed10301_step64_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep6_actionOutput.png
87400.0,64.0,93.0,1.58,-9.86,35.1,8.76,0.0,87.5,179.0,8.02,13.5,23.0,23.6,31.3,32.1,sae_analysis/out/env_imgs/seed87390_step64_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed87390_step64_timestep6_actionOutput.png
52800.0,96.0,97.0,1.57,36.9,81.9,22.0,6.0,-20.4,-199.0,0.582,5.15,8.25,7.82,27.9,27.8,sae_analysis/out/env_imgs/seed52752_step96_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed52752_step96_timestep2_actionOutput.png
10300.0,64.0,83.0,1.55,101.0,146.0,19.2,6.0,-81.4,-53.8,41.3,40.5,19.2,18.3,32.0,29.8,sae_analysis/out/env_imgs/seed10301_step64_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep16_actionOutput.png
52800.0,96.0,95.0,1.52,36.9,81.9,22.0,6.0,109.0,64.4,2.03,5.38,8.3,8.57,27.3,28.0,sae_analysis/out/env_imgs/seed52752_step96_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed52752_step96_timestep4_actionOutput.png
11400.0,168.0,90.0,1.5,-19.7,25.3,6.13,0.0,-81.7,-79.3,16.5,18.5,20.5,18.3,26.4,24.2,sae_analysis/out/env_imgs/seed11446_step168_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed11446_step168_timestep9_actionOutput.png
10300.0,56.0,98.0,1.49,119.0,164.0,16.6,6.0,-20.4,209.0,15.5,13.0,5.89,5.7,19.8,20.6,sae_analysis/out/env_imgs/seed10301_step56_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed10301_step56_timestep1_actionOutput.png
11400.0,168.0,85.0,1.47,-19.7,25.3,6.13,0.0,275.0,-9.42,20.9,31.4,19.4,22.0,24.3,26.9,sae_analysis/out/env_imgs/seed11446_step168_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed11446_step168_timestep14_actionOutput.png
10300.0,64.0,80.0,1.45,101.0,146.0,19.2,6.0,-72.5,-77.2,33.3,38.9,16.9,19.3,31.3,32.0,sae_analysis/out/env_imgs/seed10301_step64_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep19_actionOutput.png
10300.0,64.0,84.0,1.44,101.0,146.0,19.2,6.0,-53.8,-21.3,40.5,37.0,18.3,16.3,29.8,29.1,sae_analysis/out/env_imgs/seed10301_step64_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep15_actionOutput.png
10300.0,64.0,95.0,1.44,101.0,146.0,19.2,6.0,28.6,48.6,20.4,16.3,9.72,7.17,25.4,24.5,sae_analysis/out/env_imgs/seed10301_step64_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed10301_step64_timestep4_actionOutput.png
52800.0,96.0,90.0,1.44,36.9,81.9,22.0,6.0,97.0,74.6,10.2,7.96,9.34,9.71,25.4,26.7,sae_analysis/out/env_imgs/seed52752_step96_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed52752_step96_timestep9_actionOutput.png
52800.0,136.0,94.0,1.43,0.246,45.2,10.7,6.0,142.0,-206.0,25.6,19.9,19.7,18.3,27.7,26.4,sae_analysis/out/env_imgs/seed52752_step136_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed52752_step136_timestep5_actionOutput.png
52800.0,96.0,93.0,1.42,36.9,81.9,22.0,6.0,80.4,115.0,1.29,4.34,10.7,8.71,28.6,27.5,sae_analysis/out/env_imgs/seed52752_step96_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed52752_step96_timestep6_actionOutput.png
