seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
41500.0,80.0,68.0,4.85,0.831,45.8,1.84,4.0,-137.0,-113.0,44.9,54.8,35.5,36.1,34.9,35.4,sae_analysis/out/env_imgs/seed41517_step80_timestep31_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep31_actionOutput.png
41500.0,80.0,77.0,4.71,0.831,45.8,1.84,4.0,-40.7,-46.2,46.8,48.7,29.6,27.7,28.8,26.9,sae_analysis/out/env_imgs/seed41517_step80_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep22_actionOutput.png
41500.0,80.0,73.0,4.7,0.831,45.8,1.84,4.0,-11.5,16.7,51.1,52.0,33.5,33.5,32.5,32.5,sae_analysis/out/env_imgs/seed41517_step80_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep26_actionOutput.png
95800.0,56.0,96.0,4.7,2.51,47.5,8.41,0.0,-328.0,-285.0,9.98,10.4,12.4,12.0,8.25,6.95,sae_analysis/out/env_imgs/seed95830_step56_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed95830_step56_timestep3_actionOutput.png
41500.0,80.0,76.0,4.65,0.831,45.8,1.84,4.0,-39.3,-40.7,54.2,46.8,30.1,29.6,29.2,28.8,sae_analysis/out/env_imgs/seed41517_step80_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep23_actionOutput.png
41500.0,80.0,80.0,4.64,0.831,45.8,1.84,4.0,-40.3,-6.96,47.6,47.2,28.5,27.8,27.7,27.0,sae_analysis/out/env_imgs/seed41517_step80_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep19_actionOutput.png
95800.0,56.0,91.0,4.6,2.51,47.5,8.41,0.0,96.0,30.6,3.69,5.06,16.1,14.0,12.9,11.1,sae_analysis/out/env_imgs/seed95830_step56_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed95830_step56_timestep8_actionOutput.png
41500.0,80.0,87.0,4.57,0.831,45.8,1.84,4.0,-239.0,-229.0,46.1,43.6,29.6,30.5,28.6,29.4,sae_analysis/out/env_imgs/seed41517_step80_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep12_actionOutput.png
41500.0,80.0,74.0,4.56,0.831,45.8,1.84,4.0,16.7,-82.9,52.0,50.1,33.5,32.2,32.5,31.3,sae_analysis/out/env_imgs/seed41517_step80_timestep25_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep25_actionOutput.png
41500.0,80.0,79.0,4.56,0.831,45.8,1.84,4.0,-53.4,-40.3,49.4,47.6,27.8,28.5,27.0,27.7,sae_analysis/out/env_imgs/seed41517_step80_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep20_actionOutput.png
95800.0,56.0,88.0,4.56,2.51,47.5,8.41,0.0,-32.6,-171.0,4.07,9.07,19.3,17.3,15.7,14.0,sae_analysis/out/env_imgs/seed95830_step56_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed95830_step56_timestep11_actionOutput.png
41500.0,80.0,75.0,4.55,0.831,45.8,1.84,4.0,-82.9,-39.3,50.1,54.2,32.2,30.1,31.3,29.2,sae_analysis/out/env_imgs/seed41517_step80_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep24_actionOutput.png
95800.0,56.0,94.0,4.54,2.51,47.5,8.41,0.0,140.0,-215.0,9.2,5.42,13.2,12.8,9.59,9.3,sae_analysis/out/env_imgs/seed95830_step56_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed95830_step56_timestep5_actionOutput.png
95800.0,56.0,78.0,4.46,2.51,47.5,8.41,0.0,-93.9,-133.0,11.0,11.1,28.4,27.1,23.4,22.5,sae_analysis/out/env_imgs/seed95830_step56_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed95830_step56_timestep21_actionOutput.png
41500.0,80.0,61.0,4.46,0.831,45.8,1.84,4.0,-181.0,-194.0,41.5,50.1,31.7,36.6,31.2,36.3,sae_analysis/out/env_imgs/seed41517_step80_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep38_actionOutput.png
95800.0,56.0,79.0,4.44,2.51,47.5,8.41,0.0,-133.0,-157.0,11.1,4.11,27.1,25.8,22.5,21.6,sae_analysis/out/env_imgs/seed95830_step56_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed95830_step56_timestep20_actionOutput.png
95800.0,56.0,90.0,4.44,2.51,47.5,8.41,0.0,112.0,96.0,6.84,3.69,17.6,16.1,14.3,12.9,sae_analysis/out/env_imgs/seed95830_step56_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed95830_step56_timestep9_actionOutput.png
41500.0,80.0,71.0,4.43,0.831,45.8,1.84,4.0,18.0,22.4,60.0,63.9,36.9,34.5,36.0,33.5,sae_analysis/out/env_imgs/seed41517_step80_timestep28_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep28_actionOutput.png
95800.0,56.0,92.0,4.43,2.51,47.5,8.41,0.0,30.6,49.2,5.06,10.7,14.0,13.3,11.1,9.77,sae_analysis/out/env_imgs/seed95830_step56_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed95830_step56_timestep7_actionOutput.png
41500.0,80.0,67.0,4.39,0.831,45.8,1.84,4.0,-174.0,-137.0,52.8,44.9,37.8,35.5,37.3,34.9,sae_analysis/out/env_imgs/seed41517_step80_timestep32_actionInput.png,sae_analysis/out/env_imgs/seed41517_step80_timestep32_actionOutput.png
