seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
11400.0,8.0,95.0,4.1,-116.0,-71.4,32.7,4.0,-106.0,-131.0,7.67,7.0,15.7,14.7,47.9,46.9,sae_analysis/out/env_imgs/seed11446_step8_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed11446_step8_timestep4_actionOutput.png
25400.0,88.0,98.0,3.4,-107.0,-61.6,39.9,7.0,-160.0,-162.0,5.04,6.26,9.99,10.5,47.9,48.2,sae_analysis/out/env_imgs/seed25426_step88_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed25426_step88_timestep1_actionOutput.png
11400.0,0.0,95.0,3.25,-120.0,-75.1,32.6,1.0,197.0,242.0,13.8,15.7,17.6,17.8,44.9,45.1,sae_analysis/out/env_imgs/seed11446_step0_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed11446_step0_timestep4_actionOutput.png
27200.0,152.0,81.0,3.19,7.68,52.7,4.46,1.0,22.9,-131.0,3.29,7.61,29.7,29.8,31.3,31.3,sae_analysis/out/env_imgs/seed27240_step152_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed27240_step152_timestep18_actionOutput.png
11400.0,0.0,93.0,3.17,-120.0,-75.1,32.6,1.0,-92.5,92.6,14.9,16.4,19.0,18.5,44.8,45.2,sae_analysis/out/env_imgs/seed11446_step0_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed11446_step0_timestep6_actionOutput.png
25400.0,72.0,90.0,3.13,-131.0,-85.7,38.1,4.0,197.0,192.0,3.06,7.32,15.2,15.6,44.6,45.6,sae_analysis/out/env_imgs/seed25426_step72_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed25426_step72_timestep9_actionOutput.png
11400.0,0.0,86.0,3.1,-120.0,-75.1,32.6,1.0,-61.4,280.0,11.5,10.4,22.5,23.1,47.7,49.3,sae_analysis/out/env_imgs/seed11446_step0_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed11446_step0_timestep13_actionOutput.png
90300.0,8.0,86.0,3.06,46.5,91.5,17.3,2.0,-60.1,240.0,11.5,6.46,24.2,23.8,27.4,26.9,sae_analysis/out/env_imgs/seed90283_step8_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed90283_step8_timestep13_actionOutput.png
11400.0,0.0,79.0,2.99,-120.0,-75.1,32.6,1.0,243.0,260.0,29.4,21.3,25.1,24.1,49.1,47.2,sae_analysis/out/env_imgs/seed11446_step0_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed11446_step0_timestep20_actionOutput.png
92400.0,56.0,54.0,2.97,-71.1,-26.1,18.1,7.0,-106.0,-132.0,25.6,47.1,42.5,40.9,39.7,38.1,sae_analysis/out/env_imgs/seed92410_step56_timestep45_actionInput.png,sae_analysis/out/env_imgs/seed92410_step56_timestep45_actionOutput.png
