seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
55500.0,152.0,98.0,6.18,3.1,48.1,5.04,6.0,-13.0,-2.61,11.2,8.79,7.86,7.51,12.4,12.0,sae_analysis/out/env_imgs/seed55531_step152_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep1_actionOutput.png
55500.0,152.0,93.0,6.02,3.1,48.1,5.04,6.0,258.0,276.0,21.7,22.3,8.48,9.13,11.5,12.3,sae_analysis/out/env_imgs/seed55531_step152_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep6_actionOutput.png
30600.0,136.0,94.0,6.01,4.5,49.5,4.6,7.0,-75.4,-22.8,12.3,4.72,7.24,6.13,10.6,9.74,sae_analysis/out/env_imgs/seed30608_step136_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep5_actionOutput.png
55500.0,152.0,92.0,5.97,3.1,48.1,5.04,6.0,-55.5,258.0,23.9,21.7,8.5,8.48,11.8,11.5,sae_analysis/out/env_imgs/seed55531_step152_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep7_actionOutput.png
30600.0,136.0,96.0,5.96,4.5,49.5,4.6,7.0,-77.0,216.0,3.58,2.88,5.98,5.74,9.67,9.56,sae_analysis/out/env_imgs/seed30608_step136_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep3_actionOutput.png
55500.0,152.0,89.0,5.9,3.1,48.1,5.04,6.0,23.0,-18.7,32.5,33.7,11.0,11.5,12.4,12.5,sae_analysis/out/env_imgs/seed55531_step152_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep10_actionOutput.png
55500.0,152.0,96.0,5.89,3.1,48.1,5.04,6.0,266.0,321.0,15.8,12.8,7.69,7.26,12.1,12.0,sae_analysis/out/env_imgs/seed55531_step152_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep3_actionOutput.png
30600.0,136.0,90.0,5.88,4.5,49.5,4.6,7.0,287.0,273.0,30.6,34.6,10.3,10.9,12.1,12.1,sae_analysis/out/env_imgs/seed30608_step136_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep9_actionOutput.png
55500.0,152.0,94.0,5.82,3.1,48.1,5.04,6.0,276.0,268.0,22.3,18.5,9.13,8.45,12.3,11.8,sae_analysis/out/env_imgs/seed55531_step152_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep5_actionOutput.png
30600.0,136.0,95.0,5.81,4.5,49.5,4.6,7.0,-22.8,-77.0,4.72,3.58,6.13,5.98,9.74,9.67,sae_analysis/out/env_imgs/seed30608_step136_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep4_actionOutput.png
55500.0,160.0,91.0,5.8,3.08,48.1,4.91,6.0,20.1,70.2,17.8,12.1,10.6,9.93,14.4,13.8,sae_analysis/out/env_imgs/seed55531_step160_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed55531_step160_timestep8_actionOutput.png
55500.0,152.0,99.0,5.79,3.1,48.1,5.04,6.0,-2.61,329.0,8.79,7.18,7.51,7.26,12.0,11.7,sae_analysis/out/env_imgs/seed55531_step152_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep0_actionOutput.png
30600.0,136.0,87.0,5.75,4.5,49.5,4.6,7.0,312.0,311.0,36.4,39.0,14.0,14.5,15.3,14.9,sae_analysis/out/env_imgs/seed30608_step136_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep12_actionOutput.png
30600.0,136.0,93.0,5.74,4.5,49.5,4.6,7.0,288.0,-75.4,23.2,12.3,8.85,7.24,11.8,10.6,sae_analysis/out/env_imgs/seed30608_step136_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep6_actionOutput.png
55500.0,152.0,87.0,5.73,3.1,48.1,5.04,6.0,35.7,68.1,14.8,19.1,14.4,13.9,16.1,15.2,sae_analysis/out/env_imgs/seed55531_step152_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep12_actionOutput.png
55500.0,152.0,95.0,5.73,3.1,48.1,5.04,6.0,268.0,266.0,18.5,15.8,8.45,7.69,11.8,12.1,sae_analysis/out/env_imgs/seed55531_step152_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep4_actionOutput.png
30600.0,136.0,91.0,5.7,4.5,49.5,4.6,7.0,273.0,274.0,34.6,28.9,10.9,10.5,12.1,11.9,sae_analysis/out/env_imgs/seed30608_step136_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep8_actionOutput.png
30600.0,136.0,99.0,5.65,4.5,49.5,4.6,7.0,80.9,-112.0,2.99,0.948,6.36,6.56,10.8,11.1,sae_analysis/out/env_imgs/seed30608_step136_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep0_actionOutput.png
55500.0,144.0,98.0,5.64,3.1,48.1,5.04,7.0,251.0,229.0,6.23,6.83,11.6,11.4,16.0,15.8,sae_analysis/out/env_imgs/seed55531_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed55531_step144_timestep1_actionOutput.png
55500.0,152.0,97.0,5.64,3.1,48.1,5.04,6.0,321.0,-13.0,12.8,11.2,7.26,7.86,12.0,12.4,sae_analysis/out/env_imgs/seed55531_step152_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep2_actionOutput.png
