seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
11400.0,168.0,98.0,1.12,-19.7,25.3,6.13,0.0,55.6,303.0,22.2,21.1,23.4,24.1,29.3,29.9,sae_analysis/out/env_imgs/seed11446_step168_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed11446_step168_timestep1_actionOutput.png
60600.0,72.0,99.0,1.05,-20.1,24.9,4.23,0.0,-68.5,-95.8,28.0,25.7,29.2,29.1,32.8,32.7,sae_analysis/out/env_imgs/seed60596_step72_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed60596_step72_timestep0_actionOutput.png
11400.0,168.0,97.0,1.03,-19.7,25.3,6.13,0.0,74.7,55.6,25.1,22.2,23.6,23.4,29.4,29.3,sae_analysis/out/env_imgs/seed11446_step168_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed11446_step168_timestep2_actionOutput.png
30600.0,0.0,99.0,0.951,-28.3,16.7,25.7,1.0,-111.0,-123.0,35.4,33.9,44.6,44.6,33.3,33.3,sae_analysis/out/env_imgs/seed30608_step0_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30608_step0_timestep0_actionOutput.png
70800.0,152.0,99.0,0.943,-17.4,27.6,2.74,4.0,-145.0,-130.0,33.2,35.2,24.6,25.2,25.7,26.3,sae_analysis/out/env_imgs/seed70799_step152_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed70799_step152_timestep0_actionOutput.png
87400.0,64.0,98.0,0.923,-9.86,35.1,8.76,0.0,-194.0,-185.0,12.5,11.0,24.0,23.8,32.5,32.3,sae_analysis/out/env_imgs/seed87390_step64_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed87390_step64_timestep1_actionOutput.png
60600.0,72.0,96.0,0.914,-20.1,24.9,4.23,0.0,26.1,-13.7,35.4,35.7,29.8,30.1,33.1,33.5,sae_analysis/out/env_imgs/seed60596_step72_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed60596_step72_timestep3_actionOutput.png
52800.0,136.0,98.0,0.888,0.246,45.2,10.7,6.0,148.0,150.0,19.9,20.1,17.5,17.4,27.3,27.2,sae_analysis/out/env_imgs/seed52752_step136_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed52752_step136_timestep1_actionOutput.png
60600.0,72.0,98.0,0.88,-20.1,24.9,4.23,0.0,-32.2,-68.5,29.6,28.0,29.6,29.2,33.2,32.8,sae_analysis/out/env_imgs/seed60596_step72_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed60596_step72_timestep1_actionOutput.png
78500.0,8.0,29.0,0.851,-26.9,18.1,31.9,1.0,39.8,39.5,101.0,70.8,72.9,71.7,64.4,60.5,sae_analysis/out/env_imgs/seed78540_step8_timestep70_actionInput.png,sae_analysis/out/env_imgs/seed78540_step8_timestep70_actionOutput.png
