seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
40000.0,24.0,97.0,1.18,-26.9,18.1,27.4,5.0,35.5,-1.12,8.8,11.1,15.7,15.5,19.4,19.2,sae_analysis/out/env_imgs/seed40021_step24_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep2_actionOutput.png
40000.0,24.0,93.0,1.18,-26.9,18.1,27.4,5.0,-33.2,-195.0,13.4,6.25,16.3,16.4,19.3,19.6,sae_analysis/out/env_imgs/seed40021_step24_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep6_actionOutput.png
41500.0,16.0,98.0,1.12,-146.0,-101.0,20.3,1.0,46.5,84.6,27.0,25.9,21.9,21.6,25.9,25.8,sae_analysis/out/env_imgs/seed41517_step16_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed41517_step16_timestep1_actionOutput.png
40000.0,24.0,96.0,1.12,-26.9,18.1,27.4,5.0,-67.0,35.5,9.1,8.8,15.9,15.7,19.6,19.4,sae_analysis/out/env_imgs/seed40021_step24_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep3_actionOutput.png
40000.0,24.0,95.0,1.08,-26.9,18.1,27.4,5.0,123.0,-67.0,4.37,9.1,15.7,15.9,19.4,19.6,sae_analysis/out/env_imgs/seed40021_step24_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep4_actionOutput.png
40000.0,24.0,91.0,1.03,-26.9,18.1,27.4,5.0,18.8,-23.7,23.9,18.3,19.6,17.8,22.3,21.1,sae_analysis/out/env_imgs/seed40021_step24_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep8_actionOutput.png
49400.0,40.0,97.0,1.02,-155.0,-110.0,17.2,1.0,-254.0,-174.0,16.3,17.4,22.2,22.6,34.8,35.3,sae_analysis/out/env_imgs/seed49442_step40_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed49442_step40_timestep2_actionOutput.png
89200.0,0.0,98.0,1.02,-160.0,-115.0,18.9,1.0,-72.7,-52.0,22.4,19.6,29.2,28.7,16.7,15.7,sae_analysis/out/env_imgs/seed89203_step0_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed89203_step0_timestep1_actionOutput.png
40000.0,24.0,99.0,1.02,-26.9,18.1,27.4,5.0,-178.0,-121.0,8.47,8.77,15.0,14.9,18.8,19.3,sae_analysis/out/env_imgs/seed40021_step24_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep0_actionOutput.png
49400.0,40.0,99.0,1.01,-155.0,-110.0,17.2,1.0,-174.0,-188.0,19.6,18.4,22.3,22.3,35.1,35.3,sae_analysis/out/env_imgs/seed49442_step40_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed49442_step40_timestep0_actionOutput.png
40000.0,24.0,92.0,1.0,-26.9,18.1,27.4,5.0,-23.7,-33.2,18.3,13.4,17.8,16.3,21.1,19.3,sae_analysis/out/env_imgs/seed40021_step24_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep7_actionOutput.png
40000.0,24.0,90.0,0.999,-26.9,18.1,27.4,5.0,47.0,18.8,21.4,23.9,17.3,19.6,21.0,22.3,sae_analysis/out/env_imgs/seed40021_step24_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep9_actionOutput.png
89200.0,0.0,93.0,0.996,-160.0,-115.0,18.9,1.0,-44.3,-48.0,10.2,9.13,29.2,29.9,18.3,18.2,sae_analysis/out/env_imgs/seed89203_step0_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed89203_step0_timestep6_actionOutput.png
92400.0,32.0,99.0,0.991,-75.9,-30.9,18.2,1.0,-51.7,-93.3,7.31,7.72,14.1,14.2,30.3,30.6,sae_analysis/out/env_imgs/seed92410_step32_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed92410_step32_timestep0_actionOutput.png
41500.0,16.0,96.0,0.987,-146.0,-101.0,20.3,1.0,72.8,48.5,25.3,25.7,21.9,21.7,25.8,25.6,sae_analysis/out/env_imgs/seed41517_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed41517_step16_timestep3_actionOutput.png
40000.0,24.0,94.0,0.98,-26.9,18.1,27.4,5.0,-195.0,123.0,6.25,4.37,16.4,15.7,19.6,19.4,sae_analysis/out/env_imgs/seed40021_step24_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep5_actionOutput.png
89200.0,0.0,97.0,0.979,-160.0,-115.0,18.9,1.0,-67.1,-72.7,19.9,22.4,28.4,29.2,16.2,16.7,sae_analysis/out/env_imgs/seed89203_step0_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed89203_step0_timestep2_actionOutput.png
92400.0,32.0,98.0,0.975,-75.9,-30.9,18.2,1.0,-103.0,-51.7,6.14,7.31,13.7,14.1,30.0,30.3,sae_analysis/out/env_imgs/seed92410_step32_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed92410_step32_timestep1_actionOutput.png
40000.0,24.0,98.0,0.971,-26.9,18.1,27.4,5.0,-1.12,-178.0,11.1,8.47,15.5,15.0,19.2,18.8,sae_analysis/out/env_imgs/seed40021_step24_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed40021_step24_timestep1_actionOutput.png
49400.0,40.0,98.0,0.97,-155.0,-110.0,17.2,1.0,-174.0,-174.0,17.4,19.6,22.6,22.3,35.3,35.1,sae_analysis/out/env_imgs/seed49442_step40_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed49442_step40_timestep1_actionOutput.png
