seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
92400.0,56.0,99.0,1.62,-71.1,-26.1,18.1,7.0,215.0,130.0,12.0,13.4,14.5,15.4,20.8,20.6,sae_analysis/out/env_imgs/seed92410_step56_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed92410_step56_timestep0_actionOutput.png
92400.0,56.0,97.0,1.56,-71.1,-26.1,18.1,7.0,134.0,147.0,10.1,11.7,14.4,14.2,22.1,20.9,sae_analysis/out/env_imgs/seed92410_step56_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed92410_step56_timestep2_actionOutput.png
49400.0,8.0,93.0,1.52,-151.0,-106.0,25.3,4.0,142.0,70.3,27.9,22.1,18.6,17.7,40.2,39.6,sae_analysis/out/env_imgs/seed49442_step8_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep6_actionOutput.png
33000.0,32.0,95.0,1.5,-101.0,-55.9,15.3,7.0,-192.0,-259.0,17.7,13.1,15.8,15.8,17.6,16.7,sae_analysis/out/env_imgs/seed32990_step32_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed32990_step32_timestep4_actionOutput.png
33000.0,32.0,87.0,1.48,-101.0,-55.9,15.3,7.0,203.0,177.0,6.63,4.22,18.0,17.6,17.2,17.3,sae_analysis/out/env_imgs/seed32990_step32_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed32990_step32_timestep12_actionOutput.png
98400.0,0.0,88.0,1.45,-15.7,29.3,14.6,1.0,50.7,63.4,50.8,42.2,41.7,41.1,30.6,29.5,sae_analysis/out/env_imgs/seed98355_step0_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed98355_step0_timestep11_actionOutput.png
92400.0,56.0,94.0,1.44,-71.1,-26.1,18.1,7.0,81.3,92.0,12.2,9.21,15.9,15.0,23.3,23.5,sae_analysis/out/env_imgs/seed92410_step56_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed92410_step56_timestep5_actionOutput.png
92400.0,48.0,88.0,1.42,-71.1,-26.1,18.1,1.0,-176.0,84.1,27.8,30.7,15.2,16.8,30.4,32.1,sae_analysis/out/env_imgs/seed92410_step48_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed92410_step48_timestep11_actionOutput.png
33000.0,32.0,97.0,1.4,-101.0,-55.9,15.3,7.0,-331.0,111.0,14.4,12.1,15.1,15.2,16.8,17.3,sae_analysis/out/env_imgs/seed32990_step32_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed32990_step32_timestep2_actionOutput.png
33000.0,32.0,90.0,1.39,-101.0,-55.9,15.3,7.0,125.0,-32.0,5.6,2.32,14.4,15.3,15.3,16.5,sae_analysis/out/env_imgs/seed32990_step32_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed32990_step32_timestep9_actionOutput.png
