seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
98400.0,8.0,96.0,1.74,-15.7,29.3,14.6,1.0,-57.6,-134.0,44.9,46.3,23.0,23.9,23.0,24.1,sae_analysis/out/env_imgs/seed98355_step8_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed98355_step8_timestep3_actionOutput.png
45400.0,32.0,99.0,1.7,-16.3,28.7,23.5,2.0,-85.0,-60.1,14.2,12.9,18.8,18.8,39.8,39.7,sae_analysis/out/env_imgs/seed45429_step32_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed45429_step32_timestep0_actionOutput.png
45400.0,24.0,92.0,1.52,-16.3,28.7,23.5,8.0,-9.74,-5.54,3.79,5.64,19.5,21.1,34.3,35.2,sae_analysis/out/env_imgs/seed45429_step24_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed45429_step24_timestep7_actionOutput.png
45400.0,32.0,97.0,1.48,-16.3,28.7,23.5,2.0,-27.9,-116.0,14.4,13.5,19.2,19.3,39.8,40.3,sae_analysis/out/env_imgs/seed45429_step32_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed45429_step32_timestep2_actionOutput.png
45400.0,24.0,96.0,1.42,-16.3,28.7,23.5,8.0,-99.8,-0.626,7.75,5.87,20.3,20.3,35.3,35.8,sae_analysis/out/env_imgs/seed45429_step24_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed45429_step24_timestep3_actionOutput.png
45400.0,24.0,94.0,1.42,-16.3,28.7,23.5,8.0,-24.1,-69.0,2.09,2.15,21.1,19.8,35.4,34.8,sae_analysis/out/env_imgs/seed45429_step24_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed45429_step24_timestep5_actionOutput.png
45400.0,24.0,98.0,1.4,-16.3,28.7,23.5,8.0,-26.6,179.0,4.94,12.2,20.4,20.0,36.0,36.2,sae_analysis/out/env_imgs/seed45429_step24_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed45429_step24_timestep1_actionOutput.png
84100.0,40.0,98.0,1.36,-17.1,27.9,17.6,2.0,108.0,103.0,9.74,11.1,16.6,16.5,29.8,29.5,sae_analysis/out/env_imgs/seed84098_step40_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed84098_step40_timestep1_actionOutput.png
98400.0,16.0,99.0,1.31,-15.7,29.3,14.6,2.0,-24.8,-31.8,13.2,14.9,17.6,18.0,28.8,29.3,sae_analysis/out/env_imgs/seed98355_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed98355_step16_timestep0_actionOutput.png
98400.0,8.0,98.0,1.29,-15.7,29.3,14.6,1.0,-107.0,-31.2,46.5,49.0,23.9,23.7,24.3,24.0,sae_analysis/out/env_imgs/seed98355_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed98355_step8_timestep1_actionOutput.png
98400.0,8.0,94.0,1.27,-15.7,29.3,14.6,1.0,-102.0,-73.0,45.3,50.8,23.1,23.2,22.9,23.2,sae_analysis/out/env_imgs/seed98355_step8_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed98355_step8_timestep5_actionOutput.png
45400.0,24.0,99.0,1.26,-16.3,28.7,23.5,8.0,179.0,-119.0,12.2,14.1,20.0,20.5,36.2,36.5,sae_analysis/out/env_imgs/seed45429_step24_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed45429_step24_timestep0_actionOutput.png
45400.0,24.0,93.0,1.26,-16.3,28.7,23.5,8.0,-5.54,-24.1,5.64,2.09,21.1,21.1,35.2,35.4,sae_analysis/out/env_imgs/seed45429_step24_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed45429_step24_timestep6_actionOutput.png
45400.0,24.0,89.0,1.24,-16.3,28.7,23.5,8.0,36.8,-18.8,4.19,14.8,20.1,21.3,36.2,35.1,sae_analysis/out/env_imgs/seed45429_step24_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed45429_step24_timestep10_actionOutput.png
45400.0,32.0,93.0,1.24,-16.3,28.7,23.5,2.0,140.0,-128.0,7.98,9.47,22.2,21.0,42.1,41.0,sae_analysis/out/env_imgs/seed45429_step32_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed45429_step32_timestep6_actionOutput.png
45400.0,32.0,96.0,1.2,-16.3,28.7,23.5,2.0,23.1,-27.9,13.0,14.4,20.0,19.2,40.6,39.8,sae_analysis/out/env_imgs/seed45429_step32_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed45429_step32_timestep3_actionOutput.png
45400.0,24.0,97.0,1.14,-16.3,28.7,23.5,8.0,-0.626,-26.6,5.87,4.94,20.3,20.4,35.8,36.0,sae_analysis/out/env_imgs/seed45429_step24_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed45429_step24_timestep2_actionOutput.png
87400.0,0.0,96.0,1.13,-6.32,38.7,11.1,8.0,94.6,49.3,21.5,23.3,20.8,21.4,19.8,20.3,sae_analysis/out/env_imgs/seed87390_step0_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed87390_step0_timestep3_actionOutput.png
