seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
70800.0,24.0,96.0,2.72,96.5,142.0,17.1,8.0,-141.0,-14.6,24.7,25.9,19.2,19.6,30.2,30.6,sae_analysis/out/env_imgs/seed70799_step24_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed70799_step24_timestep3_actionOutput.png
30600.0,0.0,96.0,2.62,2.38,47.4,23.1,1.0,31.6,21.4,19.1,19.3,23.6,24.0,25.8,26.5,sae_analysis/out/env_imgs/seed30636_step0_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed30636_step0_timestep3_actionOutput.png
70800.0,24.0,99.0,2.62,96.5,142.0,17.1,8.0,302.0,294.0,25.4,24.4,19.7,19.7,30.4,30.3,sae_analysis/out/env_imgs/seed70799_step24_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed70799_step24_timestep0_actionOutput.png
30600.0,0.0,97.0,2.62,2.38,47.4,23.1,1.0,21.4,69.8,19.3,19.9,24.0,23.4,26.5,26.1,sae_analysis/out/env_imgs/seed30636_step0_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed30636_step0_timestep2_actionOutput.png
30600.0,0.0,95.0,2.61,2.38,47.4,23.1,1.0,57.6,31.6,19.4,19.1,24.2,23.6,26.5,25.8,sae_analysis/out/env_imgs/seed30636_step0_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed30636_step0_timestep4_actionOutput.png
30600.0,0.0,98.0,2.48,2.38,47.4,23.1,1.0,69.8,59.8,19.9,20.9,23.4,24.3,26.1,27.1,sae_analysis/out/env_imgs/seed30636_step0_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30636_step0_timestep1_actionOutput.png
70800.0,24.0,94.0,2.46,96.5,142.0,17.1,8.0,-133.0,-124.0,30.3,27.1,18.5,18.0,29.5,29.3,sae_analysis/out/env_imgs/seed70799_step24_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed70799_step24_timestep5_actionOutput.png
30600.0,0.0,91.0,2.45,2.38,47.4,23.1,1.0,111.0,83.7,25.8,20.8,23.7,23.0,23.9,24.4,sae_analysis/out/env_imgs/seed30636_step0_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed30636_step0_timestep8_actionOutput.png
70800.0,24.0,93.0,2.45,96.5,142.0,17.1,8.0,-133.0,-133.0,33.0,30.3,18.7,18.5,29.7,29.5,sae_analysis/out/env_imgs/seed70799_step24_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed70799_step24_timestep6_actionOutput.png
30600.0,0.0,99.0,2.39,2.38,47.4,23.1,1.0,59.8,73.8,20.9,22.9,24.3,24.5,27.1,27.3,sae_analysis/out/env_imgs/seed30636_step0_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30636_step0_timestep0_actionOutput.png
