seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
70800.0,16.0,61.0,0.225,96.5,142.0,17.1,1.0,351.0,145.0,30.2,33.6,45.4,45.0,35.8,35.7,sae_analysis/out/env_imgs/seed70799_step16_timestep38_actionInput.png,sae_analysis/out/env_imgs/seed70799_step16_timestep38_actionOutput.png
50800.0,32.0,81.0,0.182,11.0,56.0,11.3,1.0,-265.0,44.1,49.9,42.0,24.6,23.9,32.3,31.7,sae_analysis/out/env_imgs/seed50788_step32_timestep18_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep18_actionOutput.png
70800.0,16.0,73.0,0.17,96.5,142.0,17.1,1.0,133.0,116.0,35.3,32.7,41.7,42.2,32.0,32.7,sae_analysis/out/env_imgs/seed70799_step16_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed70799_step16_timestep26_actionOutput.png
70800.0,16.0,31.0,0.167,96.5,142.0,17.1,1.0,195.0,-146.0,29.0,20.1,44.4,48.0,41.6,43.9,sae_analysis/out/env_imgs/seed70799_step16_timestep68_actionInput.png,sae_analysis/out/env_imgs/seed70799_step16_timestep68_actionOutput.png
70800.0,16.0,75.0,0.156,96.5,142.0,17.1,1.0,112.0,86.4,27.1,18.5,38.6,33.2,29.7,23.4,sae_analysis/out/env_imgs/seed70799_step16_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed70799_step16_timestep24_actionOutput.png
86200.0,0.0,76.0,0.156,98.2,143.0,19.4,2.0,116.0,130.0,33.5,27.9,47.7,48.1,30.0,29.8,sae_analysis/out/env_imgs/seed86172_step0_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed86172_step0_timestep23_actionOutput.png
86200.0,0.0,87.0,0.156,98.2,143.0,19.4,2.0,131.0,132.0,21.2,18.7,47.4,46.8,28.8,28.1,sae_analysis/out/env_imgs/seed86172_step0_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed86172_step0_timestep12_actionOutput.png
95800.0,0.0,51.0,0.155,-189.0,-144.0,22.9,2.0,-5.16,-235.0,99.9,102.0,47.2,50.0,47.7,48.0,sae_analysis/out/env_imgs/seed95830_step0_timestep48_actionInput.png,sae_analysis/out/env_imgs/seed95830_step0_timestep48_actionOutput.png
95800.0,0.0,58.0,0.152,-189.0,-144.0,22.9,2.0,-192.0,-187.0,72.8,61.0,51.2,51.0,51.0,51.5,sae_analysis/out/env_imgs/seed95830_step0_timestep41_actionInput.png,sae_analysis/out/env_imgs/seed95830_step0_timestep41_actionOutput.png
50800.0,32.0,82.0,0.15,11.0,56.0,11.3,1.0,44.1,-287.0,42.0,46.6,23.9,24.4,31.7,31.5,sae_analysis/out/env_imgs/seed50788_step32_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed50788_step32_timestep17_actionOutput.png
49400.0,0.0,42.0,0.149,-151.0,-106.0,25.3,5.0,-45.8,-56.0,100.0,116.0,40.6,41.9,42.0,46.9,sae_analysis/out/env_imgs/seed49442_step0_timestep57_actionInput.png,sae_analysis/out/env_imgs/seed49442_step0_timestep57_actionOutput.png
10300.0,144.0,77.0,0.107,27.1,72.1,27.8,1.0,144.0,146.0,3.69,5.16,19.9,19.8,35.8,38.7,sae_analysis/out/env_imgs/seed10301_step144_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed10301_step144_timestep22_actionOutput.png
86200.0,0.0,74.0,0.105,98.2,143.0,19.4,2.0,60.8,103.0,50.5,41.6,49.1,46.8,31.5,29.6,sae_analysis/out/env_imgs/seed86172_step0_timestep25_actionInput.png,sae_analysis/out/env_imgs/seed86172_step0_timestep25_actionOutput.png
86200.0,0.0,70.0,0.104,98.2,143.0,19.4,2.0,-43.7,-38.8,73.0,62.9,49.1,47.8,33.4,30.9,sae_analysis/out/env_imgs/seed86172_step0_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed86172_step0_timestep29_actionOutput.png
