seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
60600.0,88.0,97.0,1.07,-20.1,24.9,4.23,4.0,102.0,82.8,2.03,4.8,16.4,16.2,20.1,19.9,sae_analysis/out/env_imgs/seed60596_step88_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed60596_step88_timestep2_actionOutput.png
60600.0,88.0,93.0,0.984,-20.1,24.9,4.23,4.0,183.0,246.0,3.29,5.97,18.1,18.0,21.5,21.4,sae_analysis/out/env_imgs/seed60596_step88_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed60596_step88_timestep6_actionOutput.png
40000.0,128.0,96.0,0.948,19.4,64.4,14.4,7.0,6.74,-0.743,13.1,12.3,9.62,8.9,17.2,17.7,sae_analysis/out/env_imgs/seed40021_step128_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed40021_step128_timestep3_actionOutput.png
41500.0,8.0,93.0,0.946,-146.0,-101.0,20.3,8.0,69.8,16.7,29.0,31.9,31.3,31.3,18.8,19.2,sae_analysis/out/env_imgs/seed41517_step8_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed41517_step8_timestep6_actionOutput.png
49400.0,200.0,58.0,0.923,12.5,57.5,6.13,5.0,23.6,3.77,16.4,5.79,33.0,31.5,35.8,34.9,sae_analysis/out/env_imgs/seed49442_step200_timestep41_actionInput.png,sae_analysis/out/env_imgs/seed49442_step200_timestep41_actionOutput.png
30600.0,32.0,83.0,0.899,-5.54,39.5,25.7,7.0,-241.0,-255.0,16.1,11.5,15.5,14.4,33.7,33.5,sae_analysis/out/env_imgs/seed30608_step32_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed30608_step32_timestep16_actionOutput.png
23200.0,80.0,95.0,0.893,92.4,137.0,11.6,1.0,11.4,-286.0,11.5,11.3,9.05,8.49,19.7,19.1,sae_analysis/out/env_imgs/seed23167_step80_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed23167_step80_timestep4_actionOutput.png
30600.0,24.0,94.0,0.89,2.38,47.4,23.1,5.0,43.0,50.2,15.2,16.2,14.6,13.1,36.0,34.8,sae_analysis/out/env_imgs/seed30636_step24_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep5_actionOutput.png
30600.0,24.0,88.0,0.877,2.38,47.4,23.1,5.0,222.0,218.0,8.33,8.33,14.9,16.2,35.0,35.5,sae_analysis/out/env_imgs/seed30636_step24_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed30636_step24_timestep11_actionOutput.png
47600.0,0.0,14.0,0.857,-166.0,-121.0,22.7,1.0,-10.9,-57.4,148.0,139.0,56.5,64.9,41.3,50.4,sae_analysis/out/env_imgs/seed47567_step0_timestep85_actionInput.png,sae_analysis/out/env_imgs/seed47567_step0_timestep85_actionOutput.png
60600.0,88.0,91.0,0.855,-20.1,24.9,4.23,4.0,268.0,228.0,13.6,3.28,17.2,17.1,20.5,20.4,sae_analysis/out/env_imgs/seed60596_step88_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed60596_step88_timestep8_actionOutput.png
30400.0,136.0,76.0,0.853,-3.58,41.4,6.42,7.0,-26.4,-35.3,9.1,9.64,31.1,28.6,35.7,33.6,sae_analysis/out/env_imgs/seed30449_step136_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed30449_step136_timestep23_actionOutput.png
47600.0,152.0,90.0,0.852,-11.8,33.2,15.6,5.0,-34.2,-18.5,34.5,31.6,29.2,26.3,42.2,39.2,sae_analysis/out/env_imgs/seed47567_step152_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed47567_step152_timestep9_actionOutput.png
47100.0,16.0,83.0,0.851,-10.7,34.3,32.0,4.0,11.2,-2.95,58.8,54.8,23.2,21.5,22.7,23.6,sae_analysis/out/env_imgs/seed47106_step16_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed47106_step16_timestep16_actionOutput.png
60600.0,192.0,96.0,0.843,8.57,53.6,6.56,6.0,79.6,58.1,26.4,24.2,18.8,17.8,24.7,23.7,sae_analysis/out/env_imgs/seed60596_step192_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed60596_step192_timestep3_actionOutput.png
86200.0,40.0,53.0,0.832,98.2,143.0,19.4,7.0,-93.5,-87.7,86.7,79.5,36.4,37.0,45.2,47.0,sae_analysis/out/env_imgs/seed86172_step40_timestep46_actionInput.png,sae_analysis/out/env_imgs/seed86172_step40_timestep46_actionOutput.png
30600.0,32.0,86.0,0.831,-5.54,39.5,25.7,7.0,-242.0,-207.0,12.1,10.6,14.4,13.5,36.8,34.8,sae_analysis/out/env_imgs/seed30608_step32_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed30608_step32_timestep13_actionOutput.png
47100.0,16.0,54.0,0.83,-10.7,34.3,32.0,4.0,128.0,121.0,52.2,61.8,38.8,34.3,40.3,39.5,sae_analysis/out/env_imgs/seed47106_step16_timestep45_actionInput.png,sae_analysis/out/env_imgs/seed47106_step16_timestep45_actionOutput.png
84000.0,96.0,73.0,0.826,3.4,48.4,19.3,7.0,-158.0,-141.0,32.5,33.8,21.5,20.9,36.0,35.1,sae_analysis/out/env_imgs/seed84003_step96_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed84003_step96_timestep26_actionOutput.png
30600.0,32.0,97.0,0.826,-5.54,39.5,25.7,7.0,-96.8,-178.0,2.29,4.05,11.5,10.5,36.7,35.8,sae_analysis/out/env_imgs/seed30608_step32_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed30608_step32_timestep2_actionOutput.png
