seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
11400.0,168.0,98.0,1.03,-19.7,25.3,6.13,0.0,55.6,303.0,22.2,21.1,23.4,24.1,29.3,29.9,sae_analysis/out/env_imgs/seed11446_step168_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed11446_step168_timestep1_actionOutput.png
87400.0,64.0,94.0,1.01,-9.86,35.1,8.76,0.0,179.0,-191.0,13.5,15.2,23.6,23.6,32.1,32.0,sae_analysis/out/env_imgs/seed87390_step64_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed87390_step64_timestep5_actionOutput.png
52800.0,144.0,98.0,0.993,0.246,45.2,10.7,4.0,8.28,-170.0,5.98,7.12,23.3,23.2,33.9,33.9,sae_analysis/out/env_imgs/seed52752_step144_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed52752_step144_timestep1_actionOutput.png
60600.0,64.0,85.0,0.948,-20.1,24.9,4.23,2.0,-255.0,-253.0,21.6,24.6,32.4,30.8,36.0,34.5,sae_analysis/out/env_imgs/seed60596_step64_timestep14_actionInput.png,sae_analysis/out/env_imgs/seed60596_step64_timestep14_actionOutput.png
55500.0,128.0,92.0,0.938,3.1,48.1,5.04,4.0,-88.0,-53.4,19.3,23.0,25.4,24.2,30.4,29.2,sae_analysis/out/env_imgs/seed55531_step128_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed55531_step128_timestep7_actionOutput.png
84100.0,72.0,98.0,0.901,6.3,51.3,12.2,4.0,-139.0,-138.0,13.0,12.9,23.6,23.3,35.6,35.2,sae_analysis/out/env_imgs/seed84098_step72_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed84098_step72_timestep1_actionOutput.png
47100.0,136.0,91.0,0.901,5.31,50.3,6.39,4.0,-21.7,-121.0,22.1,11.0,25.7,26.1,32.0,32.4,sae_analysis/out/env_imgs/seed47106_step136_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed47106_step136_timestep8_actionOutput.png
84100.0,72.0,99.0,0.885,6.3,51.3,12.2,4.0,-138.0,-117.0,12.9,12.5,23.3,23.6,35.2,35.5,sae_analysis/out/env_imgs/seed84098_step72_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed84098_step72_timestep0_actionOutput.png
27200.0,144.0,96.0,0.875,-0.225,44.8,5.49,4.0,28.2,11.3,13.0,9.78,21.8,20.7,27.2,26.2,sae_analysis/out/env_imgs/seed27242_step144_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed27242_step144_timestep3_actionOutput.png
87400.0,64.0,92.0,0.871,-9.86,35.1,8.76,0.0,61.9,87.5,7.12,8.02,24.0,23.0,32.2,31.3,sae_analysis/out/env_imgs/seed87390_step64_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed87390_step64_timestep7_actionOutput.png
